Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Hans Garli,2000621604.0,13.4,13.4,13.4,13.4,12.1,12.1,12.9,12.9,11.92,11.92
Marat Shadrin,2000232973.0,14.2,14.2,14.2,14.2,13.2,13.2,13.6,13.6,13.25,13.25
Marash Kumbulla,43296495.0,12.4,12.4,12.4,12.4,11.3,11.3,11.9,11.9,12.25,12.25
Glaysson,2000607603.0,10.05,10.05,10.05,10.05,11.15,11.15,10.6,10.6,10.38,10.38
Luis González,2000561873.0,13.1,13.1,13.1,13.1,13.9,13.9,13.65,13.65,13.42,13.42
Mathias Jovanović,2000507455.0,9.7,9.7,9.7,9.7,6.85,6.85,7.85,7.85,7.04,7.04
Alessio Giustini,2000506990.0,12.7,12.7,12.7,12.7,13.35,13.35,12.95,12.95,13.46,13.46
Giuseppe Assogna,2000506989.0,3.55,3.55,3.55,3.55,3.05,3.05,3.55,3.55,3.62,3.62
Zahari Tanev,2000503649.0,12.75,12.75,12.75,12.75,13.9,13.9,12.7,12.7,13.58,13.58
Djérson,2000485898.0,13.2,13.2,13.2,13.2,11.2,11.2,12.5,12.5,10.83,10.83
Domiziano Cosimi,2000434782.0,12.1,12.1,12.1,12.1,12.9,12.9,11.7,11.7,12.75,12.75
Emanuele Tassinari,2000434778.0,12.3,12.3,12.3,12.3,13.5,13.5,11.4,11.4,13.42,13.42
Markos Bouroutzikas,2000232927.0,10.25,10.25,10.25,10.25,10.2,10.2,10.3,10.3,9.58,9.58
Arne Maier,91151073.0,14.0,14.0,14.0,14.0,12.9,12.9,13.4,13.4,12.42,12.42
Ulises Xavier Pérez Lazarte,2000541711.0,15.1,15.1,15.1,15.1,15.2,15.2,14.8,14.8,14.67,14.67
Leonardo Gazzola,2000506995.0,12.4,12.4,12.4,12.4,11.7,11.7,12.3,12.3,11.17,11.17
Dante Sottoriva,2000504182.0,15.3,15.3,15.3,15.3,14.3,14.3,15.4,15.4,13.33,13.33
Branko Kovačec-Buinac,2000436681.0,12.3,12.3,12.3,12.3,12.95,12.95,12.35,12.35,11.79,11.79
Mykola Matvienko,71075952.0,13.6,13.6,13.6,13.6,13.45,13.45,12.9,12.9,13.29,13.29
Fabio Depaoli,43161628.0,13.3,13.3,13.3,13.3,13.55,13.55,12.85,12.85,12.38,12.38
Andrea Belotti,43066936.0,13.2,13.2,13.2,13.2,12.7,12.7,13.6,13.6,12.83,12.83
Mario Pasalic,24021244.0,13.0,13.0,13.0,13.0,12.05,12.05,12.9,12.9,12.04,12.04
Bruno Amione,14216968.0,11.85,11.85,11.85,11.85,11.45,11.45,11.05,11.05,11.88,11.88
Petr Zich,2000436245.0,11.55,11.55,11.55,11.55,12.6,12.6,11.5,11.5,11.83,11.83
João Ramos,2000506993.0,12.2,12.2,12.2,12.2,12.85,12.85,11.7,11.7,13.12,13.12
Marijo Lizatović,2000439945.0,13.05,13.05,13.05,13.05,10.85,10.85,12.5,12.5,10.62,10.62
Giammarco Solimina,2000506991.0,13.25,13.25,13.25,13.25,11.0,11.0,12.25,12.25,10.92,10.92
Michael Woud,28106413.0,8.65,8.65,8.65,8.65,7.6,7.6,7.5,7.5,8.0,8.0
Frederico Plisca,2000537059.0,14.3,14.3,14.3,14.3,13.7,13.7,14.3,14.3,13.5,13.5
Massimo D'Andrea,2000566966.0,13.2,13.2,13.2,13.2,13.8,13.8,12.7,12.7,13.75,13.75
Christian Pulisic,92074020.0,14.9,14.9,14.9,14.9,14.4,14.4,14.7,14.7,13.08,13.08
Demba Thiam,43304017.0,7.65,7.65,7.65,7.65,6.85,6.85,7.35,7.35,7.46,7.46
Emil Audero,43152255.0,9.35,9.35,9.35,9.35,9.45,9.45,8.3,8.3,9.67,9.67
Angelo Raimondi,2000434779.0,11.6,11.6,11.6,11.6,11.8,11.8,11.3,11.3,12.58,12.58
Gonzalo Villar,67219031.0,15.6,15.6,15.6,15.6,13.55,13.55,14.55,14.55,13.04,13.04
Ibañez,19337893.0,13.1,13.1,13.1,13.1,12.9,12.9,12.4,12.4,13.33,13.33
Marcelo Biedrzicki,2000566970.0,15.2,15.2,15.2,15.2,14.1,14.1,14.7,14.7,13.33,13.33
Rafael Brito,83243058.0,13.1,13.1,13.1,13.1,12.1,12.1,12.7,12.7,12.42,12.42
Amine Gouiri,48044735.0,14.1,14.1,14.1,14.1,14.2,14.2,14.3,14.3,13.83,13.83
Matteo Cardinali,43372028.0,7.65,7.65,7.65,7.65,6.8,6.8,6.65,6.65,7.42,7.42
Lorenzo Pellegrini,43094100.0,14.9,14.9,14.9,14.9,13.6,13.6,14.0,14.0,13.17,13.17
