Player,UID,WM,W,DW,IW,IF,WG
Hans Garli,2000621604.0,11.9,12.1,11.4,13.4,12.9,11.92
Marat Shadrin,2000232973.0,12.8,13.2,11.5,14.2,13.6,13.25
Marash Kumbulla,43296495.0,12.2,11.3,14.7,12.4,11.9,12.25
Glaysson,2000607603.0,9.25,11.15,7.1,10.05,10.6,10.38
Luis González,2000561873.0,13.35,13.9,12.6,13.1,13.65,13.42
Mathias Jovanović,2000507455.0,6.85,6.85,7.6,9.7,7.85,7.04
Alessio Giustini,2000506990.0,11.75,13.35,9.8,12.7,12.95,13.46
Giuseppe Assogna,2000506989.0,2.5,3.05,3.15,3.55,3.55,3.62
Zahari Tanev,2000503649.0,12.65,13.9,13.35,12.75,12.7,13.58
Djérson,2000485898.0,11.1,11.2,9.05,13.2,12.5,10.83
Domiziano Cosimi,2000434782.0,12.5,12.9,14.1,12.1,11.7,12.75
Emanuele Tassinari,2000434778.0,12.5,13.5,12.2,12.3,11.4,13.42
Markos Bouroutzikas,2000232927.0,10.95,10.2,11.85,10.25,10.3,9.58
Arne Maier,91151073.0,13.1,12.9,12.6,14.0,13.4,12.42
Ulises Xavier Pérez Lazarte,2000541711.0,13.5,15.2,11.4,15.1,14.8,14.67
Leonardo Gazzola,2000506995.0,12.5,11.7,13.6,12.4,12.3,11.17
Dante Sottoriva,2000504182.0,14.1,14.3,12.5,15.3,15.4,13.33
Branko Kovačec-Buinac,2000436681.0,11.25,12.95,9.7,12.3,12.35,11.79
Mykola Matvienko,71075952.0,13.6,13.45,13.45,13.6,12.9,13.29
Fabio Depaoli,43161628.0,12.95,13.55,13.05,13.3,12.85,12.38
Andrea Belotti,43066936.0,12.15,12.7,11.45,13.2,13.6,12.83
Mario Pasalic,24021244.0,12.55,12.05,11.8,13.0,12.9,12.04
Bruno Amione,14216968.0,11.5,11.45,12.75,11.85,11.05,11.88
Petr Zich,2000436245.0,10.6,12.6,9.3,11.55,11.5,11.83
João Ramos,2000506993.0,12.15,12.85,13.55,12.2,11.7,13.12
Marijo Lizatović,2000439945.0,12.15,10.85,12.5,13.05,12.5,10.62
Giammarco Solimina,2000506991.0,11.65,11.0,11.65,13.25,12.25,10.92
Michael Woud,28106413.0,7.15,7.6,9.1,8.65,7.5,8.0
Frederico Plisca,2000537059.0,13.0,13.7,10.4,14.3,14.3,13.5
Massimo D'Andrea,2000566966.0,12.85,13.8,11.3,13.2,12.7,13.75
Christian Pulisic,92074020.0,13.8,14.4,11.9,14.9,14.7,13.08
Demba Thiam,43304017.0,6.35,6.85,7.25,7.65,7.35,7.46
Emil Audero,43152255.0,7.55,9.45,9.8,9.35,8.3,9.67
Angelo Raimondi,2000434779.0,11.7,11.8,13.3,11.6,11.3,12.58
Gonzalo Villar,67219031.0,14.0,13.55,13.65,15.6,14.55,13.04
Ibañez,19337893.0,12.7,12.9,14.2,13.1,12.4,13.33
Marcelo Biedrzicki,2000566970.0,13.8,14.1,11.6,15.2,14.7,13.33
Rafael Brito,83243058.0,12.65,12.1,13.0,13.1,12.7,12.42
Amine Gouiri,48044735.0,12.5,14.2,10.3,14.1,14.3,13.83
Matteo Cardinali,43372028.0,5.95,6.8,7.7,7.65,6.65,7.42
Lorenzo Pellegrini,43094100.0,14.3,13.6,13.55,14.9,14.0,13.17
