Player,UID,AF,CF,DLF,F9,P,PF,TM
Hans Garli,2000621604.0,13.1,12.4,14.4,13.6,13.1,11.7,12.5
Marat Shadrin,2000232973.0,14.1,12.9,13.2,13.2,14.1,13.5,12.4
Marash Kumbulla,43296495.0,12.2,12.2,12.8,11.6,12.2,12.6,13.1
Glaysson,2000607603.0,11.0,9.75,10.85,11.2,11.0,9.55,9.5
Luis González,2000561873.0,13.55,11.75,12.25,12.6,13.55,12.5,11.7
Mathias Jovanović,2000507455.0,8.65,7.65,9.95,9.4,8.65,7.35,7.1
Alessio Giustini,2000506990.0,12.75,11.5,11.1,11.4,12.75,12.35,11.25
Giuseppe Assogna,2000506989.0,5.8,3.35,5.8,4.2,5.8,5.15,4.95
Zahari Tanev,2000503649.0,13.65,11.9,12.3,11.7,13.65,14.3,12.8
Djérson,2000485898.0,12.3,12.45,13.85,13.5,12.3,11.15,11.9
Domiziano Cosimi,2000434782.0,11.9,11.3,11.6,11.1,11.9,12.6,11.9
Emanuele Tassinari,2000434778.0,12.7,11.1,11.45,11.95,12.7,12.7,11.75
Markos Bouroutzikas,2000232927.0,9.3,9.45,10.05,9.7,9.3,10.65,9.35
Arne Maier,91151073.0,13.1,12.9,14.1,13.6,13.1,12.5,12.4
Ulises Xavier Pérez Lazarte,2000541711.0,15.9,14.3,14.9,15.4,15.9,13.7,13.7
Leonardo Gazzola,2000506995.0,12.0,11.2,12.8,11.9,12.0,12.5,11.9
Dante Sottoriva,2000504182.0,14.7,14.3,14.5,14.8,14.7,13.5,12.7
Branko Kovačec-Buinac,2000436681.0,12.75,10.9,12.1,12.45,12.75,11.4,10.1
Mykola Matvienko,71075952.0,12.95,12.6,13.25,13.5,12.95,12.5,12.6
Fabio Depaoli,43161628.0,13.0,11.75,12.65,13.15,13.0,12.65,10.95
Andrea Belotti,43066936.0,12.8,14.2,13.6,12.8,12.8,13.8,14.3
Mario Pasalic,24021244.0,12.25,13.15,13.55,13.05,12.25,12.3,13.25
Bruno Amione,14216968.0,11.85,11.9,12.6,11.45,11.85,12.7,12.15
Petr Zich,2000436245.0,12.45,10.55,10.9,11.5,12.45,11.05,10.0
João Ramos,2000506993.0,12.65,11.75,11.95,11.15,12.65,13.6,12.85
Marijo Lizatović,2000439945.0,10.8,12.25,12.7,12.3,10.8,11.85,11.5
Giammarco Solimina,2000506991.0,12.6,12.5,14.6,13.8,12.6,11.0,12.55
Michael Woud,28106413.0,8.9,7.75,10.0,8.25,8.9,9.3,8.65
Frederico Plisca,2000537059.0,14.4,13.9,14.0,14.0,14.4,12.8,13.2
Massimo D'Andrea,2000566966.0,13.55,13.3,13.95,13.7,13.55,13.0,13.5
Christian Pulisic,92074020.0,14.5,13.3,13.5,14.4,14.5,13.8,11.7
Demba Thiam,43304017.0,8.3,7.2,9.75,7.8,8.3,7.8,8.85
Emil Audero,43152255.0,9.75,8.45,10.25,8.35,9.75,10.55,9.35
Angelo Raimondi,2000434779.0,12.6,11.1,12.1,11.5,12.6,11.7,12.8
Gonzalo Villar,67219031.0,13.8,13.95,15.45,14.95,13.8,12.95,13.1
Ibañez,19337893.0,13.4,12.7,13.5,12.6,13.4,13.1,13.0
Marcelo Biedrzicki,2000566970.0,14.5,14.3,15.5,15.5,14.5,13.1,13.6
Rafael Brito,83243058.0,13.1,12.7,13.8,12.85,13.1,12.5,13.2
Amine Gouiri,48044735.0,15.2,13.8,14.2,14.1,15.2,13.6,13.5
Matteo Cardinali,43372028.0,8.35,7.15,9.15,7.55,8.35,9.1,8.55
Lorenzo Pellegrini,43094100.0,12.4,14.0,14.3,14.9,12.4,12.7,13.0
