Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Hans Garli,2000621604.0,14.0,12.67,8.0,13.5,14.5,14.0,13.33,12.5,13.5,13.0,13.0,12.25,13.2,12.0,14.0,13.0,13.0,15.5,14.5,11.67,10.0
Marat Shadrin,2000232973.0,17.0,12.67,10.0,9.0,15.0,10.33,13.0,11.5,9.0,16.0,11.0,12.5,11.2,9.67,16.0,12.0,11.0,14.5,13.5,10.0,8.0
Marash Kumbulla,43296495.0,17.0,14.0,17.0,15.5,11.0,13.0,10.33,14.5,15.5,10.5,16.0,13.5,12.8,15.67,13.25,15.33,7.0,12.0,14.5,7.33,16.0
Glaysson,2000607603.0,8.0,5.17,5.0,7.75,15.5,9.5,15.0,7.0,7.75,13.25,8.0,8.38,7.7,6.0,14.0,6.5,10.5,16.0,11.75,14.83,2.5
Luis González,2000561873.0,12.0,8.17,10.0,13.0,14.5,12.5,15.0,10.5,13.0,15.75,13.0,12.38,10.3,12.0,13.75,10.5,11.5,15.5,12.75,11.5,11.0
Mathias Jovanović,2000507455.0,13.5,13.17,2.5,8.5,9.75,9.33,7.83,11.75,8.5,8.0,10.0,7.75,11.3,6.83,12.5,11.5,2.5,10.5,7.5,5.33,3.5
Alessio Giustini,2000506990.0,16.0,10.0,12.0,8.0,13.5,14.17,10.33,12.5,8.0,15.5,10.5,10.38,12.3,7.33,13.0,12.0,11.0,11.0,11.0,12.67,5.5
Giuseppe Assogna,2000506989.0,13.0,2.33,0.0,7.5,3.5,6.0,3.83,5.5,7.5,1.75,6.5,6.38,3.6,5.0,11.0,6.0,0.0,5.75,9.0,1.17,0.0
Zahari Tanev,2000503649.0,15.0,14.83,9.0,12.5,10.75,14.67,10.17,15.5,12.5,12.5,12.0,11.75,14.2,12.33,14.88,16.17,13.5,12.0,13.0,11.0,12.5
Djérson,2000485898.0,9.0,12.67,9.0,10.25,15.5,13.17,13.33,10.75,10.25,13.5,10.75,11.25,12.7,7.67,13.12,11.83,13.0,15.75,12.25,10.5,4.5
Domiziano Cosimi,2000434782.0,13.0,14.0,11.0,13.0,11.5,12.0,11.33,16.0,13.0,11.5,12.5,9.25,13.0,13.0,14.0,15.0,8.0,12.5,13.5,9.0,12.0
Emanuele Tassinari,2000434778.0,15.0,14.33,11.0,9.25,10.25,12.17,11.33,14.25,9.25,11.5,10.0,11.12,13.3,9.83,15.25,13.83,13.0,11.0,11.0,7.5,10.0
