Player,UID,CD,BPD,NNCB,Lib
Hans Garli,2000621604.0,11.7,11.8,11.7,12.7
Marat Shadrin,2000232973.0,10.9,11.6,11.1,11.6
Marash Kumbulla,43296495.0,16.0,15.7,15.9,13.7
Glaysson,2000607603.0,5.55,7.0,6.15,8.25
Luis González,2000561873.0,10.9,11.75,11.1,11.6
Mathias Jovanović,2000507455.0,7.55,7.7,7.4,9.1
Alessio Giustini,2000506990.0,9.9,9.85,9.65,9.3
Giuseppe Assogna,2000506989.0,5.2,5.45,6.6,3.6
Zahari Tanev,2000503649.0,13.15,12.45,12.45,12.2
Djérson,2000485898.0,8.5,9.85,9.0,11.2
Domiziano Cosimi,2000434782.0,13.5,12.9,12.2,12.2
Emanuele Tassinari,2000434778.0,11.9,11.55,11.25,11.45
Markos Bouroutzikas,2000232927.0,10.7,9.65,10.5,9.85
Arne Maier,91151073.0,11.6,12.0,11.1,13.0
Ulises Xavier Pérez Lazarte,2000541711.0,10.9,11.3,10.7,12.5
Leonardo Gazzola,2000506995.0,12.6,12.5,12.3,12.3
Dante Sottoriva,2000504182.0,10.3,10.9,10.1,13.2
Branko Kovačec-Buinac,2000436681.0,6.9,7.8,6.8,9.5
Mykola Matvienko,71075952.0,13.45,12.85,12.85,13.45
Fabio Depaoli,43161628.0,10.9,11.25,11.0,12.8
Andrea Belotti,43066936.0,12.05,11.35,11.95,11.75
Mario Pasalic,24021244.0,11.45,11.8,11.35,12.55
Bruno Amione,14216968.0,13.85,13.65,14.25,12.7
Petr Zich,2000436245.0,7.75,8.4,7.45,9.25
João Ramos,2000506993.0,14.4,13.1,13.85,12.05
Marijo Lizatović,2000439945.0,11.85,12.0,12.05,12.9
Giammarco Solimina,2000506991.0,12.0,12.6,11.85,12.75
Michael Woud,28106413.0,10.25,9.1,10.0,8.35
Frederico Plisca,2000537059.0,9.4,10.7,9.2,11.2
Massimo D'Andrea,2000566966.0,11.2,11.3,10.6,11.7
Christian Pulisic,92074020.0,9.5,9.9,9.4,12.3
Demba Thiam,43304017.0,9.25,8.95,9.35,7.3
Emil Audero,43152255.0,10.35,9.4,10.5,8.3
Angelo Raimondi,2000434779.0,14.3,14.0,13.9,12.4
Gonzalo Villar,67219031.0,12.4,13.25,12.2,14.75
Ibañez,19337893.0,15.0,14.8,15.2,13.9
Marcelo Biedrzicki,2000566970.0,10.9,11.5,10.5,13.2
Rafael Brito,83243058.0,13.25,13.45,12.75,13.15
Amine Gouiri,48044735.0,10.2,10.4,10.3,11.5
Matteo Cardinali,43372028.0,9.45,8.4,9.5,7.4
Lorenzo Pellegrini,43094100.0,12.35,12.55,11.95,14.25
