Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Hans Garli,2000621604.0,2.0,14.25,12.5,13.17,2.75,3.5,3.0,2.25
Marat Shadrin,2000232973.0,1.5,15.75,16.0,11.17,2.25,1.0,2.25,2.5
Marash Kumbulla,43296495.0,2.5,14.5,12.5,15.17,2.5,1.0,2.0,1.0
Glaysson,2000607603.0,3.0,11.25,14.0,6.67,3.25,3.0,2.25,2.25
Luis González,2000561873.0,3.0,14.38,14.0,11.33,3.0,2.0,2.0,2.75
Mathias Jovanović,2000507455.0,14.5,10.5,11.25,10.83,10.75,4.5,13.5,8.0
Alessio Giustini,2000506990.0,3.5,13.12,14.0,10.83,2.75,5.0,1.5,1.75
Giuseppe Assogna,2000506989.0,7.5,8.5,9.5,5.5,10.5,8.0,13.0,7.0
Zahari Tanev,2000503649.0,3.0,13.75,15.5,13.25,2.0,3.0,1.5,3.0
Djérson,2000485898.0,2.0,12.88,11.5,11.08,2.75,2.0,4.5,3.0
Domiziano Cosimi,2000434782.0,2.0,14.5,14.0,12.5,2.5,3.0,1.0,3.5
Emanuele Tassinari,2000434778.0,2.25,13.5,16.25,12.58,3.25,2.0,2.25,2.0
Markos Bouroutzikas,2000232927.0,3.25,11.88,10.25,13.08,2.75,2.5,1.75,2.75
Arne Maier,91151073.0,1.5,13.0,13.0,13.0,1.5,2.0,2.5,1.0
Ulises Xavier Pérez Lazarte,2000541711.0,1.5,15.5,17.5,13.0,2.5,1.0,2.5,1.5
Leonardo Gazzola,2000506995.0,2.0,15.5,11.5,14.17,2.0,2.0,2.0,2.5
Dante Sottoriva,2000504182.0,3.5,12.75,13.0,13.33,2.5,1.0,3.0,2.5
Branko Kovačec-Buinac,2000436681.0,3.75,13.88,14.5,9.58,3.25,3.5,2.5,2.5
Mykola Matvienko,71075952.0,3.25,13.25,13.5,14.92,1.5,2.0,1.75,2.25
Fabio Depaoli,43161628.0,2.75,14.0,14.25,13.25,1.75,2.5,2.5,3.0
Andrea Belotti,43066936.0,2.25,11.25,10.5,15.83,2.5,2.0,1.75,2.25
Mario Pasalic,24021244.0,3.0,11.62,11.0,12.5,2.75,2.5,2.75,3.25
Bruno Amione,14216968.0,2.0,14.12,14.25,13.42,2.5,1.5,4.5,3.0
Petr Zich,2000436245.0,3.5,14.25,16.5,10.0,2.5,4.5,2.25,1.5
João Ramos,2000506993.0,2.5,15.62,13.5,14.5,1.75,2.0,3.25,2.0
Marijo Lizatović,2000439945.0,3.5,11.88,11.5,13.33,2.0,2.5,3.0,1.5
Giammarco Solimina,2000506991.0,1.75,15.62,12.5,14.0,1.75,1.5,2.5,3.5
Michael Woud,28106413.0,13.5,10.5,10.75,13.17,11.75,7.0,13.5,13.0
Frederico Plisca,2000537059.0,3.0,15.0,15.0,11.67,2.0,3.0,2.0,2.0
Massimo D'Andrea,2000566966.0,1.75,14.12,15.5,12.75,2.25,1.5,2.75,2.25
Christian Pulisic,92074020.0,2.5,12.25,15.0,13.0,1.0,3.0,2.5,2.0
Demba Thiam,43304017.0,12.5,11.62,9.0,11.92,11.5,8.0,15.5,10.5
Emil Audero,43152255.0,16.0,13.38,11.75,13.42,14.0,3.0,13.0,13.5
Angelo Raimondi,2000434779.0,1.0,15.0,14.0,13.83,2.5,2.0,1.5,2.0
Gonzalo Villar,67219031.0,2.75,14.12,13.5,14.42,2.5,3.0,2.5,3.0
Ibañez,19337893.0,2.5,14.5,15.0,14.67,1.5,3.0,1.5,2.5
Marcelo Biedrzicki,2000566970.0,2.5,14.75,14.0,14.5,3.0,1.0,2.5,2.5
Rafael Brito,83243058.0,3.0,13.25,14.0,13.75,3.0,1.5,2.75,1.5
Amine Gouiri,48044735.0,2.5,13.5,15.0,13.5,2.0,2.0,3.0,2.0
Matteo Cardinali,43372028.0,13.0,9.25,11.25,12.67,11.25,9.0,13.5,10.0
Lorenzo Pellegrini,43094100.0,2.5,11.25,11.5,14.17,2.5,2.0,1.75,2.25
