Player,UID,DM,AM,BWM,HB,SV,RGA
Hans Garli,2000621604.0,11.7,11.2,11.2,12.0,12.3,13.6
Marat Shadrin,2000232973.0,11.8,11.7,11.7,11.7,12.0,11.5
Marash Kumbulla,43296495.0,15.7,15.6,15.6,15.2,15.1,12.7
Glaysson,2000607603.0,6.1,5.7,5.7,6.8,7.6,10.05
Luis González,2000561873.0,12.1,11.8,11.8,12.05,13.0,12.2
Mathias Jovanović,2000507455.0,8.4,7.75,7.75,7.9,8.0,10.1
Alessio Giustini,2000506990.0,10.85,10.45,10.45,10.5,10.05,11.3
Giuseppe Assogna,2000506989.0,4.35,3.25,3.25,5.55,4.2,4.7
Zahari Tanev,2000503649.0,14.1,14.7,14.7,13.7,12.95,12.4
Djérson,2000485898.0,8.85,8.6,8.6,9.8,10.15,13.05
Domiziano Cosimi,2000434782.0,14.7,15.3,15.3,13.6,13.3,12.0
Emanuele Tassinari,2000434778.0,12.15,12.6,12.6,11.8,11.25,11.7
Markos Bouroutzikas,2000232927.0,11.85,12.05,12.05,12.65,11.15,9.25
Arne Maier,91151073.0,12.6,12.7,12.7,12.3,13.2,13.8
Ulises Xavier Pérez Lazarte,2000541711.0,11.2,10.9,10.9,11.0,11.9,13.5
Leonardo Gazzola,2000506995.0,14.4,14.6,14.6,14.0,13.6,11.7
Dante Sottoriva,2000504182.0,12.3,12.0,12.0,12.0,13.2,14.7
Branko Kovačec-Buinac,2000436681.0,9.15,8.95,8.95,8.9,9.8,10.8
Mykola Matvienko,71075952.0,13.45,13.55,13.55,13.45,13.3,13.4
Fabio Depaoli,43161628.0,12.95,12.65,12.65,12.65,12.75,13.35
Andrea Belotti,43066936.0,11.65,12.05,12.05,13.05,11.95,13.0
Mario Pasalic,24021244.0,11.35,11.5,11.5,12.05,12.35,13.0
Bruno Amione,14216968.0,13.5,13.55,13.55,13.9,13.15,11.85
Petr Zich,2000436245.0,9.2,9.0,9.0,8.8,9.15,10.55
João Ramos,2000506993.0,14.4,15.1,15.1,14.85,13.1,11.45
Marijo Lizatović,2000439945.0,12.45,12.4,12.4,13.05,12.65,12.65
Giammarco Solimina,2000506991.0,11.95,11.3,11.3,11.9,12.6,13.05
Michael Woud,28106413.0,10.4,10.35,10.35,10.9,9.2,9.3
Frederico Plisca,2000537059.0,10.5,10.1,10.1,10.1,11.1,13.0
Massimo D'Andrea,2000566966.0,11.15,11.5,11.5,11.4,11.2,12.45
Christian Pulisic,92074020.0,11.7,11.6,11.6,11.7,12.0,13.8
Demba Thiam,43304017.0,8.85,7.95,7.95,9.2,8.15,9.1
Emil Audero,43152255.0,10.9,10.85,10.85,12.1,10.05,10.35
Angelo Raimondi,2000434779.0,13.5,13.5,13.5,13.3,13.5,11.4
Gonzalo Villar,67219031.0,13.65,13.55,13.55,13.3,14.65,15.25
Ibañez,19337893.0,14.6,14.6,14.6,14.7,14.9,13.1
Marcelo Biedrzicki,2000566970.0,11.9,11.7,11.7,11.8,12.2,14.7
Rafael Brito,83243058.0,13.55,13.35,13.35,12.75,13.65,13.0
Amine Gouiri,48044735.0,10.3,10.2,10.2,11.3,11.3,13.6
Matteo Cardinali,43372028.0,9.0,8.95,8.95,9.7,7.7,8.45
Lorenzo Pellegrini,43094100.0,12.65,12.95,12.95,12.95,13.25,15.05
