Player,UID,AMC,AP,T,SS,AM,EG
Hans Garli,2000621604.0,13.1,13.3,13.1,12.9,13.4,13.5
Marat Shadrin,2000232973.0,13.4,13.0,13.4,13.6,14.2,13.6
Marash Kumbulla,43296495.0,12.9,11.8,12.9,11.9,12.4,11.3
Glaysson,2000607603.0,9.75,10.55,9.75,10.6,10.05,11.55
Luis González,2000561873.0,12.6,12.9,12.6,13.65,13.1,13.7
Mathias Jovanović,2000507455.0,10.3,9.25,10.3,7.85,9.7,8.35
Alessio Giustini,2000506990.0,12.15,12.75,12.15,12.95,12.7,12.85
Giuseppe Assogna,2000506989.0,3.45,2.85,3.45,3.55,3.55,2.65
Zahari Tanev,2000503649.0,12.8,13.0,12.8,12.7,12.75,12.45
Djérson,2000485898.0,12.4,12.9,12.4,12.5,13.2,13.3
Domiziano Cosimi,2000434782.0,13.2,12.7,13.2,11.7,12.1,11.8
Emanuele Tassinari,2000434778.0,12.5,12.5,12.5,11.4,12.3,12.0
Markos Bouroutzikas,2000232927.0,11.25,10.55,11.25,10.3,10.25,9.85
Arne Maier,91151073.0,14.0,14.2,14.0,13.4,14.0,13.8
Ulises Xavier Pérez Lazarte,2000541711.0,14.1,14.4,14.1,14.8,15.1,15.5
Leonardo Gazzola,2000506995.0,13.1,12.2,13.1,12.3,12.4,11.8
Dante Sottoriva,2000504182.0,14.8,15.2,14.8,15.4,15.3,15.1
Branko Kovačec-Buinac,2000436681.0,12.1,12.2,12.1,12.35,12.3,12.9
Mykola Matvienko,71075952.0,14.05,13.45,14.05,12.9,13.6,13.25
Fabio Depaoli,43161628.0,13.35,13.25,13.35,12.85,13.3,13.3
Andrea Belotti,43066936.0,13.9,13.6,13.9,13.6,13.2,13.3
Mario Pasalic,24021244.0,13.1,13.2,13.1,12.9,13.0,13.05
Bruno Amione,14216968.0,12.35,11.65,12.35,11.05,11.85,11.45
Petr Zich,2000436245.0,11.6,11.6,11.6,11.5,11.55,12.1
João Ramos,2000506993.0,12.85,12.35,12.85,11.7,12.2,12.0
Marijo Lizatović,2000439945.0,13.45,13.05,13.45,12.5,13.05,12.6
Giammarco Solimina,2000506991.0,12.8,12.3,12.8,12.25,13.25,12.6
Michael Woud,28106413.0,9.45,8.35,9.45,7.5,8.65,7.15
Frederico Plisca,2000537059.0,13.6,14.2,13.6,14.3,14.3,14.6
Massimo D'Andrea,2000566966.0,13.2,13.5,13.2,12.7,13.2,13.5
Christian Pulisic,92074020.0,14.1,14.5,14.1,14.7,14.9,14.4
Demba Thiam,43304017.0,8.15,7.55,8.15,7.35,7.65,6.95
Emil Audero,43152255.0,10.4,10.1,10.4,8.3,9.35,9.25
Angelo Raimondi,2000434779.0,12.0,11.1,12.0,11.3,11.6,11.4
Gonzalo Villar,67219031.0,15.4,15.4,15.4,14.55,15.6,15.45
Ibañez,19337893.0,13.1,12.8,13.1,12.4,13.1,13.0
Marcelo Biedrzicki,2000566970.0,14.9,15.1,14.9,14.7,15.2,15.4
Rafael Brito,83243058.0,13.35,12.75,13.35,12.7,13.1,12.25
Amine Gouiri,48044735.0,13.6,14.0,13.6,14.3,14.1,14.7
Matteo Cardinali,43372028.0,8.2,7.3,8.2,6.65,7.65,6.05
Lorenzo Pellegrini,43094100.0,14.8,15.2,14.8,14.0,14.9,14.6
