Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Łukasz Łęgowski,2000055738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,arezzo
Mateusz Kochalski,96115206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,arezzo
Daan Reiziger,37071194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,arezzo
Filippo D'Alena,2000323504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,atalanta
Pierluigi Gollini,43090278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,atalanta
Ludovico Gelmi,43372276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,atalanta
Andrea Beretta,2000323828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,benevento
Gianluigi Fornari,2000199598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,benevento
Kamil Broda,96129081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,benevento
Alessio Furlanetto,43425157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,benevento
Mauro Brizi,2000272649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,benevento
Massimo Todaro,2000437225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,benevento
Roberto Taliento,43252472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,benevento
Leonardo Loria,43269230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,benevento
Cláudio Marcos,2000410741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,benevento
Mislav Zadro,24065095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bologna
Matteo Soncin,43371875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bologna
Alexander Nübel,92071707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bologna
Marco Nardini,2000567183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bologna
Stole Dimitrievski,47022611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fiorentina
Marco Carnesecchi,43298002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fiorentina
Miłosz Jaskuła,2000018698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fiorentina
Gianluigi Donnarumma,43252073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,inter
Morten Sørensen,2000189231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,inter
Michele Ceccarelli,2000323829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,inter
Danilo Rizzo,2000567633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,lazio
Davide Costarella,2000512160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,lazio
Michele Di Gregorio,43161669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,lazio
Federico Brancolini,43357008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,lazio
Thomas Strakosha,43115047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,lazio
Jokin Ezkieta,67196201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,milan
Mirko Pigliacelli,43061419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,milan
Seppe Welters,18115983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,milan
Alphonse Areola,85027976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,milan
Alessandro Ruggiu,43500722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,napoli
Wojciech Szczęsny,28009478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,napoli
Pau López,67178152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,napoli
Bartłomiej Maliszewski,96160054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,parma
Antonio Vaccaro,2000324883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,parma
Filippo Rinaldi,43425797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,parma
Mathias Jovanović,2000507455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,roma
