Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Vito Finetti,2000626436,0,0,0,0,0,1,0,0,1,1,0,0,0,0,arezzo
Francesco Oliva,2000512151,0,0,1,0,0,1,0,0,1,0,0,0,0,0,arezzo
Loris Sebert,2000025939,0,1,1,0,0,1,0,0,0,0,0,0,0,0,arezzo
Manolo Portanova,43297054,0,0,0,0,0,1,0,0,1,0,0,1,1,0,arezzo
Adam Maher,37012969,0,0,0,0,0,1,0,0,1,0,0,1,0,0,arezzo
Frane Križmanić,2000433152,0,0,1,0,0,1,0,0,1,0,0,0,0,0,arezzo
Pedro Pelágio,83259120,0,0,0,0,0,1,0,0,1,0,0,0,0,0,arezzo
Luka Bogdan,16149835,0,0,1,0,0,1,0,0,0,0,0,0,0,0,arezzo
Elidon Gega,2000189330,0,0,1,0,0,1,0,0,1,0,0,1,0,0,atalanta
Fabio De Santis,2000434022,0,0,0,0,0,1,0,0,1,0,0,1,0,0,atalanta
Gianluca Bettoni,2000189336,0,0,0,0,0,1,0,0,1,0,0,1,0,0,atalanta
Malo Gusto,49056280,0,1,0,0,1,1,0,0,1,0,0,0,0,0,atalanta
Matteo Pessina,43155796,0,0,0,0,0,1,0,0,1,0,0,1,0,0,atalanta
Luigi Cima,2000566953,0,0,1,0,0,1,0,0,1,0,0,0,0,0,atalanta
Sante Curto,2000566959,0,0,0,0,0,1,0,0,1,0,0,0,0,0,atalanta
Tanguy Nianzou,49048365,0,0,1,0,0,1,0,0,0,0,0,0,0,0,atalanta
Tommaso Pobega,43269242,0,0,0,0,0,1,0,0,1,0,0,0,0,0,atalanta
Antonio Buzzi,2000193933,0,1,1,0,0,1,0,0,1,0,0,0,0,0,benevento
Egidio Guidi,2000190821,0,1,0,0,0,1,0,0,1,0,0,0,0,0,benevento
Mario Liccardo,2000437227,0,0,0,0,0,1,0,0,1,0,0,0,0,0,benevento
Chancel Mbemba,18057323,0,1,1,0,1,1,0,0,0,0,0,0,0,0,benevento
Paolo Marinoni,2000569081,0,0,0,0,0,1,0,0,1,0,0,1,0,0,bologna
Giovanni Mosca,2000567186,0,1,1,1,0,1,0,0,0,0,0,0,0,0,bologna
Evaristo Santos,2000508915,0,0,0,0,0,1,0,0,1,0,0,0,0,0,bologna
Marco Brescianini,43318320,0,0,0,0,0,1,0,0,1,0,0,0,0,0,bologna
Abdelghafour Rahimi,2000325289,0,0,0,0,0,1,0,0,1,0,0,1,0,0,fiorentina
Marcão,19190440,0,0,1,0,0,1,0,0,0,0,0,0,0,0,fiorentina
Nicolò Rovella,43372892,0,0,0,0,0,1,0,0,1,0,0,0,0,0,fiorentina
Giovanni Groppi,2000507381,0,1,1,0,0,1,0,0,0,0,0,0,0,0,fiorentina
Ben Wilmot,29174249,0,0,1,1,0,1,0,0,0,0,0,0,0,0,fiorentina
Mario Staiano,2000328467,0,0,0,0,0,1,0,0,1,0,0,1,0,0,fiorentina
Ryan Gravenberch,37071197,0,0,0,0,0,1,0,0,1,0,0,1,1,0,inter
Teun Koopmeiners,37057982,0,0,1,0,0,1,0,0,1,0,0,0,0,0,inter
Carlos Soler,67196204,0,0,0,0,1,1,0,1,1,0,1,1,1,0,inter
Eduardo Camavinga,49056243,0,0,0,0,0,1,0,0,1,0,0,0,0,0,inter
Manuel Locatelli,43167354,0,0,0,0,0,1,0,0,1,0,0,0,0,0,inter
Duško Čikić,2000191147,0,0,1,0,0,1,0,1,1,0,0,0,0,0,inter
Juan Guerra,2000511832,0,0,0,0,0,1,0,1,1,0,1,1,0,0,inter
Leroy Moonen,2000438559,0,0,0,0,0,1,0,0,1,0,0,0,0,0,lazio
Gaëtan Redon,2000433840,0,0,1,0,0,1,0,0,1,0,0,0,0,0,lazio
Vitalijs Cvetkovs,2000507392,0,0,0,0,0,1,0,0,1,0,0,1,0,0,lazio
Donny van de Beek,37048153,0,0,0,0,0,1,0,0,1,0,0,1,0,0,lazio
Kevin De Bruyne,18004457,0,0,0,0,0,1,0,1,1,1,1,1,0,0,lazio
Roque Rébora,2000285968,0,0,1,1,0,1,0,0,1,0,0,0,0,0,lazio
Guillermo Vaccarezza,2000489469,0,0,0,0,0,1,0,0,1,0,0,1,0,0,lazio
Raf Rosseel,2000568334,0,0,1,0,0,1,0,0,1,0,0,0,0,0,milan
Rodrigo Neves,2000435249,0,0,0,0,0,1,0,0,1,0,0,0,0,0,milan
Christophe Mercier,2000431621,0,0,1,0,0,1,1,0,1,0,0,0,0,0,milan
Filip Krastev,22073681,0,0,0,0,0,1,0,0,1,0,0,1,0,0,milan
Exequiel Palacios,14110846,0,0,0,0,0,1,0,0,1,0,1,1,0,0,milan
Mikołaj Wolanski,2000512116,0,1,0,0,0,1,0,0,1,0,0,0,0,0,milan
Tanaboon Arteaga,2000506774,0,0,1,0,0,1,0,0,1,0,0,0,0,0,milan
Boubakar Sissako,2000198829,0,0,1,0,0,1,0,0,1,0,0,0,0,0,milan
Jan Bednarek,96047750,0,1,1,0,0,1,0,0,0,0,0,0,0,0,milan
