Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Łukasz Łęgowski,2000055738.0,5.0,7.0,12.0,6.33,3.0,3.0,7.0,8.0,arezzo
Mateusz Kochalski,96115206.0,5.83,11.5,9.0,6.67,5.67,7.0,13.25,11.83,arezzo
Daan Reiziger,37071194.0,5.5,11.12,14.25,10.83,5.17,6.5,6.75,10.33,arezzo
Filippo D'Alena,2000323504.0,7.33,12.5,13.5,7.83,5.67,6.0,8.75,10.67,atalanta
Pierluigi Gollini,43090278.0,6.5,12.38,10.0,8.0,6.17,8.17,10.0,14.5,atalanta
Ludovico Gelmi,43372276.0,6.17,8.5,9.0,7.5,4.0,3.67,9.0,11.5,atalanta
Andrea Beretta,2000323828.0,5.33,10.88,11.0,10.67,3.67,3.67,5.75,11.42,benevento
Gianluigi Fornari,2000199598.0,5.83,12.5,11.75,5.83,3.83,4.0,9.0,11.5,benevento
Kamil Broda,96129081.0,5.0,10.62,9.5,5.17,4.33,4.67,11.25,9.67,benevento
Alessio Furlanetto,43425157.0,4.17,6.0,9.5,5.5,3.83,4.0,9.75,11.08,benevento
Mauro Brizi,2000272649.0,6.33,12.5,12.5,7.5,5.67,4.67,7.75,14.5,benevento
Massimo Todaro,2000437225.0,5.83,12.12,10.5,8.5,3.83,5.33,8.5,10.83,benevento
Roberto Taliento,43252472.0,6.0,10.88,10.5,7.5,5.83,5.0,10.25,10.17,benevento
Leonardo Loria,43269230.0,5.67,8.38,12.5,8.17,5.0,4.33,8.75,12.25,benevento
Cláudio Marcos,2000410741.0,6.17,11.38,9.0,6.5,3.17,4.83,8.5,12.17,benevento
Mislav Zadro,24065095.0,5.17,9.62,13.25,7.0,4.5,3.67,9.75,12.25,bologna
Matteo Soncin,43371875.0,4.67,11.12,11.0,5.17,5.33,4.67,12.0,11.08,bologna
Alexander Nübel,92071707.0,4.67,13.0,11.0,8.67,7.5,8.67,11.5,13.0,bologna
Marco Nardini,2000567183.0,2.83,6.75,8.0,2.83,3.5,3.33,6.75,4.58,bologna
Stole Dimitrievski,47022611.0,6.17,7.38,3.75,9.5,6.0,8.0,6.0,12.25,fiorentina
Marco Carnesecchi,43298002.0,6.67,15.0,11.5,9.67,6.83,7.0,10.5,13.5,fiorentina
Miłosz Jaskuła,2000018698.0,5.33,9.88,13.5,7.33,4.67,2.67,7.75,11.08,fiorentina
Gianluigi Donnarumma,43252073.0,8.0,16.0,11.5,9.0,6.33,6.33,12.0,15.83,inter
Morten Sørensen,2000189231.0,5.33,15.5,8.0,10.33,5.0,6.67,9.0,14.67,inter
Michele Ceccarelli,2000323829.0,6.33,13.0,11.0,6.33,4.0,7.33,9.0,14.67,inter
Danilo Rizzo,2000567633.0,3.5,8.75,11.5,1.5,3.5,3.17,6.5,10.58,lazio
Davide Costarella,2000512160.0,5.33,9.0,11.0,4.17,4.5,3.0,6.5,10.0,lazio
Michele Di Gregorio,43161669.0,5.83,11.25,9.5,8.33,4.33,7.17,7.5,11.5,lazio
