Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Francesco Sibilia,2000512153,0,0,0,0,0,0,0,0,0,0,1,0,0,1,arezzo
Filippo Bertini,2000324892,0,0,0,0,0,0,0,1,1,0,1,0,0,0,arezzo
Samuele Bonaldo,2000325145,0,0,0,0,0,0,0,0,1,0,1,1,1,0,arezzo
Emiliano Sacco,2000324227,0,0,0,0,0,0,0,0,1,0,1,1,1,0,arezzo
Dario Manicone,2000323773,0,0,0,0,0,0,0,0,0,0,1,0,0,1,arezzo
Yari Diamanti,2000572662,0,0,0,0,0,0,0,0,0,0,1,0,1,1,arezzo
Ruben Bank,2000711214,0,0,0,0,0,0,0,1,0,0,1,0,0,1,arezzo
Marten Ortmann,2000503144,0,0,0,0,0,0,0,1,0,0,1,1,0,0,atalanta
Francisco Palacios,2000497737,0,1,0,0,1,0,0,0,0,0,1,0,0,0,atalanta
Alexandros Goublias,2000234468,0,0,0,0,0,0,0,0,1,0,1,1,1,0,atalanta
Oscar Barreto,2000541646,0,0,0,0,0,0,0,0,0,0,1,1,1,1,atalanta
Emanuel Vignato,43296186,0,0,0,0,0,0,0,1,0,0,1,1,1,0,atalanta
Kasper Dolberg,27102380,0,0,0,0,0,0,0,0,0,1,1,1,1,1,atalanta
Wiliam Ávalos,2000564454,0,0,0,0,0,0,0,0,0,0,1,0,0,1,atalanta
Danilo,2000410771,0,0,0,0,0,0,0,0,1,0,1,1,0,0,atalanta
Giorgio Del Nero,2000569080,0,0,0,0,0,0,0,1,0,0,1,0,0,0,benevento
José Daniel Lafuente,2000435809,0,0,0,0,0,0,0,0,1,0,1,1,1,0,benevento
Carlos Rojas,2000561489,0,1,0,0,1,0,0,1,0,0,1,0,0,0,benevento
Fidel Blasco,2000573382,0,0,0,0,1,0,0,1,0,0,1,0,0,0,benevento
Raffaele Civita,2000437228,0,1,0,0,1,0,0,1,0,0,1,0,0,0,benevento
Nicolò Trombino,2000324477,0,0,0,0,0,0,0,1,0,0,1,1,0,0,benevento
Amath N'Diaye,67213756,0,0,0,0,0,0,0,1,0,0,1,1,1,1,benevento
Cristian Pavón,14083972,0,0,0,0,0,0,0,1,0,1,1,0,1,1,benevento
Pablo Aránguiz,75036973,0,0,0,0,0,0,0,0,1,0,1,1,1,0,benevento
Martin Rusnak,2000290938,0,0,0,0,0,0,0,0,1,0,1,1,1,0,bologna
Arnór Daði Grétarsson,2000357428,0,0,0,0,0,0,0,1,0,0,1,0,0,0,bologna
Guglielmo Bosi,2000327294,0,0,0,0,0,0,0,1,0,0,1,0,0,0,bologna
Jonathan David,18108540,0,0,0,0,0,0,0,0,0,0,1,1,1,1,bologna
Emir Lilaj,2000434777,0,0,0,0,0,0,0,1,0,0,1,1,1,1,bologna
Mario Marco,2000489132,0,0,0,0,0,0,0,0,0,0,1,0,1,1,bologna
Michele Testi,2000507005,0,0,0,0,0,0,0,1,0,0,1,0,0,1,bologna
Tobias Christensen,53138127,0,0,0,0,0,0,0,0,1,0,1,1,1,1,bologna
Agustín Urzi,14219443,0,0,0,0,0,0,0,1,0,1,1,0,1,0,bologna
Gianluca Manfroni,2000191905,0,0,0,0,0,0,0,0,0,0,1,0,0,1,bologna
Gianluca Caracciolo,2000567187,0,0,0,0,0,0,0,0,1,1,1,1,0,0,bologna
Tomas Kral,2000197839,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fiorentina
Gonçalo Guedes,55041710,0,0,0,0,0,0,0,1,0,1,1,1,1,1,fiorentina
Calvin Stengs,37059574,0,0,0,0,0,0,0,1,1,0,1,1,1,0,fiorentina
Gerónimo Pezzella,2000285534,0,0,0,0,0,0,0,0,0,0,1,1,0,1,fiorentina
Pino Birettoni,2000191463,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fiorentina
Daniele Venturelli,2000434795,0,0,0,0,0,0,0,0,0,0,1,1,0,1,fiorentina
Gaetano Castrovilli,43206176,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fiorentina
