Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Francesco Oliva,2000512151.0,8.17,12.62,10.5,9.5,7.0,8.5,7.0,9.92,arezzo
Giuseppe Rossetti,2000511011.0,12.0,12.75,10.75,7.67,6.33,7.5,12.5,12.5,arezzo
Loris Sebert,2000025939.0,11.67,12.12,10.5,10.17,7.83,9.33,13.5,11.67,arezzo
Carlo Schettino,2000567623.0,9.67,14.75,14.0,7.83,8.5,11.5,8.5,13.42,arezzo
Frane Križmanić,2000433152.0,13.33,12.25,12.75,10.0,8.67,10.67,7.5,13.92,arezzo
Filip Vasko,43322583.0,13.67,10.75,11.5,6.83,7.83,7.67,14.5,13.75,arezzo
Luka Bogdan,16149835.0,13.33,11.88,10.5,8.0,8.17,7.33,13.5,13.42,arezzo
Noah Loosli,98034469.0,12.33,12.62,11.0,8.83,9.0,8.5,13.0,12.0,arezzo
Elidon Gega,2000189330.0,9.5,13.25,15.0,13.33,11.17,11.67,7.0,11.5,atalanta
Luigi Braga,2000506750.0,12.0,13.0,12.0,7.33,6.5,8.33,12.5,9.58,atalanta
Sebastián Vázquez,2000180227.0,13.33,13.75,13.5,8.33,8.33,6.67,13.5,11.17,atalanta
Jacopo Lombardini,2000626005.0,15.0,14.25,14.0,8.33,9.0,9.67,13.5,12.33,atalanta
Luigi Cima,2000566953.0,12.33,12.62,9.75,9.0,7.67,10.5,13.75,13.0,atalanta
Gianni Rizzo,2000323580.0,14.0,12.62,15.25,9.33,7.5,10.0,16.5,12.42,atalanta
Claudio Corti,2000506751.0,12.67,15.0,15.5,8.33,8.67,12.67,15.0,14.67,atalanta
Tanguy Nianzou,49048365.0,14.67,16.25,16.5,13.67,10.67,12.67,16.0,14.17,atalanta
Tommaso Risaliti,2000198565.0,12.67,10.88,14.0,9.83,6.83,10.0,11.5,9.92,benevento
Antonio Buzzi,2000193933.0,11.67,13.75,11.0,9.0,6.17,7.33,14.0,12.17,benevento
Kalidou Koulibaly,85051083.0,16.33,8.38,5.0,9.0,8.83,8.0,15.0,13.25,benevento
Amir Rrahmani,11023165.0,14.67,6.62,5.25,7.0,7.17,7.67,14.0,13.92,benevento
Vasyl Lysenko,2000660045.0,14.33,12.5,15.0,10.17,8.5,9.17,13.5,14.5,benevento
Enrico Del Prato,43252473.0,13.0,12.5,13.5,12.67,11.0,11.67,11.5,13.33,benevento
Lennart Czyborra,91166521.0,12.0,13.75,13.75,11.5,10.17,13.0,11.0,13.42,benevento
Chancel Mbemba,18057323.0,14.0,9.38,9.25,10.0,9.0,11.0,11.0,14.75,benevento
Jonathan Augustinsson,93051231.0,14.0,12.75,12.0,10.17,9.17,11.5,12.0,13.58,benevento
Daniele Rugani,43083931.0,15.0,12.5,11.0,11.0,7.0,10.67,15.0,13.67,benevento
Giovanni Mosca,2000567186.0,12.17,13.5,11.0,9.0,6.33,7.83,10.5,11.25,bologna
Vincenzo Savarese,2000567190.0,11.33,11.5,12.0,9.67,6.5,8.67,12.5,11.33,bologna
James Owusu,2000567653.0,12.67,12.12,12.75,10.5,7.0,7.83,16.0,12.67,bologna
Maurizio Simone,2000507008.0,14.33,13.75,14.0,8.0,10.67,8.67,14.5,13.17,bologna
Umberto Lippo,2000435435.0,13.33,14.25,12.5,10.33,8.67,10.83,11.0,14.92,bologna
Claudio Cellamare,2000019160.0,11.33,14.88,16.25,10.33,9.33,11.0,8.0,12.75,bologna
Daan Dierckx,2000046172.0,16.67,14.0,14.5,13.17,10.33,13.0,9.5,13.0,bologna
Willy Kambwala,2000006158.0,12.67,14.5,17.0,10.67,8.67,10.67,15.5,12.33,bologna
Alessandro Buongiorno,43270682.0,13.67,13.75,11.75,9.83,8.5,11.0,15.0,13.42,bologna
Leone Corti,2000626452.0,15.33,13.38,12.75,9.5,9.0,8.17,11.25,13.0,bologna
Ibrahima Thiam,2000325354.0,11.33,12.62,12.25,8.67,8.5,9.33,12.0,12.25,fiorentina
Joachim Andersen,27069975.0,14.67,14.12,12.25,12.33,10.33,11.17,13.5,13.92,fiorentina
Marcão,19190440.0,14.0,12.25,11.0,13.67,9.67,13.0,13.5,14.17,fiorentina
Giovanni Groppi,2000507381.0,13.33,13.0,16.0,8.67,9.17,10.0,12.0,13.75,fiorentina
Nicola Improta,2000507382.0,12.67,13.88,12.5,9.5,9.5,9.67,11.25,12.67,fiorentina
Danilo Catalano,2000626665.0,12.67,12.62,14.5,10.0,8.67,10.33,12.5,14.25,fiorentina
Ben Wilmot,29174249.0,14.33,14.0,12.25,11.17,9.83,11.67,14.0,14.75,fiorentina
Teun Koopmeiners,37057982.0,13.33,15.75,13.0,13.0,11.0,13.0,12.0,15.0,inter
Amar Forsberg,2000397706.0,15.67,15.25,14.0,8.67,9.0,10.67,17.0,15.33,inter
Sorin Tudor,2000335174.0,17.0,15.25,14.0,10.67,8.33,9.33,16.5,14.67,inter
Nicolai Witt,2000322718.0,14.0,16.5,14.0,10.67,10.0,12.67,15.5,14.5,inter
Duško Čikić,2000191147.0,14.33,16.5,15.0,12.33,10.67,11.67,13.5,14.33,inter
Nuno Mendes,83261910.0,13.67,15.25,15.5,13.33,12.33,15.0,12.0,14.0,inter
Andrea Papetti,43425644.0,13.67,15.0,15.0,10.67,11.0,11.67,16.5,14.33,inter
Marco Alves,2000189590.0,16.0,17.0,15.5,11.67,11.0,13.0,11.5,16.0,inter
Alfredo Piecenti,2000272907.0,14.67,15.75,17.0,9.67,11.33,11.0,14.5,15.83,inter
Luciano Puglisi,2000191663.0,15.0,16.75,16.0,13.67,11.0,14.33,14.0,15.33,inter
Eirik Haugland,2000555555.0,14.67,15.0,10.0,10.83,9.83,12.83,13.5,14.25,lazio
Gaëtan Redon,2000433840.0,12.0,13.62,12.75,7.67,7.67,11.67,16.0,13.0,lazio
Luiz Felipe,19225765.0,16.33,14.5,13.5,14.0,9.33,11.67,16.0,16.5,lazio
Klajdi Ferati,2000567635.0,12.33,11.62,10.75,9.83,7.5,8.5,13.0,12.83,lazio
Niklas Süle,91107360.0,14.33,12.25,12.0,9.33,8.67,7.33,15.5,14.5,lazio
Anyelo Oropesa,2000606155.0,12.67,14.25,12.5,7.67,7.0,9.33,15.0,13.0,lazio
Davide Bettella,43316726.0,14.67,15.0,15.5,10.33,9.0,9.67,15.5,14.67,lazio
Roque Rébora,2000285968.0,14.0,14.5,13.5,13.33,9.67,12.0,12.0,15.0,lazio
Josha Vagnoman,91184445.0,11.67,13.5,15.5,11.33,10.67,12.33,11.5,12.5,lazio
Gabriele Zappa,43272248.0,13.33,14.25,13.25,11.17,12.5,12.67,12.5,13.75,lazio
Raf Rosseel,2000568334.0,12.17,13.5,11.0,10.33,7.67,9.17,11.0,12.17,milan
Claudio Crippa,2000434044.0,11.83,12.0,9.5,7.33,4.83,6.83,13.0,10.08,milan
Christophe Mercier,2000431621.0,12.0,15.25,12.5,13.0,8.67,13.67,12.5,13.5,milan
Tanaboon Arteaga,2000506774.0,9.33,10.38,9.75,11.5,8.17,11.33,10.0,9.33,milan
Boubakar Sissako,2000198829.0,13.17,12.5,11.25,10.0,8.67,7.33,11.0,12.58,milan
Jan Bednarek,96047750.0,14.0,12.5,10.5,9.83,7.5,9.83,13.0,14.92,milan
Fikayo Tomori,28097980.0,13.33,14.0,16.5,12.0,9.33,11.67,13.5,14.67,milan
Jost Kunz,2000504128.0,15.0,15.0,14.5,10.33,9.0,10.33,13.5,13.67,milan
Alessandro Romanò,2000434040.0,15.33,14.88,15.0,12.83,10.0,10.67,11.5,16.25,milan
Fabinho,19183676.0,15.33,10.5,11.0,13.0,11.17,14.0,13.0,15.5,milan
Davinson Sánchez,76023027.0,13.0,13.75,14.0,10.67,10.0,11.67,12.5,13.17,milan
Domenico Cifeca,2000627365.0,14.0,15.12,14.25,10.67,6.83,9.17,13.5,14.08,napoli
Agostino Santoni,2000193927.0,11.67,13.12,11.25,7.33,6.67,7.17,12.0,10.92,napoli
Russel Abega,2000188792.0,14.33,13.25,13.5,7.67,7.33,6.67,14.5,13.0,napoli
Marco Friedl,91143703.0,12.0,12.75,14.0,11.67,11.33,11.33,13.5,13.17,napoli
Giovanni Di Lorenzo,43075156.0,14.0,10.0,9.5,10.33,12.67,11.0,12.0,13.83,napoli
Rohan Evans,2000567837.0,14.67,15.25,14.0,9.67,9.67,10.83,13.0,13.0,napoli
