Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Vito Finetti,2000626436,0,0,0,0,0,1,0,0,1,1,0,0,0,0,arezzo
Marco Cuneo,2000572664,0,0,0,0,0,0,0,0,1,0,0,0,1,1,arezzo
Francesco Oliva,2000512151,0,0,1,0,0,1,0,0,1,0,0,0,0,0,arezzo
Alessandro Ottaviano,2000512150,0,0,0,0,1,0,0,0,1,0,0,1,0,0,arezzo
Fabiano De Nadai,2000573667,0,0,0,0,0,0,0,0,1,0,0,1,0,0,arezzo
Filippo Bertini,2000324892,0,0,0,0,0,0,0,1,1,0,1,0,0,0,arezzo
Giordano Rossi,2000021846,0,0,0,0,0,0,0,0,1,0,0,1,0,0,arezzo
Manolo Portanova,43297054,0,0,0,0,0,1,0,0,1,0,0,1,1,0,arezzo
Adam Maher,37012969,0,0,0,0,0,1,0,0,1,0,0,1,0,0,arezzo
Frane Križmanić,2000433152,0,0,1,0,0,1,0,0,1,0,0,0,0,0,arezzo
Pedro Pelágio,83259120,0,0,0,0,0,1,0,0,1,0,0,0,0,0,arezzo
Samuele Bonaldo,2000325145,0,0,0,0,0,0,0,0,1,0,1,1,1,0,arezzo
Emiliano Sacco,2000324227,0,0,0,0,0,0,0,0,1,0,1,1,1,0,arezzo
Elidon Gega,2000189330,0,0,1,0,0,1,0,0,1,0,0,1,0,0,atalanta
Alessandro Granelli,2000435799,0,0,0,0,0,0,0,0,1,0,0,1,0,0,atalanta
Fabio De Santis,2000434022,0,0,0,0,0,1,0,0,1,0,0,1,0,0,atalanta
Mario Miola,2000273723,0,0,0,0,0,0,0,0,1,0,0,1,0,0,atalanta
Alexandros Goublias,2000234468,0,0,0,0,0,0,0,0,1,0,1,1,1,0,atalanta
Gianluca Bettoni,2000189336,0,0,0,0,0,1,0,0,1,0,0,1,0,0,atalanta
Luca Cellino,2000566956,0,0,0,0,0,0,0,0,1,1,0,0,1,0,atalanta
Malo Gusto,49056280,0,1,0,0,1,1,0,0,1,0,0,0,0,0,atalanta
Matteo Pessina,43155796,0,0,0,0,0,1,0,0,1,0,0,1,0,0,atalanta
Luigi Cima,2000566953,0,0,1,0,0,1,0,0,1,0,0,0,0,0,atalanta
Danilo,2000410771,0,0,0,0,0,0,0,0,1,0,1,1,0,0,atalanta
Sante Curto,2000566959,0,0,0,0,0,1,0,0,1,0,0,0,0,0,atalanta
Tommaso Pobega,43269242,0,0,0,0,0,1,0,0,1,0,0,0,0,0,atalanta
Mario Sacchi,2000628256,0,0,0,0,0,0,0,0,1,0,0,1,0,0,benevento
Ding Lei,2000566986,0,0,0,0,0,0,0,0,1,0,0,1,0,1,benevento
Alessandro Cudicio,2000436500,0,0,0,0,0,0,0,0,1,1,0,0,1,0,benevento
José Daniel Lafuente,2000435809,0,0,0,0,0,0,0,0,1,0,1,1,1,0,benevento
Antonio Buzzi,2000193933,0,1,1,0,0,1,0,0,1,0,0,0,0,0,benevento
Cristian Ferrari,2000570040,0,0,0,0,0,0,0,0,1,0,0,1,0,1,benevento
Egidio Guidi,2000190821,0,1,0,0,0,1,0,0,1,0,0,0,0,0,benevento
Davide Addis,2000199603,0,0,0,0,0,0,0,0,1,1,0,0,0,0,benevento
Mario Liccardo,2000437227,0,0,0,0,0,1,0,0,1,0,0,0,0,0,benevento
Enrico Del Prato,43252473,0,1,1,1,1,0,0,1,1,0,0,0,0,0,benevento
Daniele De Filippis,2000327509,0,0,0,0,0,0,0,0,1,1,0,0,1,0,benevento
Fabián Buonanno,2000273255,0,0,0,0,0,0,0,0,1,0,0,1,1,0,benevento
Pablo Aránguiz,75036973,0,0,0,0,0,0,0,0,1,0,1,1,1,0,benevento
Martin Rusnak,2000290938,0,0,0,0,0,0,0,0,1,0,1,1,1,0,bologna
Paolo Marinoni,2000569081,0,0,0,0,0,1,0,0,1,0,0,1,0,0,bologna
Ross Duff,2000505384,0,0,0,0,0,0,0,0,1,1,0,1,0,0,bologna
Michael Brugaletta,2000626450,0,0,0,0,0,0,0,1,1,0,0,1,0,0,bologna
Marco Campagna,2000567188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bologna
Luca Zaccaria,2000507009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bologna
Renzo Pretel,2000536223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bologna
Tobias Christensen,53138127,0,0,0,0,0,0,0,0,1,0,1,1,1,1,bologna
Evaristo Santos,2000508915,0,0,0,0,0,1,0,0,1,0,0,0,0,0,bologna
Marco Brescianini,43318320,0,0,0,0,0,1,0,0,1,0,0,0,0,0,bologna
Gianluca Caracciolo,2000567187,0,0,0,0,0,0,0,0,1,1,1,1,0,0,bologna
Gaetano Giannusa,2000434798,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fiorentina
Abdelghafour Rahimi,2000325289,0,0,0,0,0,1,0,0,1,0,0,1,0,0,fiorentina
Elías Cabrera,14222117,0,0,0,0,0,0,0,0,1,0,0,1,1,0,fiorentina
Andrea Formisano,2000191459,0,0,0,0,0,0,0,0,1,1,0,0,1,0,fiorentina
Adriano Lisboa,2000189589,0,0,0,0,0,0,0,1,1,0,0,1,0,0,fiorentina
Calvin Stengs,37059574,0,0,0,0,0,0,0,1,1,0,1,1,1,0,fiorentina
Nicolò Rovella,43372892,0,0,0,0,0,1,0,0,1,0,0,0,0,0,fiorentina
Gaetano Castrovilli,43206176,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fiorentina
Marcus Edwards,28106878,0,0,0,0,0,0,0,1,1,0,1,1,1,0,fiorentina
Pino Torrini,2000567624,0,0,0,0,0,0,0,0,1,1,0,0,1,0,fiorentina
Pietro Bruni,2000507380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fiorentina
Mario Staiano,2000328467,0,0,0,0,0,1,0,0,1,0,0,1,0,0,fiorentina
Rasmus Jönsson,2000397710,0,0,0,0,0,0,0,1,1,0,1,1,0,0,inter
Olexandr Zinchenko,71081391,0,0,0,1,0,0,1,1,1,1,1,1,1,0,inter
Ryan Gravenberch,37071197,0,0,0,0,0,1,0,0,1,0,0,1,1,0,inter
Teun Koopmeiners,37057982,0,0,1,0,0,1,0,0,1,0,0,0,0,0,inter
Carlos Soler,67196204,0,0,0,0,1,1,0,1,1,0,1,1,1,0,inter
Eduardo Camavinga,49056243,0,0,0,0,0,1,0,0,1,0,0,0,0,0,inter
Manuel Locatelli,43167354,0,0,0,0,0,1,0,0,1,0,0,0,0,0,inter
Duško Čikić,2000191147,0,0,1,0,0,1,0,1,1,0,0,0,0,0,inter
Juan Guerra,2000511832,0,0,0,0,0,1,0,1,1,0,1,1,0,0,inter
Jhonatan Mejía,2000415671,0,0,0,0,0,0,0,0,1,0,0,1,1,0,inter
