Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Vito Finetti,2000626436,0,0,0,0,0,1,0,0,1,1,0,0,0,0,arezzo
Marco Cuneo,2000572664,0,0,0,0,0,0,0,0,1,0,0,0,1,1,arezzo
Francesco Oliva,2000512151,0,0,1,0,0,1,0,0,1,0,0,0,0,0,arezzo
Alessandro Ottaviano,2000512150,0,0,0,0,1,0,0,0,1,0,0,1,0,0,arezzo
Nicolas Balestracci,2000507375,0,1,0,1,0,0,1,0,0,0,0,0,0,0,arezzo
Łukasz Łęgowski,2000055738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,arezzo
Mateusz Kochalski,96115206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,arezzo
Lorenzo Libutti,43204023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,arezzo
Diferdio Misidjan,37084985,0,1,0,1,1,0,1,0,0,0,0,0,1,0,arezzo
Fabiano De Nadai,2000573667,0,0,0,0,0,0,0,0,1,0,0,1,0,0,arezzo
Francesco Sibilia,2000512153,0,0,0,0,0,0,0,0,0,0,1,0,0,1,arezzo
Giuseppe Rossetti,2000511011,0,0,1,1,0,0,0,0,0,0,0,0,0,0,arezzo
Corrado Redaelli,2000507385,0,0,0,0,0,0,0,0,0,1,0,0,1,0,arezzo
Filippo Bertini,2000324892,0,0,0,0,0,0,0,1,1,0,1,0,0,0,arezzo
Aniello Zampella,2000199610,0,0,0,0,0,0,0,0,0,0,0,1,0,1,arezzo
Loris Sebert,2000025939,0,1,1,0,0,1,0,0,0,0,0,0,0,0,arezzo
Giordano Rossi,2000021846,0,0,0,0,0,0,0,0,1,0,0,1,0,0,arezzo
Diego Zuppel,43426148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,arezzo
Manolo Portanova,43297054,0,0,0,0,0,1,0,0,1,0,0,1,1,0,arezzo
Adam Maher,37012969,0,0,0,0,0,1,0,0,1,0,0,1,0,0,arezzo
Carlo Schettino,2000567623,0,1,1,1,0,0,0,0,0,0,0,0,0,0,arezzo
Daan Reiziger,37071194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,arezzo
Frane Križmanić,2000433152,0,0,1,0,0,1,0,0,1,0,0,0,0,0,arezzo
Filip Vasko,43322583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,arezzo
Raoul Petretta,98041022,0,0,0,1,0,0,1,0,0,1,0,0,0,0,arezzo
Pedro Pelágio,83259120,0,0,0,0,0,1,0,0,1,0,0,0,0,0,arezzo
Samuele Bonaldo,2000325145,0,0,0,0,0,0,0,0,1,0,1,1,1,0,arezzo
Emiliano Sacco,2000324227,0,0,0,0,0,0,0,0,1,0,1,1,1,0,arezzo
Dario Manicone,2000323773,0,0,0,0,0,0,0,0,0,0,1,0,0,1,arezzo
Näis Djouahra,49037903,0,0,0,0,0,0,0,0,0,1,0,1,1,0,arezzo
Yari Diamanti,2000572662,0,0,0,0,0,0,0,0,0,0,1,0,1,1,arezzo
Ruben Bank,2000711214,0,0,0,0,0,0,0,1,0,0,1,0,0,1,arezzo
Luka Bogdan,16149835,0,0,1,0,0,1,0,0,0,0,0,0,0,0,arezzo
Noah Loosli,98034469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,arezzo
Ulisse Bizzarri,2000566954,0,1,0,0,1,0,0,0,0,0,0,0,0,0,atalanta
Elidon Gega,2000189330,0,0,1,0,0,1,0,0,1,0,0,1,0,0,atalanta
Luigi Braga,2000506750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,atalanta
Marten Ortmann,2000503144,0,0,0,0,0,0,0,1,0,0,1,1,0,0,atalanta
Francisco Palacios,2000497737,0,1,0,0,1,0,0,0,0,0,1,0,0,0,atalanta
Alessandro Granelli,2000435799,0,0,0,0,0,0,0,0,1,0,0,1,0,0,atalanta
Giacomo Cobianchi,2000434023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,atalanta
Fabio De Santis,2000434022,0,0,0,0,0,1,0,0,1,0,0,1,0,0,atalanta
Giorgio Addessi,2000434016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,atalanta
Mario Miola,2000273723,0,0,0,0,0,0,0,0,1,0,0,1,0,0,atalanta
Alexandros Goublias,2000234468,0,0,0,0,0,0,0,0,1,0,1,1,1,0,atalanta
Gianluca Bettoni,2000189336,0,0,0,0,0,1,0,0,1,0,0,1,0,0,atalanta
Yannick Ako,2000186992,0,0,0,0,0,0,0,0,0,1,0,0,1,1,atalanta
Sebastián Vázquez,2000180227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,atalanta
Luca Cellino,2000566956,0,0,0,0,0,0,0,0,1,1,0,0,1,0,atalanta
Oscar Barreto,2000541646,0,0,0,0,0,0,0,0,0,0,1,1,1,1,atalanta
Emil Andri Valdimarsson,2000355768,0,1,0,1,0,0,0,0,0,0,0,0,0,0,atalanta
Dušan Milovac,2000211178,0,0,0,0,0,0,0,0,0,1,0,0,1,0,atalanta
Malo Gusto,49056280,0,1,0,0,1,1,0,0,1,0,0,0,0,0,atalanta
Emanuel Vignato,43296186,0,0,0,0,0,0,0,1,0,0,1,1,1,0,atalanta
Matteo Pessina,43155796,0,0,0,0,0,1,0,0,1,0,0,1,0,0,atalanta
Kasper Dolberg,27102380,0,0,0,0,0,0,0,0,0,1,1,1,1,1,atalanta
Filippo D'Alena,2000323504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,atalanta
Jacopo Lombardini,2000626005,0,0,1,1,0,0,0,0,0,0,0,0,0,0,atalanta
Moussa Dembélé,85104422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,atalanta
Luigi Cima,2000566953,0,0,1,0,0,1,0,0,1,0,0,0,0,0,atalanta
Gianni Rizzo,2000323580,0,0,1,1,0,0,0,0,0,0,0,0,0,0,atalanta
Pierluigi Gollini,43090278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,atalanta
Wiliam Ávalos,2000564454,0,0,0,0,0,0,0,0,0,0,1,0,0,1,atalanta
Danilo,2000410771,0,0,0,0,0,0,0,0,1,0,1,1,0,0,atalanta
Claudio Corti,2000506751,0,1,1,0,0,0,0,0,0,0,0,0,0,0,atalanta
Pervis Estupiñán,86045976,0,0,0,1,0,0,1,0,0,1,0,0,1,0,atalanta
Sante Curto,2000566959,0,0,0,0,0,1,0,0,1,0,0,0,0,0,atalanta
Tanguy Nianzou,49048365,0,0,1,0,0,1,0,0,0,0,0,0,0,0,atalanta
Tommaso Pobega,43269242,0,0,0,0,0,1,0,0,1,0,0,0,0,0,atalanta
Ludovico Gelmi,43372276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,atalanta
Mario Sacchi,2000628256,0,0,0,0,0,0,0,0,1,0,0,1,0,0,benevento
