Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Vito Finetti,2000626436,0,0,0,0,0,1,0,0,1,1,0,0,0,0,arezzo
Corrado Redaelli,2000507385,0,0,0,0,0,0,0,0,0,1,0,0,1,0,arezzo
Raoul Petretta,98041022,0,0,0,1,0,0,1,0,0,1,0,0,0,0,arezzo
Näis Djouahra,49037903,0,0,0,0,0,0,0,0,0,1,0,1,1,0,arezzo
Yannick Ako,2000186992,0,0,0,0,0,0,0,0,0,1,0,0,1,1,atalanta
Luca Cellino,2000566956,0,0,0,0,0,0,0,0,1,1,0,0,1,0,atalanta
Dušan Milovac,2000211178,0,0,0,0,0,0,0,0,0,1,0,0,1,0,atalanta
Kasper Dolberg,27102380,0,0,0,0,0,0,0,0,0,1,1,1,1,1,atalanta
Pervis Estupiñán,86045976,0,0,0,1,0,0,1,0,0,1,0,0,1,0,atalanta
Francesco Boron,2000510618,0,0,0,0,0,0,0,0,0,1,0,0,1,1,benevento
Alessandro Cudicio,2000436500,0,0,0,0,0,0,0,0,1,1,0,0,1,0,benevento
Matteo Bernard,2000189331,0,0,0,0,0,0,0,0,0,1,0,1,1,0,benevento
Davide Addis,2000199603,0,0,0,0,0,0,0,0,1,1,0,0,0,0,benevento
Lennart Czyborra,91166521,0,0,1,1,0,0,1,0,0,1,0,0,0,0,benevento
Daniele De Filippis,2000327509,0,0,0,0,0,0,0,0,1,1,0,0,1,0,benevento
Cristian Pavón,14083972,0,0,0,0,0,0,0,1,0,1,1,0,1,1,benevento
Ross Duff,2000505384,0,0,0,0,0,0,0,0,1,1,0,1,0,0,bologna
Connor Barron,2000483573,0,0,0,0,0,0,0,0,0,1,0,0,1,1,bologna
Francesco Bruschi,2000507006,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bologna
Jesús María Sola,2000197806,0,0,0,0,0,0,0,0,0,1,0,0,1,1,bologna
Agustín Urzi,14219443,0,0,0,0,0,0,0,1,0,1,1,0,1,0,bologna
Pablo García,67288495,0,0,0,1,0,0,1,0,0,1,0,0,1,0,bologna
Gianluca Caracciolo,2000567187,0,0,0,0,0,0,0,0,1,1,1,1,0,0,bologna
Alfonso Pedraza,67212046,0,0,0,1,0,0,1,0,0,1,0,0,1,0,fiorentina
Andrea Formisano,2000191459,0,0,0,0,0,0,0,0,1,1,0,0,1,0,fiorentina
Gonçalo Guedes,55041710,0,0,0,0,0,0,0,1,0,1,1,1,1,1,fiorentina
Walter Zampina,2000507379,0,0,0,0,0,0,0,0,0,1,0,0,1,1,fiorentina
Krystian Palacz,96159314,0,0,0,1,0,0,1,0,0,1,0,0,1,0,fiorentina
Pino Torrini,2000567624,0,0,0,0,0,0,0,0,1,1,0,0,1,0,fiorentina
Olexandr Zinchenko,71081391,0,0,0,1,0,0,1,1,1,1,1,1,1,0,inter
Manuel Oliveira,2000434824,0,0,0,0,0,0,0,0,0,1,1,0,1,1,inter
Nico Williams,67276230,0,0,0,0,0,0,0,1,0,1,1,0,1,1,inter
Abdulaziz Yılmazer,2000433229,0,0,0,0,0,0,1,0,0,1,0,0,1,0,inter
Luciano Puglisi,2000191663,0,1,1,0,1,0,0,0,0,1,0,0,0,0,inter
Milton Mijoch,2000272968,0,0,0,0,0,0,0,0,1,1,1,1,1,0,lazio
Fulvio Colacicco,2000191153,0,0,0,1,0,0,1,0,0,1,0,0,0,0,lazio
Klajdi Ferati,2000567635,0,0,1,0,0,0,0,0,1,1,0,0,0,0,lazio
Donyell Malen,37055844,0,0,0,0,0,0,0,0,0,1,1,0,1,1,lazio
Robin Gosens,37041773,0,0,0,1,0,0,1,0,0,1,0,0,0,0,lazio
Kevin De Bruyne,18004457,0,0,0,0,0,1,0,1,1,1,1,1,0,0,lazio
Riccardo Sottil,43270713,0,1,0,0,1,0,0,1,0,1,1,0,1,1,lazio
Christopher Nkunku,85140301,0,0,0,0,0,0,0,1,1,1,0,1,1,0,lazio
Mohamed Ihattaren,37073834,0,0,0,0,0,0,0,1,1,1,1,1,1,0,lazio
Marcello Criaco,2000567179,0,0,0,0,0,0,0,0,0,1,1,0,1,1,milan
Nelsón Barrera,2000497901,0,0,0,0,0,0,0,0,0,1,0,0,1,0,milan
Anthony Martial,85086702,0,0,0,0,0,0,0,0,0,1,1,0,1,1,milan
Loris Zunino,2000506778,0,0,0,0,0,0,0,0,1,1,0,0,0,0,milan
Óscar,67228635,0,0,0,0,0,0,0,0,1,1,0,1,1,0,milan
Cristian Carlos Iglesias,2000511849,0,0,0,1,0,0,1,0,0,1,0,0,1,0,milan
Eljif Elmas,47064795,0,0,0,0,0,0,0,0,1,1,0,1,1,0,napoli
Luca Pellegrini,43252226,0,0,0,1,0,0,1,0,0,1,0,0,0,0,napoli
Óscar Aranda,2000052060,0,0,0,0,0,0,0,0,0,1,1,0,1,1,napoli
Yoane Wissa,85140175,0,0,0,0,0,0,0,0,0,1,0,0,1,1,parma
Tor Andreas Norheim,2000560760,0,0,0,0,0,0,1,0,0,1,0,0,1,0,parma
Abner Medrado,2000410747,0,0,0,0,0,0,0,0,0,1,0,1,1,0,parma
Hans Garli,2000621604,0,0,0,0,0,1,0,0,1,1,0,1,0,0,roma
Glaysson,2000607603,0,0,0,0,0,0,0,0,1,1,0,1,1,0,roma
Markos Bouroutzikas,2000232927,0,1,0,1,0,1,0,0,0,1,0,0,1,0,roma
Dante Sottoriva,2000504182,0,0,0,0,0,0,0,0,0,1,0,1,1,1,roma
Petr Zich,2000436245,0,0,0,0,0,0,0,0,0,1,0,0,1,0,roma
Christian Pulisic,92074020,0,0,0,0,0,0,0,1,0,1,1,1,1,0,roma
Amine Gouiri,48044735,0,0,0,0,0,0,0,0,0,1,0,0,1,1,roma
Fabiano Cardaci,2000438270,0,0,0,0,0,0,0,0,1,1,0,0,1,1,salernitana
Jakub Jankto,43207792,0,0,0,0,0,0,0,1,1,1,1,0,1,0,salernitana
Marco Fedele,2000626680,0,0,0,0,0,0,0,0,1,1,0,0,0,0,salernitana
Riccardo Rosso,2000508196,0,0,0,0,0,0,0,0,0,1,1,0,1,1,sampdoria
Felice D'Amico,43297400,0,0,0,0,0,0,0,0,0,1,1,1,1,1,sampdoria
Marco Asensio,67197125,0,0,0,0,0,0,0,1,1,1,1,1,1,0,sampdoria
Oussama Idrissi,37052727,0,0,0,0,0,0,0,1,1,1,1,1,1,0,sampdoria
