Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Vito Finetti,2000626436.0,9.0,12.33,5.0,12.5,15.0,9.67,14.0,11.0,12.5,12.0,12.5,11.5,10.6,11.33,11.75,11.67,11.0,17.0,13.5,9.67,13.0,arezzo
Marco Cuneo,2000572664.0,7.5,5.67,7.5,4.25,11.5,4.67,10.5,7.0,4.25,11.25,5.5,10.75,6.2,2.83,12.12,4.67,7.0,10.5,8.0,7.17,0.0,arezzo
Francesco Oliva,2000512151.0,9.5,10.0,4.5,9.5,9.25,9.33,9.17,13.0,9.5,8.75,6.75,11.75,10.0,8.5,12.0,11.33,5.0,11.5,13.0,8.0,9.0,arezzo
Alessandro Ottaviano,2000512150.0,14.0,8.67,9.0,10.0,10.5,9.33,8.33,8.5,10.0,10.5,10.0,11.5,9.0,9.33,11.0,8.67,9.0,9.5,11.0,7.0,12.0,arezzo
Fabiano De Nadai,2000573667.0,12.0,11.17,8.5,9.0,12.0,10.67,9.5,10.0,9.0,12.0,9.75,11.25,10.6,8.67,11.0,10.83,11.5,11.0,14.5,6.17,9.5,arezzo
Filippo Bertini,2000324892.0,15.0,8.33,6.0,7.5,12.0,9.33,11.33,8.0,7.5,10.0,6.0,13.0,8.8,6.0,14.25,8.33,8.0,12.5,13.5,7.0,4.0,arezzo
Giordano Rossi,2000021846.0,8.0,10.83,6.5,6.5,14.75,10.33,11.33,10.75,6.5,11.5,6.5,12.12,10.8,7.0,14.12,10.33,9.5,15.25,10.5,10.5,8.0,arezzo
Manolo Portanova,43297054.0,14.0,13.0,9.0,10.0,10.5,10.83,9.67,12.25,10.0,10.0,9.5,11.0,11.9,9.17,11.62,12.17,12.0,10.0,11.75,9.33,12.5,arezzo
Adam Maher,37012969.0,7.0,13.33,6.0,11.25,14.5,12.17,14.33,10.75,11.25,13.0,11.75,12.25,12.5,8.67,7.88,11.83,12.0,15.25,7.25,11.5,8.5,arezzo
Frane Križmanić,2000433152.0,7.0,10.83,8.0,12.75,11.25,11.33,9.0,12.75,12.75,10.5,12.75,12.88,11.0,12.83,12.5,12.33,7.5,11.75,11.5,10.17,13.0,arezzo
Pedro Pelágio,83259120.0,13.0,11.33,10.0,11.75,12.75,11.5,11.83,11.75,11.75,12.75,11.75,11.62,11.5,11.17,12.0,11.5,11.0,12.75,12.5,11.83,12.0,arezzo
Samuele Bonaldo,2000325145.0,13.0,9.17,6.0,8.5,12.0,12.0,12.33,11.0,8.5,14.25,10.0,10.0,10.8,8.5,14.75,10.5,12.5,14.0,12.25,10.0,5.0,arezzo
Emiliano Sacco,2000324227.0,9.0,11.67,7.0,9.25,12.5,11.5,12.5,9.75,9.25,12.5,11.25,10.25,11.3,7.67,15.38,10.83,9.0,13.0,12.75,10.67,7.5,arezzo
Elidon Gega,2000189330.0,6.0,12.17,8.0,15.0,14.25,13.0,12.5,12.75,15.0,11.0,12.25,12.25,12.8,12.33,15.0,12.33,9.5,14.25,14.75,11.67,8.0,atalanta
Alessandro Granelli,2000435799.0,11.0,12.67,9.0,11.0,15.25,14.0,13.17,15.5,11.0,13.75,9.75,11.5,14.0,9.83,13.0,13.67,13.0,16.0,12.0,13.0,7.5,atalanta
Fabio De Santis,2000434022.0,7.0,14.67,6.0,6.5,15.0,13.5,12.0,13.75,6.5,13.5,8.5,8.75,14.1,6.83,13.12,13.83,13.0,14.5,14.25,11.83,8.5,atalanta
Mario Miola,2000273723.0,8.0,8.83,4.0,11.0,12.5,13.33,11.0,11.0,11.0,13.75,12.0,11.5,11.4,9.5,15.0,10.5,14.5,13.0,15.25,12.5,9.0,atalanta
Alexandros Goublias,2000234468.0,5.0,15.33,5.0,8.5,15.0,14.5,12.67,15.25,8.5,16.5,11.0,11.25,15.1,7.83,14.62,14.83,15.0,14.5,10.25,11.33,7.5,atalanta
Gianluca Bettoni,2000189336.0,7.5,12.0,7.5,11.0,15.0,14.33,12.33,11.5,11.0,13.5,11.5,9.5,12.8,10.17,12.0,12.67,10.0,16.0,11.25,10.83,13.0,atalanta
Luca Cellino,2000566956.0,12.0,12.17,9.0,6.0,10.5,12.17,9.67,11.0,6.0,14.25,9.0,11.12,12.1,6.67,13.38,11.5,11.5,10.75,9.0,9.0,7.0,atalanta
Malo Gusto,49056280.0,15.0,13.67,10.0,13.5,13.5,12.33,12.33,14.0,13.5,12.5,12.5,12.75,12.8,13.33,13.25,14.0,11.0,13.5,13.5,8.83,12.0,atalanta
Matteo Pessina,43155796.0,13.0,14.33,11.0,12.25,14.5,14.33,14.0,15.0,12.25,13.0,13.0,15.0,14.2,11.67,14.0,15.0,16.0,15.0,13.0,12.67,13.0,atalanta
Luigi Cima,2000566953.0,16.0,10.17,11.5,9.5,12.25,12.17,10.17,13.5,9.5,10.75,11.0,12.38,11.2,11.0,10.12,12.67,8.0,11.75,11.0,11.67,12.0,atalanta
Danilo,2000410771.0,9.0,13.0,13.0,11.5,16.5,14.33,14.0,12.5,11.5,15.0,12.5,11.25,13.4,10.33,15.5,13.33,15.0,15.5,13.0,13.0,12.0,atalanta
Sante Curto,2000566959.0,8.0,15.0,9.0,13.25,15.0,13.0,13.5,16.5,13.25,13.5,13.75,12.62,14.0,12.33,13.38,15.67,11.0,16.5,13.75,10.83,15.0,atalanta
Tommaso Pobega,43269242.0,16.0,14.0,12.0,14.5,12.0,12.33,13.67,14.0,14.5,12.0,12.5,14.0,12.8,14.0,14.5,14.33,11.0,14.5,15.0,11.67,15.0,atalanta
Mario Sacchi,2000628256.0,12.0,14.67,6.0,12.5,15.5,14.33,13.0,14.5,12.5,13.0,11.5,11.0,14.4,11.0,15.75,14.67,17.0,14.5,16.0,14.33,7.0,benevento
Ding Lei,2000566986.0,8.0,13.67,8.0,7.5,12.5,12.0,9.67,16.5,7.5,11.0,9.5,12.75,13.4,6.0,11.0,14.33,10.0,12.0,10.0,8.33,6.0,benevento
Alessandro Cudicio,2000436500.0,4.0,10.67,7.0,5.5,13.0,11.83,10.67,11.25,5.5,14.0,8.5,11.0,11.3,5.5,14.62,11.17,13.0,12.5,9.75,8.5,7.5,benevento
José Daniel Lafuente,2000435809.0,9.0,13.0,8.0,11.5,13.5,14.0,14.33,13.0,11.5,15.0,11.5,10.5,13.4,10.0,13.0,13.33,15.0,15.5,10.5,12.33,6.0,benevento
Antonio Buzzi,2000193933.0,17.0,11.5,11.0,9.25,7.75,9.33,7.67,11.75,9.25,6.5,10.25,12.75,10.4,10.5,12.88,11.33,7.5,7.75,12.5,5.5,12.0,benevento
Cristian Ferrari,2000570040.0,9.0,11.67,7.0,9.5,14.75,13.67,12.17,14.5,9.5,14.25,10.5,12.75,13.4,8.33,13.25,12.67,12.0,15.25,10.5,13.0,3.0,benevento
Egidio Guidi,2000190821.0,18.0,10.83,11.0,11.0,11.25,9.67,9.83,11.75,11.0,9.0,10.25,17.0,10.0,10.67,14.25,11.67,5.5,11.75,15.25,10.33,14.0,benevento
Davide Addis,2000199603.0,15.0,12.5,11.0,11.25,13.25,13.0,12.67,11.75,11.25,12.5,11.75,12.25,12.6,10.5,13.75,12.33,9.5,14.25,14.0,9.83,10.0,benevento
Mario Liccardo,2000437227.0,13.0,13.83,8.0,11.25,16.5,10.83,12.0,15.5,11.25,13.25,12.0,14.12,12.3,11.17,15.0,14.5,9.5,14.5,15.75,10.0,13.0,benevento
Enrico Del Prato,43252473.0,12.0,13.5,11.0,13.75,11.25,13.0,11.67,12.75,13.75,11.5,14.25,12.0,13.0,13.5,13.62,13.33,12.5,11.75,12.0,8.0,13.0,benevento
Daniele De Filippis,2000327509.0,14.0,11.17,7.0,8.5,12.0,12.33,12.83,12.0,8.5,14.25,11.0,11.0,11.6,8.0,14.88,12.17,8.5,14.5,13.5,9.33,6.5,benevento
Fabián Buonanno,2000273255.0,17.0,14.33,10.0,11.5,15.0,13.33,13.67,14.0,11.5,14.5,12.0,11.25,14.2,10.0,16.25,13.33,13.0,17.0,15.5,12.67,10.0,benevento
Pablo Aránguiz,75036973.0,5.0,13.33,6.0,9.5,13.5,14.33,13.33,13.0,9.5,13.5,12.5,11.75,14.0,8.0,13.75,13.0,15.0,14.0,10.0,11.33,7.0,benevento
Martin Rusnak,2000290938.0,12.0,12.83,9.0,11.5,14.5,15.0,13.17,13.0,11.5,16.25,12.5,10.0,13.8,11.33,15.38,13.5,16.5,15.5,14.0,12.67,6.5,bologna
Paolo Marinoni,2000569081.0,7.5,12.83,2.5,8.5,12.0,11.33,8.33,12.5,8.5,9.75,8.5,10.75,12.2,8.17,13.5,12.17,7.5,10.5,10.75,8.5,6.0,bologna
Ross Duff,2000505384.0,11.0,15.0,6.0,11.5,11.75,10.0,11.83,16.0,11.5,10.0,12.25,13.88,12.9,9.67,13.0,14.17,11.5,12.75,14.25,8.5,11.0,bologna
Michael Brugaletta,2000626450.0,5.0,14.0,7.0,8.25,14.5,14.17,10.67,15.0,8.25,14.5,8.0,13.75,14.1,7.33,14.12,14.67,17.0,13.5,10.0,11.67,4.0,bologna
Marco Campagna,2000567188.0,8.5,11.67,6.0,10.5,16.0,10.33,13.83,11.5,10.5,11.5,8.25,11.62,11.4,8.5,11.62,10.67,9.0,16.0,15.0,12.0,9.0,bologna
Luca Zaccaria,2000507009.0,15.0,11.5,9.0,12.0,15.25,14.67,10.5,10.5,12.0,15.5,12.5,12.25,12.8,10.67,11.12,11.83,14.5,13.5,12.0,12.67,7.5,bologna
Renzo Pretel,2000536223.0,13.0,14.0,9.0,12.5,17.0,13.67,15.0,11.5,12.5,15.0,12.5,10.25,13.8,11.0,14.5,12.33,15.0,16.0,13.5,11.33,9.0,bologna
Tobias Christensen,53138127.0,7.0,13.5,7.0,10.5,15.5,13.67,14.83,12.0,10.5,15.25,13.0,11.25,13.6,10.33,11.62,12.5,15.5,16.0,9.5,12.33,4.5,bologna
Evaristo Santos,2000508915.0,10.0,16.0,10.0,14.0,16.0,14.0,15.0,16.0,14.0,14.0,13.0,13.75,15.2,13.67,14.25,15.33,14.0,17.0,12.5,11.67,12.0,bologna
Marco Brescianini,43318320.0,16.0,13.67,10.0,14.25,14.0,13.0,12.67,12.5,14.25,12.5,14.0,11.62,13.0,13.5,15.12,13.33,14.0,14.5,14.25,13.33,12.0,bologna
Gianluca Caracciolo,2000567187.0,19.0,10.67,11.0,9.0,12.5,13.33,11.0,12.0,9.0,14.0,10.0,13.75,11.6,10.17,15.75,12.67,13.0,14.0,14.75,10.17,11.0,bologna
Gaetano Giannusa,2000434798.0,6.0,14.67,9.0,10.5,15.0,11.67,13.0,14.5,10.5,15.0,11.5,10.25,13.4,9.67,11.5,13.67,12.0,16.0,11.5,12.33,8.0,fiorentina
Abdelghafour Rahimi,2000325289.0,4.0,8.5,8.0,9.5,14.5,11.67,11.0,8.25,9.5,13.75,8.75,10.38,10.0,7.17,14.25,9.0,11.5,12.5,12.75,11.67,4.0,fiorentina
Elías Cabrera,14222117.0,5.0,14.83,9.0,11.75,14.0,12.33,11.83,15.75,11.75,14.75,13.25,10.62,14.0,10.5,13.88,14.33,13.5,13.0,10.0,11.0,13.0,fiorentina
Andrea Formisano,2000191459.0,13.0,12.17,8.0,8.5,12.5,13.33,11.83,12.5,8.5,12.75,10.0,13.25,12.4,9.0,15.38,13.17,13.5,12.0,12.5,8.33,9.5,fiorentina
Adriano Lisboa,2000189589.0,12.0,12.17,7.0,13.5,14.25,13.33,13.5,14.25,13.5,11.5,12.25,13.5,13.0,11.0,12.5,13.33,8.5,15.75,13.75,11.67,8.0,fiorentina
Calvin Stengs,37059574.0,12.0,14.33,9.0,10.0,16.0,14.67,14.67,12.0,10.0,15.5,11.5,12.0,14.4,8.33,14.25,13.0,14.0,15.5,13.0,13.33,5.5,fiorentina
Nicolò Rovella,43372892.0,7.0,12.67,9.0,13.5,14.0,12.67,12.0,13.5,13.5,13.0,13.5,13.0,13.2,13.0,13.5,12.33,13.0,14.0,14.0,12.0,13.0,fiorentina
Gaetano Castrovilli,43206176.0,13.0,14.33,11.0,13.5,15.5,14.5,13.67,13.25,13.5,16.0,13.0,14.5,14.5,12.33,13.75,13.5,15.0,15.5,12.0,14.0,12.0,fiorentina
Marcus Edwards,28106878.0,7.0,14.0,6.0,13.0,17.0,16.0,15.5,14.0,13.0,16.0,14.25,10.0,15.0,10.17,16.25,14.33,16.0,16.0,12.0,13.33,3.5,fiorentina
Pino Torrini,2000567624.0,9.0,13.0,9.0,9.75,13.0,10.5,12.5,15.25,9.75,11.75,10.75,12.5,12.1,8.83,13.5,13.5,12.0,12.25,11.75,9.0,11.0,fiorentina
Pietro Bruni,2000507380.0,11.0,14.33,9.0,12.5,17.0,13.33,14.0,14.0,12.5,14.5,11.5,12.5,13.8,11.0,13.25,14.0,13.0,16.5,14.0,12.33,14.0,fiorentina
Mario Staiano,2000328467.0,14.0,12.5,10.0,14.5,11.5,11.67,11.67,11.25,14.5,10.75,12.25,11.88,11.6,12.33,13.5,12.33,10.5,12.5,13.75,12.33,14.0,fiorentina
Rasmus Jönsson,2000397710.0,14.0,12.67,10.0,9.0,17.0,14.67,14.0,12.0,9.0,15.5,10.0,13.25,13.6,7.67,17.0,12.67,14.0,16.0,13.0,11.33,5.0,inter
Olexandr Zinchenko,71081391.0,9.0,14.33,11.0,11.0,14.0,13.33,13.0,14.5,11.0,12.5,13.0,14.25,13.8,10.33,14.25,14.33,13.0,13.5,11.5,11.33,9.0,inter
Ryan Gravenberch,37071197.0,18.0,15.0,13.0,14.0,16.0,15.67,15.33,15.0,14.0,15.5,15.5,11.75,15.4,12.67,15.5,15.0,17.0,16.0,14.5,13.33,11.0,inter
Teun Koopmeiners,37057982.0,13.0,14.33,11.0,14.5,14.5,12.33,14.0,15.5,14.5,12.0,14.5,14.75,13.4,14.0,14.5,14.67,11.0,15.0,15.5,11.33,12.0,inter
Carlos Soler,67196204.0,10.0,14.0,11.0,13.5,14.5,14.0,14.67,12.5,13.5,14.0,13.5,13.75,13.8,13.0,14.25,13.33,14.0,15.5,13.5,14.0,10.0,inter
Eduardo Camavinga,49056243.0,13.0,14.67,10.0,16.5,16.0,15.0,13.0,13.5,16.5,14.5,15.0,14.25,14.4,16.0,15.5,14.67,14.0,15.5,14.0,11.33,16.0,inter
Manuel Locatelli,43167354.0,14.0,15.67,11.0,14.5,16.0,14.67,14.33,14.0,14.5,14.0,14.5,15.5,15.0,13.67,14.0,14.67,14.0,16.0,14.0,13.0,15.0,inter
Duško Čikić,2000191147.0,17.0,13.67,10.0,13.0,13.0,13.67,12.0,13.5,13.0,12.0,13.5,15.75,13.4,13.0,15.75,14.0,10.0,13.5,16.0,12.33,16.0,inter
Juan Guerra,2000511832.0,7.0,13.33,8.0,10.5,17.5,15.0,14.67,12.0,10.5,16.0,10.0,11.25,14.0,9.67,13.5,13.0,11.0,16.5,11.0,12.67,10.0,inter
Jhonatan Mejía,2000415671.0,8.0,15.33,9.0,13.5,15.0,17.0,15.33,15.0,13.5,16.5,14.5,13.75,16.2,13.0,16.75,15.33,16.0,17.0,15.5,15.0,9.0,inter
Luís Ricardo,2000410716.0,9.0,13.67,10.0,12.0,16.0,13.67,14.0,13.0,12.0,16.0,13.5,12.5,13.6,11.33,16.0,13.33,14.0,15.5,14.0,12.33,7.0,inter
Thiago Almada,14172522.0,4.0,15.33,6.0,14.5,16.5,15.33,14.67,14.0,14.5,16.0,15.5,12.75,15.4,12.33,14.25,14.33,17.0,15.5,12.0,14.33,5.0,inter
Leroy Moonen,2000438559.0,10.0,13.5,9.0,11.5,12.75,12.67,12.17,14.25,11.5,10.5,10.25,12.88,13.0,10.33,12.75,14.0,8.5,13.25,14.75,10.5,10.0,lazio
Gaëtan Redon,2000433840.0,15.5,12.83,16.5,10.5,13.0,10.0,10.33,13.25,10.5,12.0,11.0,13.25,10.9,11.5,13.25,13.5,10.0,12.0,11.75,8.83,12.0,lazio
