Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Francesco Oliva,2000512151.0,9.5,10.0,4.5,9.5,9.25,9.33,9.17,13.0,9.5,8.75,6.75,11.75,10.0,8.5,12.0,11.33,5.0,11.5,13.0,8.0,9.0,arezzo
Giuseppe Rossetti,2000511011.0,13.5,13.33,11.5,10.5,7.75,9.83,7.0,13.75,10.5,7.5,11.5,10.0,11.3,11.17,12.5,13.5,6.0,7.5,12.0,6.17,12.0,arezzo
Loris Sebert,2000025939.0,15.0,10.5,12.0,9.25,10.25,11.0,10.67,11.0,9.25,9.25,11.0,11.75,10.6,10.5,11.25,11.17,9.5,11.0,11.5,7.83,12.0,arezzo
Carlo Schettino,2000567623.0,10.0,10.33,7.0,8.75,11.25,10.5,9.0,12.0,8.75,12.5,13.0,15.75,10.3,9.5,15.12,11.67,11.0,10.0,12.75,8.0,11.0,arezzo
Frane Križmanić,2000433152.0,7.0,10.83,8.0,12.75,11.25,11.33,9.0,12.75,12.75,10.5,12.75,12.88,11.0,12.83,12.5,12.33,7.5,11.75,11.5,10.17,13.0,arezzo
Filip Vasko,43322583.0,16.0,11.0,13.0,10.25,9.0,10.5,6.0,16.0,10.25,6.5,9.5,13.75,10.9,11.5,12.0,14.0,9.0,8.0,10.5,5.67,15.0,arezzo
Luka Bogdan,16149835.0,14.0,12.17,13.0,12.75,9.75,9.33,8.83,13.75,12.75,6.5,12.25,14.75,10.6,13.17,11.5,13.0,6.5,10.25,13.25,8.17,13.0,arezzo
Noah Loosli,98034469.0,12.0,10.67,14.0,12.0,9.25,10.83,7.83,12.0,12.0,8.25,12.0,12.12,10.5,12.0,11.25,12.0,9.0,9.75,14.0,7.33,12.0,arezzo
Elidon Gega,2000189330.0,6.0,12.17,8.0,15.0,14.25,13.0,12.5,12.75,15.0,11.0,12.25,12.25,12.8,12.33,15.0,12.33,9.5,14.25,14.75,11.67,8.0,atalanta
Luigi Braga,2000506750.0,15.0,8.83,10.0,10.5,9.75,9.0,7.33,8.0,10.5,8.0,11.0,8.25,8.2,11.0,13.12,9.5,7.5,10.0,13.0,6.0,12.0,atalanta
Sebastián Vázquez,2000180227.0,15.0,12.17,12.0,11.75,6.75,9.33,8.0,11.75,11.75,6.0,12.25,9.25,10.4,11.83,14.12,12.0,10.5,7.25,15.0,4.33,16.0,atalanta
Jacopo Lombardini,2000626005.0,15.0,11.67,12.0,13.0,12.0,11.33,10.67,13.5,13.0,9.5,10.5,11.25,11.2,13.0,14.5,13.33,9.0,11.5,14.0,10.0,17.0,atalanta
Luigi Cima,2000566953.0,16.0,10.17,11.5,9.5,12.25,12.17,10.17,13.5,9.5,10.75,11.0,12.38,11.2,11.0,10.12,12.67,8.0,11.75,11.0,11.67,12.0,atalanta
Gianni Rizzo,2000323580.0,18.0,12.33,15.0,13.75,9.5,12.5,8.33,13.25,13.75,10.5,12.5,11.12,11.9,13.83,13.75,13.83,9.0,10.0,11.75,7.0,12.0,atalanta
Claudio Corti,2000506751.0,17.0,11.67,13.0,11.5,13.5,12.0,11.67,14.5,11.5,13.0,13.0,14.25,11.6,12.33,15.25,14.0,8.0,12.0,13.5,10.0,12.0,atalanta
