Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Marco Cuneo,2000572664.0,0.0,9.12,14.5,8.83,7.33,11.33,7.5,6.25,arezzo
Diferdio Misidjan,37084985.0,10.33,12.25,14.25,10.17,9.5,10.33,7.0,10.75,arezzo
Corrado Redaelli,2000507385.0,5.67,13.88,15.25,11.33,10.33,14.67,10.5,10.0,arezzo
Manolo Portanova,43297054.0,10.17,11.62,12.5,11.0,10.17,10.33,11.5,11.17,arezzo
Samuele Bonaldo,2000325145.0,6.67,12.25,16.0,12.17,10.0,12.83,9.5,9.67,arezzo
Emiliano Sacco,2000324227.0,5.83,12.88,15.0,12.33,10.33,12.33,8.0,9.92,arezzo
Näis Djouahra,49037903.0,8.33,12.12,13.5,12.0,10.0,12.33,6.0,9.92,arezzo
Yari Diamanti,2000572662.0,6.0,12.75,13.5,13.33,11.67,10.67,10.5,13.67,arezzo
Alexandros Goublias,2000234468.0,6.5,12.88,15.5,14.33,11.5,15.33,5.0,13.17,atalanta
Yannick Ako,2000186992.0,5.17,12.0,14.5,12.0,9.33,13.33,8.5,10.08,atalanta
Luca Cellino,2000566956.0,6.0,10.88,15.0,11.83,9.17,12.5,10.5,11.25,atalanta
Oscar Barreto,2000541646.0,7.33,15.25,16.5,14.0,12.33,15.67,14.0,12.17,atalanta
Dušan Milovac,2000211178.0,5.33,16.5,17.5,11.33,10.67,15.33,11.0,12.17,atalanta
Emanuel Vignato,43296186.0,7.33,14.5,15.5,15.67,13.67,16.67,7.0,13.5,atalanta
Kasper Dolberg,27102380.0,4.17,11.62,13.0,12.67,14.33,12.5,12.5,11.67,atalanta
Pervis Estupiñán,86045976.0,12.67,15.0,15.0,11.0,12.0,13.0,9.5,12.67,atalanta
Francesco Boron,2000510618.0,3.5,12.75,9.5,10.0,8.33,14.5,9.5,7.92,benevento
Alessandro Cudicio,2000436500.0,5.5,12.12,15.5,12.0,8.67,14.0,5.5,10.17,benevento
José Daniel Lafuente,2000435809.0,7.33,12.0,12.5,14.67,13.0,14.33,8.5,11.83,benevento
Matteo Bernard,2000189331.0,6.5,15.62,15.5,14.17,10.5,12.83,10.0,11.25,benevento
Giacomo Raspadori,43316850.0,4.5,13.12,14.5,13.67,14.0,13.17,8.5,13.33,benevento
Daniele De Filippis,2000327509.0,6.5,14.0,14.0,12.17,8.17,12.83,10.5,11.58,benevento
Amath N'Diaye,67213756.0,3.83,11.12,14.0,11.33,11.67,11.83,7.0,9.67,benevento
Cristian Pavón,14083972.0,6.33,13.25,14.5,10.5,11.0,11.5,5.5,11.33,benevento
Fabián Buonanno,2000273255.0,8.67,15.25,15.0,16.0,12.33,14.0,13.5,12.17,benevento
Pablo Aránguiz,75036973.0,6.0,11.25,14.0,15.0,12.33,13.33,5.5,12.67,benevento
Martin Rusnak,2000290938.0,8.5,14.5,14.0,14.5,13.83,15.17,10.5,11.42,bologna
Connor Barron,2000483573.0,4.17,13.5,15.5,12.0,9.17,14.67,7.5,10.25,bologna
Jonathan David,18108540.0,6.17,12.75,15.5,12.67,13.17,13.0,7.5,12.58,bologna
Francesco Bruschi,2000507006.0,6.67,13.88,15.5,12.17,12.33,13.83,11.5,10.42,bologna
Emir Lilaj,2000434777.0,5.0,11.88,12.0,10.5,8.67,12.17,8.75,10.42,bologna
Jesús María Sola,2000197806.0,5.17,12.38,14.0,12.33,14.5,13.33,11.0,11.33,bologna
Mario Marco,2000489132.0,4.5,12.12,15.0,13.5,9.83,13.33,9.5,11.08,bologna
Tobias Christensen,53138127.0,6.83,11.75,11.5,15.5,13.17,15.17,7.0,11.58,bologna
Agustín Urzi,14219443.0,7.5,13.88,15.0,12.33,12.0,12.67,7.0,12.5,bologna
Pablo García,67288495.0,12.0,13.5,14.0,11.5,11.17,12.67,7.0,12.25,bologna
Alfonso Pedraza,67212046.0,12.33,12.75,13.25,11.83,12.83,12.67,11.5,13.92,fiorentina
Elías Cabrera,14222117.0,10.0,10.5,14.0,13.33,13.33,14.83,7.0,12.92,fiorentina
Andrea Formisano,2000191459.0,9.17,14.25,15.5,11.5,9.17,12.83,10.5,12.42,fiorentina
Gonçalo Guedes,55041710.0,7.83,11.75,12.5,14.0,13.0,12.33,8.0,11.5,fiorentina
Calvin Stengs,37059574.0,5.83,13.5,14.0,15.67,12.33,15.33,10.5,12.33,fiorentina
Walter Zampina,2000507379.0,6.5,14.25,12.5,10.17,12.0,13.67,14.0,11.58,fiorentina
Nelson Niz,2000272945.0,5.5,13.62,14.5,13.33,13.0,15.33,13.0,12.75,fiorentina
Krystian Palacz,96159314.0,11.67,13.88,15.25,10.67,9.33,12.17,10.5,11.75,fiorentina
Marcus Edwards,28106878.0,5.33,13.38,16.0,15.67,15.67,16.33,6.5,12.42,fiorentina
Pino Torrini,2000567624.0,7.67,13.25,14.5,11.0,11.17,12.67,9.0,12.0,fiorentina
Olexandr Zinchenko,71081391.0,9.0,13.0,13.5,13.0,11.67,13.0,10.0,14.33,inter
Ryan Gravenberch,37071197.0,11.0,15.25,14.5,16.0,14.67,15.67,15.5,14.5,inter
