Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Vito Finetti,2000626436.0,11.0,12.5,11.0,12.0,10.0,12.67,7.0,12.33,arezzo
Corrado Redaelli,2000507385.0,5.67,13.88,15.25,11.33,10.33,14.67,10.5,10.0,arezzo
Raoul Petretta,98041022.0,12.67,11.38,12.0,9.33,9.5,11.17,8.0,12.17,arezzo
Näis Djouahra,49037903.0,8.33,12.12,13.5,12.0,10.0,12.33,6.0,9.92,arezzo
Yannick Ako,2000186992.0,5.17,12.0,14.5,12.0,9.33,13.33,8.5,10.08,atalanta
Luca Cellino,2000566956.0,6.0,10.88,15.0,11.83,9.17,12.5,10.5,11.25,atalanta
Dušan Milovac,2000211178.0,5.33,16.5,17.5,11.33,10.67,15.33,11.0,12.17,atalanta
Kasper Dolberg,27102380.0,4.17,11.62,13.0,12.67,14.33,12.5,12.5,11.67,atalanta
Pervis Estupiñán,86045976.0,12.67,15.0,15.0,11.0,12.0,13.0,9.5,12.67,atalanta
Francesco Boron,2000510618.0,3.5,12.75,9.5,10.0,8.33,14.5,9.5,7.92,benevento
Alessandro Cudicio,2000436500.0,5.5,12.12,15.5,12.0,8.67,14.0,5.5,10.17,benevento
Matteo Bernard,2000189331.0,6.5,15.62,15.5,14.17,10.5,12.83,10.0,11.25,benevento
Davide Addis,2000199603.0,9.33,14.12,13.25,13.33,9.67,12.33,13.0,11.58,benevento
Lennart Czyborra,91166521.0,12.0,13.75,13.75,11.5,10.17,13.0,11.0,13.42,benevento
Daniele De Filippis,2000327509.0,6.5,14.0,14.0,12.17,8.17,12.83,10.5,11.58,benevento
Cristian Pavón,14083972.0,6.33,13.25,14.5,10.5,11.0,11.5,5.5,11.33,benevento
Ross Duff,2000505384.0,8.83,13.38,12.0,12.33,10.5,11.0,8.5,13.25,bologna
Connor Barron,2000483573.0,4.17,13.5,15.5,12.0,9.17,14.67,7.5,10.25,bologna
Francesco Bruschi,2000507006.0,6.67,13.88,15.5,12.17,12.33,13.83,11.5,10.42,bologna
Jesús María Sola,2000197806.0,5.17,12.38,14.0,12.33,14.5,13.33,11.0,11.33,bologna
Agustín Urzi,14219443.0,7.5,13.88,15.0,12.33,12.0,12.67,7.0,12.5,bologna
Pablo García,67288495.0,12.0,13.5,14.0,11.5,11.17,12.67,7.0,12.25,bologna
Gianluca Caracciolo,2000567187.0,10.33,15.38,14.75,11.33,9.67,13.0,15.0,12.25,bologna
Alfonso Pedraza,67212046.0,12.33,12.75,13.25,11.83,12.83,12.67,11.5,13.92,fiorentina
Andrea Formisano,2000191459.0,9.17,14.25,15.5,11.5,9.17,12.83,10.5,12.42,fiorentina
Gonçalo Guedes,55041710.0,7.83,11.75,12.5,14.0,13.0,12.33,8.0,11.5,fiorentina
Walter Zampina,2000507379.0,6.5,14.25,12.5,10.17,12.0,13.67,14.0,11.58,fiorentina
Krystian Palacz,96159314.0,11.67,13.88,15.25,10.67,9.33,12.17,10.5,11.75,fiorentina
Pino Torrini,2000567624.0,7.67,13.25,14.5,11.0,11.17,12.67,9.0,12.0,fiorentina
Olexandr Zinchenko,71081391.0,9.0,13.0,13.5,13.0,11.67,13.0,10.0,14.33,inter
Manuel Oliveira,2000434824.0,9.33,15.75,17.0,14.33,14.67,18.0,13.5,13.67,inter
Nico Williams,67276230.0,11.33,14.25,16.0,12.67,13.33,16.0,12.0,12.17,inter
Abdulaziz Yılmazer,2000433229.0,8.33,16.5,17.5,13.33,12.67,15.33,11.5,13.0,inter
Luciano Puglisi,2000191663.0,15.0,16.75,16.0,13.67,11.0,14.33,14.0,15.33,inter
