Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Francesco Sibilia,2000512153.0,4.17,11.75,13.5,10.33,10.17,12.17,7.0,9.67,arezzo
Filippo Bertini,2000324892.0,4.33,13.0,15.0,11.0,7.33,11.0,10.5,8.67,arezzo
Samuele Bonaldo,2000325145.0,6.67,12.25,16.0,12.17,10.0,12.83,9.5,9.67,arezzo
Emiliano Sacco,2000324227.0,5.83,12.88,15.0,12.33,10.33,12.33,8.0,9.92,arezzo
Dario Manicone,2000323773.0,6.0,14.25,15.5,11.17,12.0,12.5,12.5,9.17,arezzo
Yari Diamanti,2000572662.0,6.0,12.75,13.5,13.33,11.67,10.67,10.5,13.67,arezzo
Ruben Bank,2000711214.0,5.0,13.25,15.5,11.0,10.0,11.67,10.5,10.67,arezzo
Marten Ortmann,2000503144.0,7.0,13.25,13.5,13.33,13.0,16.0,6.5,12.67,atalanta
Francisco Palacios,2000497737.0,8.0,14.0,16.5,11.17,10.0,11.0,8.5,11.25,atalanta
Alexandros Goublias,2000234468.0,6.5,12.88,15.5,14.33,11.5,15.33,5.0,13.17,atalanta
Oscar Barreto,2000541646.0,7.33,15.25,16.5,14.0,12.33,15.67,14.0,12.17,atalanta
Emanuel Vignato,43296186.0,7.33,14.5,15.5,15.67,13.67,16.67,7.0,13.5,atalanta
Kasper Dolberg,27102380.0,4.17,11.62,13.0,12.67,14.33,12.5,12.5,11.67,atalanta
Wiliam Ávalos,2000564454.0,7.0,14.5,16.5,12.67,15.0,15.67,8.5,12.17,atalanta
Danilo,2000410771.0,9.33,13.5,16.5,13.33,13.0,15.0,11.0,11.17,atalanta
Giorgio Del Nero,2000569080.0,4.17,11.0,15.5,12.67,8.5,9.83,5.0,10.0,benevento
José Daniel Lafuente,2000435809.0,7.33,12.0,12.5,14.67,13.0,14.33,8.5,11.83,benevento
Carlos Rojas,2000561489.0,8.0,12.12,14.25,7.83,5.67,9.83,9.0,8.92,benevento
Fidel Blasco,2000573382.0,2.5,10.88,14.25,13.17,10.17,12.67,8.5,11.08,benevento
Raffaele Civita,2000437228.0,11.33,14.0,16.25,9.33,8.67,12.5,11.5,10.08,benevento
Nicolò Trombino,2000324477.0,9.83,14.12,12.0,13.33,13.33,12.17,12.5,14.0,benevento
Amath N'Diaye,67213756.0,3.83,11.12,14.0,11.33,11.67,11.83,7.0,9.67,benevento
Cristian Pavón,14083972.0,6.33,13.25,14.5,10.5,11.0,11.5,5.5,11.33,benevento
Pablo Aránguiz,75036973.0,6.0,11.25,14.0,15.0,12.33,13.33,5.5,12.67,benevento
Martin Rusnak,2000290938.0,8.5,14.5,14.0,14.5,13.83,15.17,10.5,11.42,bologna
Arnór Daði Grétarsson,2000357428.0,5.5,13.88,15.0,13.0,10.0,14.0,15.0,11.0,bologna
Guglielmo Bosi,2000327294.0,7.0,12.38,13.0,9.5,9.5,12.5,10.5,10.67,bologna
Jonathan David,18108540.0,6.17,12.75,15.5,12.67,13.17,13.0,7.5,12.58,bologna
Emir Lilaj,2000434777.0,5.0,11.88,12.0,10.5,8.67,12.17,8.75,10.42,bologna
Mario Marco,2000489132.0,4.5,12.12,15.0,13.5,9.83,13.33,9.5,11.08,bologna
Michele Testi,2000507005.0,7.0,14.5,13.5,12.67,14.67,16.67,11.0,13.0,bologna
Tobias Christensen,53138127.0,6.83,11.75,11.5,15.5,13.17,15.17,7.0,11.58,bologna
Agustín Urzi,14219443.0,7.5,13.88,15.0,12.33,12.0,12.67,7.0,12.5,bologna
Gianluca Manfroni,2000191905.0,8.17,15.12,14.0,14.33,14.83,13.33,13.0,12.67,bologna
Gianluca Caracciolo,2000567187.0,10.33,15.38,14.75,11.33,9.67,13.0,15.0,12.25,bologna
Tomas Kral,2000197839.0,3.5,12.25,15.0,9.33,14.33,15.17,6.5,9.08,fiorentina
Gonçalo Guedes,55041710.0,7.83,11.75,12.5,14.0,13.0,12.33,8.0,11.5,fiorentina
Calvin Stengs,37059574.0,5.83,13.5,14.0,15.67,12.33,15.33,10.5,12.33,fiorentina
Gerónimo Pezzella,2000285534.0,5.0,16.5,17.0,11.0,11.67,13.33,8.5,11.58,fiorentina
Pino Birettoni,2000191463.0,6.33,16.5,14.5,11.83,14.67,14.17,15.5,11.58,fiorentina
Daniele Venturelli,2000434795.0,6.83,13.88,12.5,12.83,11.5,11.33,11.5,10.08,fiorentina
Gaetano Castrovilli,43206176.0,11.33,13.25,13.5,15.67,14.33,15.67,12.0,13.25,fiorentina
Marcus Edwards,28106878.0,5.33,13.38,16.0,15.67,15.67,16.33,6.5,12.42,fiorentina
Giambattista Auletta,2000323518.0,8.83,16.75,16.5,14.0,15.0,17.0,13.0,12.25,fiorentina
Rasmus Jönsson,2000397710.0,5.67,14.25,18.0,15.33,11.0,16.33,12.0,11.83,inter
Olexandr Zinchenko,71081391.0,9.0,13.0,13.5,13.0,11.67,13.0,10.0,14.33,inter
Manuel Oliveira,2000434824.0,9.33,15.75,17.0,14.33,14.67,18.0,13.5,13.67,inter
Carlos Soler,67196204.0,11.67,14.0,14.5,15.0,14.0,14.0,10.5,13.33,inter
Mamoudou Camara,2000197834.0,5.33,14.75,16.0,11.67,14.67,15.67,8.0,12.17,inter
Nico Williams,67276230.0,11.33,14.25,16.0,12.67,13.33,16.0,12.0,12.17,inter
Juan Guerra,2000511832.0,9.0,13.0,12.5,15.33,10.67,16.33,7.5,11.17,inter
Luís Ricardo,2000410716.0,9.0,15.0,16.5,14.67,12.67,16.33,9.5,13.0,inter
Juan Carlos,2000192885.0,9.0,14.75,14.5,14.0,14.33,16.67,10.5,13.17,inter
Youssoufa Moukoko,2000074825.0,8.67,17.0,16.5,14.33,17.0,17.0,12.0,13.67,inter
Thiago Almada,14172522.0,8.33,13.75,13.5,16.33,15.67,16.33,5.0,13.83,inter
Milton Mijoch,2000272968.0,3.17,12.25,16.5,11.33,11.33,12.5,5.5,9.25,lazio
