Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Nicolas Balestracci,2000507375.0,7.0,10.33,9.0,7.0,10.0,12.33,8.0,14.5,7.0,9.0,7.5,10.25,11.4,8.0,11.5,13.33,5.0,10.0,10.0,7.0,10.0,arezzo
Lorenzo Libutti,43204023.0,11.0,12.67,9.0,13.0,10.5,11.17,11.17,11.25,13.0,9.5,12.75,12.5,11.9,12.33,11.0,11.5,10.0,10.5,10.75,6.83,13.0,arezzo
Diferdio Misidjan,37084985.0,7.0,10.5,7.0,11.0,9.75,10.0,8.0,9.5,11.0,10.0,12.0,11.0,10.2,10.67,13.25,9.83,12.5,8.75,10.0,8.33,10.0,arezzo
Loris Sebert,2000025939.0,15.0,10.5,12.0,9.25,10.25,11.0,10.67,11.0,9.25,9.25,11.0,11.75,10.6,10.5,11.25,11.17,9.5,11.0,11.5,7.83,12.0,arezzo
Carlo Schettino,2000567623.0,10.0,10.33,7.0,8.75,11.25,10.5,9.0,12.0,8.75,12.5,13.0,15.75,10.3,9.5,15.12,11.67,11.0,10.0,12.75,8.0,11.0,arezzo
Ulisse Bizzarri,2000566954.0,4.0,14.0,10.0,10.0,14.5,15.33,13.67,14.5,10.0,13.5,12.5,10.75,14.4,11.33,15.25,15.0,12.0,14.5,13.0,9.67,13.0,atalanta
Francisco Palacios,2000497737.0,9.0,12.83,8.0,9.75,11.25,11.0,11.17,14.25,9.75,11.5,11.25,9.38,12.2,9.17,15.62,13.0,13.5,12.0,12.5,8.33,8.0,atalanta
Emil Andri Valdimarsson,2000355768.0,9.0,15.33,10.0,13.25,16.5,16.83,13.0,16.0,13.25,16.0,14.0,14.25,16.1,12.5,17.62,16.0,14.0,16.0,15.0,11.67,11.0,atalanta
Malo Gusto,49056280.0,15.0,13.67,10.0,13.5,13.5,12.33,12.33,14.0,13.5,12.5,12.5,12.75,12.8,13.33,13.25,14.0,11.0,13.5,13.5,8.83,12.0,atalanta
Claudio Corti,2000506751.0,17.0,11.67,13.0,11.5,13.5,12.0,11.67,14.5,11.5,13.0,13.0,14.25,11.6,12.33,15.25,14.0,8.0,12.0,13.5,10.0,12.0,atalanta
Tommaso Risaliti,2000198565.0,9.0,9.0,14.0,11.5,11.0,11.5,9.67,10.75,11.5,9.0,9.25,9.75,10.3,11.67,12.62,10.5,5.0,9.75,10.25,7.17,12.0,benevento
Antonio Buzzi,2000193933.0,17.0,11.5,11.0,9.25,7.75,9.33,7.67,11.75,9.25,6.5,10.25,12.75,10.4,10.5,12.88,11.33,7.5,7.75,12.5,5.5,12.0,benevento
Carlos Rojas,2000561489.0,9.0,10.17,9.0,5.0,10.5,8.83,8.33,10.0,5.0,10.75,7.0,9.38,9.3,6.0,13.5,10.17,8.5,10.25,9.0,7.5,12.0,benevento
Raffaele Civita,2000437228.0,14.0,10.67,9.0,9.25,13.25,8.83,10.33,10.75,9.25,13.0,8.5,11.38,9.9,10.17,16.0,10.17,12.0,12.0,13.0,9.5,12.0,benevento
Claud Adjapong,43202413.0,12.0,12.83,11.0,13.25,11.25,11.33,11.33,12.25,13.25,11.0,13.25,11.25,12.0,12.5,14.62,12.33,11.5,11.25,10.5,8.33,13.0,benevento
