Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Nicolas Balestracci,2000507375,0,1,0,1,0,0,1,0,0,0,0,0,0,0,arezzo
Diferdio Misidjan,37084985,0,1,0,1,1,0,1,0,0,0,0,0,1,0,arezzo
Raoul Petretta,98041022,0,0,0,1,0,0,1,0,0,1,0,0,0,0,arezzo
Pervis Estupiñán,86045976,0,0,0,1,0,0,1,0,0,1,0,0,1,0,atalanta
Lennart Czyborra,91166521,0,0,1,1,0,0,1,0,0,1,0,0,0,0,benevento
Jonathan Augustinsson,93051231,0,0,1,1,0,0,1,0,0,0,0,0,0,0,benevento
Pablo García,67288495,0,0,0,1,0,0,1,0,0,1,0,0,1,0,bologna
Alfonso Pedraza,67212046,0,0,0,1,0,0,1,0,0,1,0,0,1,0,fiorentina
Nicola Improta,2000507382,0,0,1,1,0,0,1,0,0,0,0,0,0,0,fiorentina
Krystian Palacz,96159314,0,0,0,1,0,0,1,0,0,1,0,0,1,0,fiorentina
Olexandr Zinchenko,71081391,0,0,0,1,0,0,1,1,1,1,1,1,1,0,inter
Nuno Mendes,83261910,0,0,1,1,0,0,1,0,0,0,0,0,0,0,inter
Abdulaziz Yılmazer,2000433229,0,0,0,0,0,0,1,0,0,1,0,0,1,0,inter
Fulvio Colacicco,2000191153,0,0,0,1,0,0,1,0,0,1,0,0,0,0,lazio
Robin Gosens,37041773,0,0,0,1,0,0,1,0,0,1,0,0,0,0,lazio
Josha Vagnoman,91184445,0,1,1,1,1,0,1,0,0,0,0,0,0,0,lazio
Christophe Mercier,2000431621,0,0,1,0,0,1,1,0,1,0,0,0,0,0,milan
Cristian Carlos Iglesias,2000511849,0,0,0,1,0,0,1,0,0,1,0,0,1,0,milan
Davide Calabria,43123020,0,1,0,1,1,0,1,0,1,0,0,0,0,0,milan
Andrea Merli,2000192307,0,0,0,0,0,0,1,0,0,0,0,0,1,0,napoli
Marco Friedl,91143703,0,0,1,1,0,0,1,0,1,0,0,0,0,0,napoli
Giovanni Di Lorenzo,43075156,0,1,1,1,1,1,1,1,0,0,0,0,0,0,napoli
Luca Pellegrini,43252226,0,0,0,1,0,0,1,0,0,1,0,0,0,0,napoli
Tor Andreas Norheim,2000560760,0,0,0,0,0,0,1,0,0,1,0,0,1,0,parma
Luis González,2000561873,0,0,0,1,0,0,1,0,0,0,0,0,1,0,roma
Domiziano Cosimi,2000434782,0,0,1,1,0,0,1,0,0,0,0,0,0,0,roma
Mykola Matvienko,71075952,0,0,1,1,0,0,1,0,0,0,0,0,0,0,roma
Dario Gabbianelli,2000569293,0,0,0,1,0,0,1,0,0,0,0,0,0,0,salernitana
Giona Cafaro,2000199607,0,0,1,1,0,0,1,0,0,0,0,0,0,0,salernitana
Lucas Olaza,78048502,0,0,0,1,0,0,1,0,0,0,0,0,0,0,salernitana
Giorgos Kyriakopoulos,36090959,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sampdoria
Vasilis Zagaritis,36151881,0,0,0,1,0,0,1,0,0,0,0,0,0,0,sassuolo
Emerson,19158043,0,1,0,1,1,0,1,0,0,0,0,0,0,0,sassuolo
Nicolás Tagliafico,14008030,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sassuolo
Alessandro Alborghetti,2000566976,0,1,0,1,0,0,1,0,0,1,0,0,0,0,sassuolo
Mattia Pitzalis,43298629,0,0,0,1,0,0,1,0,0,0,0,0,0,0,spal
Alessio Chiurco,2000193119,0,0,0,1,0,0,1,0,0,0,0,0,0,0,spal
Marco Sala,43323122,0,0,0,1,0,0,1,0,0,1,0,0,0,0,spezia
Alessio Marafioti,2000436508,0,1,0,1,1,0,1,0,0,0,0,0,0,0,spezia
Florian Miguel,211504,0,0,1,1,0,0,1,0,0,0,0,0,0,0,spezia
Nhem Kakada,2000569295,0,0,0,1,0,0,1,0,0,0,0,0,0,0,spezia
Simone Zanardi,2000192610,0,0,0,1,0,0,1,0,0,0,0,0,0,0,spezia
Fausto Crippa,2000191660,0,0,1,1,0,0,1,0,0,0,0,0,0,0,torino
Leonardo Lelo,83257795,0,0,0,1,0,0,1,0,0,1,0,0,1,0,torino
Christian Pastina,43390700,0,0,1,1,0,0,1,0,0,0,0,0,0,0,torino
Mattia Montanino,2000189328,0,0,0,1,0,0,1,0,0,0,0,0,0,0,udinese
Marco Biagiotti,2000568677,0,0,0,1,0,0,1,0,0,0,0,0,0,0,udinese
Melvin Bard,49041157,0,0,1,1,0,0,1,0,0,0,0,0,1,0,udinese
Franco Letizia,2000199596,0,0,0,1,0,0,1,0,0,1,0,0,0,0,verona
Giuseppe Pezzella,43161921,0,1,0,1,0,0,1,0,0,1,0,0,0,0,verona
Luca Ranieri,43270506,0,0,1,1,0,0,1,0,0,1,0,0,0,0,verona
Federico Chiesa,43161651,0,0,0,0,1,0,1,1,0,1,1,0,1,1,zebre
Lucas Hernández,67197145,0,0,1,1,0,0,1,0,0,0,0,0,0,0,zebre
Riccardo Calafiori,43424738,0,0,0,1,0,0,1,0,0,1,0,0,0,0,zebre
Achraf Hakimi,67228634,0,1,0,1,1,0,1,1,0,0,0,0,0,0,zebre
