Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Nicolas Balestracci,2000507375,0,1,0,1,0,0,1,0,0,0,0,0,0,0,arezzo
Lorenzo Libutti,43204023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,arezzo
Diferdio Misidjan,37084985,0,1,0,1,1,0,1,0,0,0,0,0,1,0,arezzo
Loris Sebert,2000025939,0,1,1,0,0,1,0,0,0,0,0,0,0,0,arezzo
Carlo Schettino,2000567623,0,1,1,1,0,0,0,0,0,0,0,0,0,0,arezzo
Ulisse Bizzarri,2000566954,0,1,0,0,1,0,0,0,0,0,0,0,0,0,atalanta
Francisco Palacios,2000497737,0,1,0,0,1,0,0,0,0,0,1,0,0,0,atalanta
Emil Andri Valdimarsson,2000355768,0,1,0,1,0,0,0,0,0,0,0,0,0,0,atalanta
Malo Gusto,49056280,0,1,0,0,1,1,0,0,1,0,0,0,0,0,atalanta
Claudio Corti,2000506751,0,1,1,0,0,0,0,0,0,0,0,0,0,0,atalanta
Tommaso Risaliti,2000198565,0,1,1,1,0,0,0,0,0,0,0,0,0,0,benevento
Antonio Buzzi,2000193933,0,1,1,0,0,1,0,0,1,0,0,0,0,0,benevento
Carlos Rojas,2000561489,0,1,0,0,1,0,0,1,0,0,1,0,0,0,benevento
Raffaele Civita,2000437228,0,1,0,0,1,0,0,1,0,0,1,0,0,0,benevento
Claud Adjapong,43202413,0,1,0,0,1,0,0,1,0,0,0,0,0,0,benevento
Amir Rrahmani,11023165,0,1,1,1,0,0,0,0,0,0,0,0,0,0,benevento
Egidio Guidi,2000190821,0,1,0,0,0,1,0,0,1,0,0,0,0,0,benevento
Vasyl Lysenko,2000660045,0,1,1,0,0,0,0,0,0,0,0,0,0,0,benevento
Enrico Del Prato,43252473,0,1,1,1,1,0,0,1,1,0,0,0,0,0,benevento
Chancel Mbemba,18057323,0,1,1,0,1,1,0,0,0,0,0,0,0,0,benevento
Giovanni Mosca,2000567186,0,1,1,1,0,1,0,0,0,0,0,0,0,0,bologna
Vincenzo Savarese,2000567190,0,1,1,0,1,0,0,0,0,0,0,0,0,0,bologna
Umberto Lippo,2000435435,0,1,1,0,0,0,0,0,0,0,0,0,0,0,bologna
Claudio Cellamare,2000019160,0,1,1,0,1,0,0,0,0,0,0,0,0,0,bologna
Leone Corti,2000626452,0,1,1,0,0,0,0,0,0,0,0,0,0,0,bologna
Ibrahima Thiam,2000325354,0,1,1,1,0,0,0,0,0,0,0,0,0,0,fiorentina
Giovanni Groppi,2000507381,0,1,1,0,0,1,0,0,0,0,0,0,0,0,fiorentina
Stefano Ollanu,2000434791,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fiorentina
Álvaro Odriozola,67199408,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fiorentina
Kenedy,2000410526,0,1,0,1,0,0,0,0,0,0,0,0,1,0,inter
Nicolai Witt,2000322718,0,1,1,0,0,0,0,0,0,0,0,0,0,0,inter
Andrea Papetti,43425644,0,1,1,0,0,0,0,0,0,0,0,0,0,0,inter
Marco Alves,2000189590,0,1,1,0,0,0,0,0,0,0,0,0,0,0,inter
Luciano Puglisi,2000191663,0,1,1,0,1,0,0,0,0,1,0,0,0,0,inter
Eirik Haugland,2000555555,0,1,1,1,0,0,0,0,0,0,0,0,0,0,lazio
Riccardo Sottil,43270713,0,1,0,0,1,0,0,1,0,1,1,0,1,1,lazio
Anyelo Oropesa,2000606155,0,1,1,0,0,0,0,0,0,0,0,0,0,0,lazio
Josha Vagnoman,91184445,0,1,1,1,1,0,1,0,0,0,0,0,0,0,lazio
Gabriele Zappa,43272248,0,1,1,0,1,0,0,1,0,0,0,0,0,0,lazio
Claudio Forgione,2000434046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,milan
Mikołaj Wolanski,2000512116,0,1,0,0,0,1,0,0,1,0,0,0,0,0,milan
Dinis Oliveira,2000434809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,milan
Jan Bednarek,96047750,0,1,1,0,0,1,0,0,0,0,0,0,0,0,milan
Fikayo Tomori,28097980,0,1,1,0,0,0,0,0,0,0,0,0,0,0,milan
Egidio Guidi,2000190821,0,1,0,0,0,1,0,0,1,0,0,0,0,0,milan
Davide Calabria,43123020,0,1,0,1,1,0,1,0,1,0,0,0,0,0,milan
Alessandro Romanò,2000434040,0,1,1,1,0,0,0,0,0,0,0,0,0,0,milan
Fabinho,19183676,0,1,1,0,0,1,0,0,1,0,0,0,0,0,milan
Wilfried Singo,12078947,0,1,0,0,1,0,0,0,0,0,0,0,0,0,milan
Rui Quintanilha,2000567666,0,1,0,1,1,1,0,1,0,0,0,0,0,0,napoli
Agostino Santoni,2000193927,0,1,1,1,0,1,0,0,0,0,0,0,0,0,napoli
Carlos Peña,2000192897,0,1,0,0,1,0,0,0,0,0,0,0,0,0,napoli
Russel Abega,2000188792,0,1,1,0,1,1,0,0,0,0,0,0,0,0,napoli
Giovanni Di Lorenzo,43075156,0,1,1,1,1,1,1,1,0,0,0,0,0,0,napoli
Alê,2000369925,0,1,1,0,0,0,0,0,1,0,0,0,0,0,napoli
Patrick Anonam,2000194988,0,1,1,0,0,0,0,0,0,0,0,0,0,0,napoli
Fabio Romani,2000439764,0,1,1,0,0,0,0,0,0,0,0,0,0,0,parma
Alessandro Longoni,2000191664,0,1,1,0,0,0,0,0,0,0,0,0,0,0,parma
Mauro Coppolaro,43159454,0,1,1,0,1,0,0,0,0,0,0,0,0,0,parma
Jonas Larsen,2000325619,0,1,0,1,0,0,0,0,0,0,1,0,0,0,parma
Antonino Fradella,43393070,0,1,1,1,0,0,0,0,0,0,0,0,0,0,parma
Amir Murillo,80028885,0,1,1,0,1,0,0,0,0,0,0,0,0,0,parma
Emanuele Tassinari,2000434778,0,1,0,0,1,0,0,0,0,0,1,0,0,0,roma
Markos Bouroutzikas,2000232927,0,1,0,1,0,1,0,0,0,1,0,0,1,0,roma
Fabio Depaoli,43161628,0,1,0,0,1,0,0,1,0,0,0,0,0,0,roma
João Ramos,2000506993,0,1,1,0,0,1,0,0,0,0,0,0,0,0,roma
Rafael Brito,83243058,0,1,1,0,0,1,0,0,1,0,0,0,0,0,roma
Stefan Janek,2000508020,0,1,0,0,0,0,0,1,0,0,1,0,0,0,salernitana
Tommaso Bortolin,2000438266,0,1,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Colin Dagba,49034905,0,1,0,1,1,0,0,0,0,0,0,0,0,0,salernitana
Nicola Pardini,2000569296,0,1,1,0,0,0,0,0,0,0,0,0,0,0,salernitana
Héctor Bellerín,28066082,0,1,0,0,1,0,0,0,0,0,0,0,0,0,salernitana
Simone Massi,2000569290,0,1,1,0,1,1,0,0,0,0,0,0,0,0,salernitana
Fabrizio Di Benedetti,2000324218,0,1,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Mario Pavan,2000436518,0,1,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Nicola Mauri,2000512034,0,1,1,0,1,0,0,0,0,0,0,0,0,0,sampdoria
Edward Asamoah,2000193328,0,1,1,0,0,1,0,0,1,0,0,0,0,0,sampdoria
Marco Garofalo,2000190074,0,1,1,0,0,1,0,0,0,0,0,0,0,0,sampdoria
Nadir Zortea,43252462,0,1,0,0,1,0,0,1,0,0,1,0,0,0,sampdoria
Paolo Ghiglione,43140923,0,1,0,0,1,0,0,1,0,0,1,0,0,0,sampdoria
Jan Bednarek,96047750,0,1,1,0,0,1,0,0,0,0,0,0,0,0,sampdoria
Shurandy Sambo,37060947,0,1,1,0,1,0,0,1,0,0,0,0,0,0,sampdoria
Robert Gal,2000629194,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sampdoria
Mattia Napoli,2000507848,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sassuolo
Nicolò Brighi,2000192605,0,1,1,1,0,0,0,0,0,0,0,0,0,0,sassuolo
Raimondo Gadau,2000192601,0,1,0,1,1,0,0,0,0,0,1,0,0,0,sassuolo
Nicolò Armini,43373238,0,1,1,1,1,0,0,0,0,0,0,0,0,0,sassuolo
Emerson,19158043,0,1,0,1,1,0,1,0,0,0,0,0,0,0,sassuolo
Damiano Manzella,2000438268,0,1,0,0,1,1,0,0,0,0,0,0,0,0,sassuolo
Alessandro Alborghetti,2000566976,0,1,0,1,0,0,1,0,0,1,0,0,0,0,sassuolo
Umberto Lettieri,2000567821,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sassuolo
Pol Lirola,67211095,0,1,0,1,1,0,0,1,0,0,0,0,0,0,sassuolo
André Lopes,2000509492,0,1,1,1,0,0,0,0,0,0,0,0,0,0,spal
Luca Stanga,43425977,0,1,1,1,0,0,0,0,0,0,0,0,0,0,spal
Adam Steele,2000187747,0,1,0,0,1,0,0,0,0,0,1,0,0,0,spal
Kiki Kouyaté,13186668,0,1,1,0,1,0,0,0,0,0,0,0,0,0,spal
Sodiq Bala,2000521262,0,1,1,1,0,0,0,0,0,0,0,0,0,0,spezia
Matteo Colombo,2000434039,0,1,1,0,0,0,0,0,0,0,0,0,0,0,spezia
Gracjan Sagan,2000197897,0,1,1,0,0,0,0,0,0,0,0,0,0,0,spezia
Alessio Marafioti,2000436508,0,1,0,1,1,0,1,0,0,0,0,0,0,0,spezia
Carlos Cuesta,76047487,0,1,1,0,1,1,0,0,0,0,0,0,0,0,spezia
Filip Braut,24065858,0,1,0,1,1,0,0,0,0,0,0,0,0,0,spezia
Kevin Rüegg,98041554,0,1,1,0,1,0,0,0,0,0,0,0,0,0,spezia
Raul Cannataro,2000506760,0,1,1,1,1,0,0,0,0,0,0,0,0,0,torino
Andrea Cerutti,2000626673,0,1,1,1,0,0,0,0,0,0,0,0,0,0,torino
Stefano Mengoli,2000569086,0,1,1,1,0,1,0,0,0,0,0,0,0,0,torino
Marco Di Mattia,2000191659,0,1,1,1,0,0,0,0,0,0,0,0,0,0,torino
Amar Dedic,16283629,0,1,0,1,0,0,0,0,0,0,0,0,0,0,torino
Lorenzo Gaetani,2000508210,0,1,0,1,0,1,0,1,0,0,0,0,0,0,udinese
