Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Filippo Bertini,2000324892.0,15.0,8.33,6.0,7.5,12.0,9.33,11.33,8.0,7.5,10.0,6.0,13.0,8.8,6.0,14.25,8.33,8.0,12.5,13.5,7.0,4.0,arezzo
Ruben Bank,2000711214.0,15.0,10.33,6.0,9.0,11.5,10.33,13.67,9.5,9.0,13.0,11.0,10.5,10.2,7.33,15.5,10.0,10.0,13.0,12.5,9.67,4.0,arezzo
Marten Ortmann,2000503144.0,5.0,15.67,8.0,11.0,16.0,12.67,12.33,14.5,11.0,15.5,12.0,12.0,14.2,9.67,14.25,14.33,15.0,13.5,11.0,13.0,7.0,atalanta
Emanuel Vignato,43296186.0,6.0,14.67,8.0,12.0,17.0,16.0,15.0,13.0,12.0,16.5,13.5,12.0,15.2,10.33,16.0,14.0,16.0,15.0,13.5,13.67,5.0,atalanta
Giorgio Del Nero,2000569080.0,4.0,13.0,6.0,6.75,8.25,8.83,11.5,11.25,6.75,10.75,7.75,11.5,11.1,5.33,13.75,10.83,13.0,11.75,9.75,6.0,6.0,benevento
Carlos Rojas,2000561489.0,9.0,10.17,9.0,5.0,10.5,8.83,8.33,10.0,5.0,10.75,7.0,9.38,9.3,6.0,13.5,10.17,8.5,10.25,9.0,7.5,12.0,benevento
Fidel Blasco,2000573382.0,8.5,14.83,8.5,4.75,11.75,13.67,11.0,14.25,4.75,14.25,10.0,8.88,14.6,3.17,14.12,13.67,14.5,10.75,10.0,9.5,7.5,benevento
Raffaele Civita,2000437228.0,14.0,10.67,9.0,9.25,13.25,8.83,10.33,10.75,9.25,13.0,8.5,11.38,9.9,10.17,16.0,10.17,12.0,12.0,13.0,9.5,12.0,benevento
Claud Adjapong,43202413.0,12.0,12.83,11.0,13.25,11.25,11.33,11.33,12.25,13.25,11.0,13.25,11.25,12.0,12.5,14.62,12.33,11.5,11.25,10.5,8.33,13.0,benevento
Enrico Del Prato,43252473.0,12.0,13.5,11.0,13.75,11.25,13.0,11.67,12.75,13.75,11.5,14.25,12.0,13.0,13.5,13.62,13.33,12.5,11.75,12.0,8.0,13.0,benevento
Nicolò Trombino,2000324477.0,12.0,13.5,13.0,14.0,12.5,13.33,14.67,15.25,14.0,11.75,12.75,13.88,13.6,11.67,13.75,14.33,12.5,13.5,15.75,11.33,10.0,benevento
Amath N'Diaye,67213756.0,8.0,10.5,6.0,8.0,13.0,10.33,11.33,8.25,8.0,11.25,8.75,11.88,10.4,6.33,13.0,9.0,12.5,11.0,10.25,11.67,3.0,benevento
Cristian Pavón,14083972.0,6.0,9.5,5.0,9.0,11.5,9.33,12.33,10.0,9.0,11.75,11.5,12.5,9.6,8.5,13.25,9.5,12.5,12.0,10.25,11.33,4.0,benevento
Arnór Daði Grétarsson,2000357428.0,18.0,10.33,12.0,10.75,15.5,11.5,15.17,10.25,10.75,14.5,10.25,13.12,10.9,8.0,15.12,10.5,9.0,17.0,12.25,12.33,5.5,bologna
Guglielmo Bosi,2000327294.0,13.0,10.5,8.0,8.0,12.5,10.0,9.67,12.5,8.0,12.75,9.0,10.25,10.8,7.5,12.5,10.83,13.5,10.0,11.5,10.17,6.0,bologna
Michael Brugaletta,2000626450.0,5.0,14.0,7.0,8.25,14.5,14.17,10.67,15.0,8.25,14.5,8.0,13.75,14.1,7.33,14.12,14.67,17.0,13.5,10.0,11.67,4.0,bologna
Danilo Brizi,2000567640.0,7.0,11.33,9.0,9.5,12.5,9.67,11.33,11.25,9.5,11.5,12.5,8.62,10.2,9.33,14.5,11.5,12.0,11.0,11.25,7.83,13.0,bologna
Emir Lilaj,2000434777.0,10.5,7.67,7.0,8.0,12.75,10.0,12.83,11.0,8.0,12.25,8.25,12.5,9.4,6.83,12.0,9.33,8.0,13.0,12.0,11.0,3.5,bologna
Michele Testi,2000507005.0,11.0,14.33,11.0,12.0,17.0,15.67,13.33,15.0,12.0,16.5,12.5,11.25,14.6,10.33,14.25,15.67,13.0,14.5,14.5,15.67,5.0,bologna
Agustín Urzi,14219443.0,7.0,11.5,7.0,10.5,11.5,13.5,12.0,12.5,10.5,14.0,13.0,12.25,12.6,9.67,14.75,12.33,15.0,12.0,11.5,11.67,5.5,bologna
Adriano Lisboa,2000189589.0,12.0,12.17,7.0,13.5,14.25,13.33,13.5,14.25,13.5,11.5,12.25,13.5,13.0,11.0,12.5,13.33,8.5,15.75,13.75,11.67,8.0,fiorentina
Gonçalo Guedes,55041710.0,9.0,12.0,7.0,11.0,12.5,13.0,13.33,10.0,11.0,12.5,11.0,12.0,12.4,9.83,12.25,11.0,14.0,13.0,11.0,13.33,6.0,fiorentina
Calvin Stengs,37059574.0,12.0,14.33,9.0,10.0,16.0,14.67,14.67,12.0,10.0,15.5,11.5,12.0,14.4,8.33,14.25,13.0,14.0,15.5,13.0,13.33,5.5,fiorentina
Marcus Edwards,28106878.0,7.0,14.0,6.0,13.0,17.0,16.0,15.5,14.0,13.0,16.0,14.25,10.0,15.0,10.17,16.25,14.33,16.0,16.0,12.0,13.33,3.5,fiorentina
Rasmus Jönsson,2000397710.0,14.0,12.67,10.0,9.0,17.0,14.67,14.0,12.0,9.0,15.5,10.0,13.25,13.6,7.67,17.0,12.67,14.0,16.0,13.0,11.33,5.0,inter
Olexandr Zinchenko,71081391.0,9.0,14.33,11.0,11.0,14.0,13.33,13.0,14.5,11.0,12.5,13.0,14.25,13.8,10.33,14.25,14.33,13.0,13.5,11.5,11.33,9.0,inter
Carlos Soler,67196204.0,10.0,14.0,11.0,13.5,14.5,14.0,14.67,12.5,13.5,14.0,13.5,13.75,13.8,13.0,14.25,13.33,14.0,15.5,13.5,14.0,10.0,inter
Duško Čikić,2000191147.0,17.0,13.67,10.0,13.0,13.0,13.67,12.0,13.5,13.0,12.0,13.5,15.75,13.4,13.0,15.75,14.0,10.0,13.5,16.0,12.33,16.0,inter
Nico Williams,67276230.0,13.0,12.67,11.0,13.0,16.0,13.33,13.0,13.0,13.0,16.0,13.5,10.25,13.2,12.67,15.75,12.67,14.0,13.0,13.5,13.67,10.0,inter
Juan Guerra,2000511832.0,7.0,13.33,8.0,10.5,17.5,15.0,14.67,12.0,10.5,16.0,10.0,11.25,14.0,9.67,13.5,13.0,11.0,16.5,11.0,12.67,10.0,inter
Juan Carlos,2000192885.0,9.0,15.33,12.0,13.0,17.0,14.67,13.33,15.5,13.0,16.0,12.0,12.25,15.2,11.67,15.25,15.0,16.0,13.5,15.0,15.0,7.0,inter
Stavros Kallitsounakis,2000232881.0,7.0,13.17,4.0,10.0,13.5,12.33,11.5,13.0,10.0,12.75,10.5,10.25,12.8,9.67,13.88,12.83,18.5,12.5,13.5,10.67,7.5,lazio
Raniero Cini,2000567637.0,4.0,10.0,9.0,6.75,13.0,13.17,12.33,9.0,6.75,16.5,9.0,13.38,11.1,6.33,16.38,10.67,15.0,14.0,12.5,11.0,5.0,lazio
Miel Devos,2000199510.0,10.0,14.0,8.0,12.5,17.5,13.17,14.83,14.25,12.5,15.5,13.5,11.25,13.7,9.83,12.38,13.83,13.0,16.0,13.75,13.33,6.5,lazio
Tahith Chong,37058361.0,13.0,12.83,6.0,9.25,15.0,12.0,12.83,9.75,9.25,15.75,11.25,12.88,12.4,7.17,15.12,10.67,13.5,14.0,10.0,12.33,5.0,lazio
Kevin De Bruyne,18004457.0,8.0,15.67,5.0,13.25,17.0,16.33,17.67,15.5,13.25,13.0,15.0,13.5,16.4,10.83,6.75,15.0,15.0,17.5,8.5,15.67,8.5,lazio
Riccardo Sottil,43270713.0,11.0,12.0,8.0,9.25,12.5,11.5,12.5,11.25,9.25,13.5,10.75,11.0,11.7,7.67,13.62,11.5,13.0,12.0,11.25,12.0,4.5,lazio
Gustavo Fernández,2000539166.0,3.0,16.0,13.0,13.0,16.0,15.0,13.33,15.5,13.0,16.5,12.5,12.25,15.6,11.33,16.25,15.33,17.0,14.5,13.5,13.0,10.0,lazio
Ferran Torres,89056845.0,14.0,13.0,11.0,11.0,14.0,13.67,13.67,12.5,11.0,14.5,13.0,11.25,13.4,9.5,15.5,12.67,13.0,14.0,12.0,13.33,6.0,lazio
Christopher Nkunku,85140301.0,8.0,16.0,8.0,13.0,15.5,14.33,15.0,15.5,13.0,16.0,12.5,13.5,15.2,12.0,14.5,15.33,16.0,16.0,9.5,14.0,11.0,lazio
Mohamed Ihattaren,37073834.0,8.0,14.0,8.0,11.75,16.5,12.5,15.17,11.25,11.75,16.0,12.25,12.5,13.1,9.0,14.12,12.17,14.0,17.0,11.75,14.33,4.5,lazio
Gabriele Zappa,43272248.0,14.0,13.17,11.0,13.0,13.25,12.67,12.67,14.0,13.0,12.5,13.0,12.5,12.6,13.0,13.5,14.17,14.5,13.25,13.5,12.33,13.0,lazio
Riccardo Gozzi,2000506776.0,17.5,12.5,10.5,9.5,14.5,12.67,11.67,12.75,9.5,14.5,8.5,8.5,12.9,8.83,12.75,12.17,12.0,14.0,13.75,10.83,10.0,milan
Houssin Diouri,2000506761.0,10.5,8.83,7.5,8.5,15.75,9.83,13.0,10.5,8.5,13.75,10.25,11.25,9.6,7.5,15.0,9.67,11.0,14.25,13.0,12.0,8.0,milan
Kenan Mehic,2000506137.0,14.0,12.83,9.0,11.25,13.75,11.33,12.83,11.75,11.25,15.0,10.75,12.12,11.8,10.17,15.88,12.33,13.5,13.0,14.0,11.0,7.0,milan
Alessandro Bertini,2000190822.0,8.0,11.83,9.0,9.0,15.25,14.67,11.5,11.0,9.0,15.0,11.0,8.75,13.2,8.0,13.38,11.83,12.5,13.5,11.5,12.0,6.5,milan
Mateus Fernandes,83320124.0,3.5,12.0,7.5,10.25,15.0,11.67,13.17,11.5,10.25,11.5,9.75,11.75,11.6,9.67,14.88,12.0,10.0,15.5,9.75,11.17,10.0,milan
Oliveira,2000567177.0,13.0,10.67,11.0,8.5,14.75,13.83,15.17,11.5,8.5,16.25,9.0,9.12,12.3,8.33,16.5,11.67,12.0,16.75,14.0,14.67,3.5,milan
Selahattin Erdoğan,2000512814.0,4.0,13.67,13.0,12.0,15.5,12.0,15.33,13.5,12.0,16.0,14.0,12.5,12.6,11.33,16.5,13.67,15.0,15.5,14.0,13.33,9.0,milan
Lisandru Tramoni,49056370.0,6.0,14.0,6.0,12.5,15.5,14.33,14.33,14.0,12.5,16.0,13.0,11.0,14.4,11.0,15.0,13.67,9.0,15.0,13.5,11.33,9.0,milan
Rui Quintanilha,2000567666.0,6.0,10.33,8.0,9.25,10.5,5.83,11.5,9.75,9.25,11.25,7.75,11.25,7.9,8.83,11.25,9.5,4.0,13.25,13.75,5.17,14.0,napoli
Jaroslav Rusnak,2000434077.0,13.0,8.67,8.0,9.5,14.25,12.67,10.83,11.5,9.5,13.25,9.75,12.5,11.0,8.17,15.0,10.67,14.0,12.5,11.5,12.0,2.5,napoli
Maurizio Tagliani,2000434020.0,15.0,12.0,13.0,8.75,13.5,10.33,12.33,11.75,8.75,14.5,8.5,9.88,11.0,8.17,16.25,11.83,8.0,13.5,12.75,9.33,7.5,napoli
Giovanni Di Lorenzo,43075156.0,12.0,12.67,12.0,13.0,12.5,11.33,12.67,12.5,13.0,10.0,13.5,14.0,11.4,13.0,10.25,13.33,15.0,13.0,11.0,11.0,16.0,napoli
