Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Marco Cuneo,2000572664,0,0,0,0,0,0,0,0,1,0,0,0,1,1,arezzo
Diferdio Misidjan,37084985,0,1,0,1,1,0,1,0,0,0,0,0,1,0,arezzo
Corrado Redaelli,2000507385,0,0,0,0,0,0,0,0,0,1,0,0,1,0,arezzo
Manolo Portanova,43297054,0,0,0,0,0,1,0,0,1,0,0,1,1,0,arezzo
Samuele Bonaldo,2000325145,0,0,0,0,0,0,0,0,1,0,1,1,1,0,arezzo
Emiliano Sacco,2000324227,0,0,0,0,0,0,0,0,1,0,1,1,1,0,arezzo
Näis Djouahra,49037903,0,0,0,0,0,0,0,0,0,1,0,1,1,0,arezzo
Yari Diamanti,2000572662,0,0,0,0,0,0,0,0,0,0,1,0,1,1,arezzo
Alexandros Goublias,2000234468,0,0,0,0,0,0,0,0,1,0,1,1,1,0,atalanta
Yannick Ako,2000186992,0,0,0,0,0,0,0,0,0,1,0,0,1,1,atalanta
Luca Cellino,2000566956,0,0,0,0,0,0,0,0,1,1,0,0,1,0,atalanta
Oscar Barreto,2000541646,0,0,0,0,0,0,0,0,0,0,1,1,1,1,atalanta
Dušan Milovac,2000211178,0,0,0,0,0,0,0,0,0,1,0,0,1,0,atalanta
Emanuel Vignato,43296186,0,0,0,0,0,0,0,1,0,0,1,1,1,0,atalanta
Kasper Dolberg,27102380,0,0,0,0,0,0,0,0,0,1,1,1,1,1,atalanta
Pervis Estupiñán,86045976,0,0,0,1,0,0,1,0,0,1,0,0,1,0,atalanta
Francesco Boron,2000510618,0,0,0,0,0,0,0,0,0,1,0,0,1,1,benevento
Alessandro Cudicio,2000436500,0,0,0,0,0,0,0,0,1,1,0,0,1,0,benevento
José Daniel Lafuente,2000435809,0,0,0,0,0,0,0,0,1,0,1,1,1,0,benevento
Matteo Bernard,2000189331,0,0,0,0,0,0,0,0,0,1,0,1,1,0,benevento
Giacomo Raspadori,43316850,0,0,0,0,0,0,0,0,0,0,0,1,1,1,benevento
Daniele De Filippis,2000327509,0,0,0,0,0,0,0,0,1,1,0,0,1,0,benevento
Amath N'Diaye,67213756,0,0,0,0,0,0,0,1,0,0,1,1,1,1,benevento
Cristian Pavón,14083972,0,0,0,0,0,0,0,1,0,1,1,0,1,1,benevento
Fabián Buonanno,2000273255,0,0,0,0,0,0,0,0,1,0,0,1,1,0,benevento
Pablo Aránguiz,75036973,0,0,0,0,0,0,0,0,1,0,1,1,1,0,benevento
Martin Rusnak,2000290938,0,0,0,0,0,0,0,0,1,0,1,1,1,0,bologna
Connor Barron,2000483573,0,0,0,0,0,0,0,0,0,1,0,0,1,1,bologna
Jonathan David,18108540,0,0,0,0,0,0,0,0,0,0,1,1,1,1,bologna
Francesco Bruschi,2000507006,0,0,0,0,0,0,0,0,0,1,0,0,1,0,bologna
Emir Lilaj,2000434777,0,0,0,0,0,0,0,1,0,0,1,1,1,1,bologna
Jesús María Sola,2000197806,0,0,0,0,0,0,0,0,0,1,0,0,1,1,bologna
Mario Marco,2000489132,0,0,0,0,0,0,0,0,0,0,1,0,1,1,bologna
Tobias Christensen,53138127,0,0,0,0,0,0,0,0,1,0,1,1,1,1,bologna
Agustín Urzi,14219443,0,0,0,0,0,0,0,1,0,1,1,0,1,0,bologna
Pablo García,67288495,0,0,0,1,0,0,1,0,0,1,0,0,1,0,bologna
Alfonso Pedraza,67212046,0,0,0,1,0,0,1,0,0,1,0,0,1,0,fiorentina
Elías Cabrera,14222117,0,0,0,0,0,0,0,0,1,0,0,1,1,0,fiorentina
Andrea Formisano,2000191459,0,0,0,0,0,0,0,0,1,1,0,0,1,0,fiorentina
Gonçalo Guedes,55041710,0,0,0,0,0,0,0,1,0,1,1,1,1,1,fiorentina
Calvin Stengs,37059574,0,0,0,0,0,0,0,1,1,0,1,1,1,0,fiorentina
Walter Zampina,2000507379,0,0,0,0,0,0,0,0,0,1,0,0,1,1,fiorentina
Nelson Niz,2000272945,0,0,0,0,0,0,0,0,0,0,0,1,1,1,fiorentina
Krystian Palacz,96159314,0,0,0,1,0,0,1,0,0,1,0,0,1,0,fiorentina
Marcus Edwards,28106878,0,0,0,0,0,0,0,1,1,0,1,1,1,0,fiorentina
Pino Torrini,2000567624,0,0,0,0,0,0,0,0,1,1,0,0,1,0,fiorentina
Olexandr Zinchenko,71081391,0,0,0,1,0,0,1,1,1,1,1,1,1,0,inter
Ryan Gravenberch,37071197,0,0,0,0,0,1,0,0,1,0,0,1,1,0,inter
Manuel Oliveira,2000434824,0,0,0,0,0,0,0,0,0,1,1,0,1,1,inter
Kenedy,2000410526,0,1,0,1,0,0,0,0,0,0,0,0,1,0,inter
Carlos Soler,67196204,0,0,0,0,1,1,0,1,1,0,1,1,1,0,inter
Nico Williams,67276230,0,0,0,0,0,0,0,1,0,1,1,0,1,1,inter
Jhonatan Mejía,2000415671,0,0,0,0,0,0,0,0,1,0,0,1,1,0,inter
Abdulaziz Yılmazer,2000433229,0,0,0,0,0,0,1,0,0,1,0,0,1,0,inter
Youssoufa Moukoko,2000074825,0,0,0,0,0,0,0,0,0,0,1,0,1,1,inter
Thiago Almada,14172522,0,0,0,0,0,0,0,0,1,0,1,1,1,1,inter
Milton Mijoch,2000272968,0,0,0,0,0,0,0,0,1,1,1,1,1,0,lazio
Stavros Kallitsounakis,2000232881,0,0,0,0,0,0,0,1,1,0,1,1,1,0,lazio
Raniero Cini,2000567637,0,0,0,0,0,0,0,1,0,0,1,0,1,0,lazio
Mauro Cirelli,2000435220,0,0,0,0,0,0,0,0,0,0,1,0,1,1,lazio
Tahith Chong,37058361,0,0,0,0,0,0,0,1,0,0,1,1,1,1,lazio
Donyell Malen,37055844,0,0,0,0,0,0,0,0,0,1,1,0,1,1,lazio
Daniel Lamas,2000568699,0,0,0,0,0,0,0,0,0,0,1,0,1,1,lazio
Riccardo Sottil,43270713,0,1,0,0,1,0,0,1,0,1,1,0,1,1,lazio
Ferran Torres,89056845,0,0,0,0,0,0,0,1,0,0,1,0,1,1,lazio
