Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Marco Cuneo,2000572664,0,0,0,0,0,0,0,0,1,0,0,0,1,1,arezzo
Francesco Sibilia,2000512153,0,0,0,0,0,0,0,0,0,0,1,0,0,1,arezzo
Aniello Zampella,2000199610,0,0,0,0,0,0,0,0,0,0,0,1,0,1,arezzo
Diego Zuppel,43426148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,arezzo
Dario Manicone,2000323773,0,0,0,0,0,0,0,0,0,0,1,0,0,1,arezzo
Yari Diamanti,2000572662,0,0,0,0,0,0,0,0,0,0,1,0,1,1,arezzo
Ruben Bank,2000711214,0,0,0,0,0,0,0,1,0,0,1,0,0,1,arezzo
Giacomo Cobianchi,2000434023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,atalanta
Giorgio Addessi,2000434016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,atalanta
Yannick Ako,2000186992,0,0,0,0,0,0,0,0,0,1,0,0,1,1,atalanta
Oscar Barreto,2000541646,0,0,0,0,0,0,0,0,0,0,1,1,1,1,atalanta
Kasper Dolberg,27102380,0,0,0,0,0,0,0,0,0,1,1,1,1,1,atalanta
Moussa Dembélé,85104422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,atalanta
Wiliam Ávalos,2000564454,0,0,0,0,0,0,0,0,0,0,1,0,0,1,atalanta
Ding Lei,2000566986,0,0,0,0,0,0,0,0,1,0,0,1,0,1,benevento
Francesco Boron,2000510618,0,0,0,0,0,0,0,0,0,1,0,0,1,1,benevento
Matteo Canini,2000437226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,benevento
Cristian Ferrari,2000570040,0,0,0,0,0,0,0,0,1,0,0,1,0,1,benevento
Giacomo Raspadori,43316850,0,0,0,0,0,0,0,0,0,0,0,1,1,1,benevento
Amath N'Diaye,67213756,0,0,0,0,0,0,0,1,0,0,1,1,1,1,benevento
Cristian Pavón,14083972,0,0,0,0,0,0,0,1,0,1,1,0,1,1,benevento
Connor Barron,2000483573,0,0,0,0,0,0,0,0,0,1,0,0,1,1,bologna
Jonathan David,18108540,0,0,0,0,0,0,0,0,0,0,1,1,1,1,bologna
Emir Lilaj,2000434777,0,0,0,0,0,0,0,1,0,0,1,1,1,1,bologna
Giovanni Fabiani,2000327318,0,0,0,0,0,0,0,0,0,0,0,1,0,1,bologna
Giorgio Matera,2000323826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bologna
Jesús María Sola,2000197806,0,0,0,0,0,0,0,0,0,1,0,0,1,1,bologna
Benjamin Šeško,62246208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bologna
Mario Marco,2000489132,0,0,0,0,0,0,0,0,0,0,1,0,1,1,bologna
Michele Testi,2000507005,0,0,0,0,0,0,0,1,0,0,1,0,0,1,bologna
Tobias Christensen,53138127,0,0,0,0,0,0,0,0,1,0,1,1,1,1,bologna
Per Kruse,2000322907,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bologna
Gianluca Manfroni,2000191905,0,0,0,0,0,0,0,0,0,0,1,0,0,1,bologna
Thomas Perotta,2000342207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fiorentina
Nicola Brambilla,2000323520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fiorentina
Tomas Kral,2000197839,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fiorentina
Gonçalo Guedes,55041710,0,0,0,0,0,0,0,1,0,1,1,1,1,1,fiorentina
Gerónimo Pezzella,2000285534,0,0,0,0,0,0,0,0,0,0,1,1,0,1,fiorentina
Walter Zampina,2000507379,0,0,0,0,0,0,0,0,0,1,0,0,1,1,fiorentina
Pino Birettoni,2000191463,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fiorentina
Nelson Niz,2000272945,0,0,0,0,0,0,0,0,0,0,0,1,1,1,fiorentina
Daniele Venturelli,2000434795,0,0,0,0,0,0,0,0,0,0,1,1,0,1,fiorentina
Giambattista Auletta,2000323518,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fiorentina
Ibrahim Zagré,2000435828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,inter
Manuel Oliveira,2000434824,0,0,0,0,0,0,0,0,0,1,1,0,1,1,inter
Karl-Heinz Heckenberger,2000232571,0,0,0,0,0,0,0,0,0,0,0,1,0,1,inter
Mamoudou Camara,2000197834,0,0,0,0,0,0,0,0,0,0,1,0,0,1,inter
Nico Williams,67276230,0,0,0,0,0,0,0,1,0,1,1,0,1,1,inter
Romelu Lukaku,18007344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,inter
Juan Carlos,2000192885,0,0,0,0,0,0,0,1,0,0,1,1,0,1,inter
Youssoufa Moukoko,2000074825,0,0,0,0,0,0,0,0,0,0,1,0,1,1,inter
Thiago Almada,14172522,0,0,0,0,0,0,0,0,1,0,1,1,1,1,inter
Mauro Cirelli,2000435220,0,0,0,0,0,0,0,0,0,0,1,0,1,1,lazio
Marcus Andersson,2000397891,0,0,0,0,0,0,0,0,0,0,1,0,0,1,lazio
Marcus Andersson,2000397735,0,0,0,0,0,0,0,0,0,0,1,0,0,1,lazio
Miel Devos,2000199510,0,0,0,0,0,0,0,1,1,0,0,1,0,1,lazio
Tahith Chong,37058361,0,0,0,0,0,0,0,1,0,0,1,1,1,1,lazio
Donyell Malen,37055844,0,0,0,0,0,0,0,0,0,1,1,0,1,1,lazio
Daniel Lamas,2000568699,0,0,0,0,0,0,0,0,0,0,1,0,1,1,lazio
Franco Ferraro,2000325869,0,0,0,0,0,0,0,0,0,0,1,0,0,1,lazio
Riccardo Sottil,43270713,0,1,0,0,1,0,0,1,0,1,1,0,1,1,lazio
John Gil,2000562142,0,0,0,0,0,0,0,0,0,0,1,1,0,1,lazio
Ferran Torres,89056845,0,0,0,0,0,0,0,1,0,0,1,0,1,1,lazio
Simone Dondi,2000567839,0,0,0,0,0,0,0,0,0,0,1,0,1,1,milan
Marcello Criaco,2000567179,0,0,0,0,0,0,0,0,0,1,1,0,1,1,milan
Borja Molina,2000506770,0,0,0,0,0,0,0,0,0,0,0,0,0,1,milan
Jiri Mlynek,2000437872,0,0,0,0,0,0,0,0,0,0,1,0,1,1,milan
Lukas Elsik,2000193022,0,0,0,0,0,0,0,0,0,0,1,0,0,1,milan
Fábio Gonçalves,2000189591,0,0,0,0,0,0,0,0,0,0,1,0,1,1,milan
Leonardo Rossi,2000018201,0,0,0,0,0,0,0,0,0,0,0,0,1,1,milan
