Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Marco Cuneo,2000572664.0,7.5,5.67,7.5,4.25,11.5,4.67,10.5,7.0,4.25,11.25,5.5,10.75,6.2,2.83,12.12,4.67,7.0,10.5,8.0,7.17,0.0,arezzo
Diferdio Misidjan,37084985.0,7.0,10.5,7.0,11.0,9.75,10.0,8.0,9.5,11.0,10.0,12.0,11.0,10.2,10.67,13.25,9.83,12.5,8.75,10.0,8.33,10.0,arezzo
Corrado Redaelli,2000507385.0,11.5,11.5,9.5,9.5,15.5,12.67,11.67,12.25,9.5,14.0,11.0,9.0,12.1,8.17,15.5,12.17,11.0,12.5,13.25,9.5,6.0,arezzo
Manolo Portanova,43297054.0,14.0,13.0,9.0,10.0,10.5,10.83,9.67,12.25,10.0,10.0,9.5,11.0,11.9,9.17,11.62,12.17,12.0,10.0,11.75,9.33,12.5,arezzo
Samuele Bonaldo,2000325145.0,13.0,9.17,6.0,8.5,12.0,12.0,12.33,11.0,8.5,14.25,10.0,10.0,10.8,8.5,14.75,10.5,12.5,14.0,12.25,10.0,5.0,arezzo
Emiliano Sacco,2000324227.0,9.0,11.67,7.0,9.25,12.5,11.5,12.5,9.75,9.25,12.5,11.25,10.25,11.3,7.67,15.38,10.83,9.0,13.0,12.75,10.67,7.5,arezzo
Näis Djouahra,49037903.0,6.0,9.33,6.0,12.5,12.0,11.67,12.83,10.5,12.5,13.0,9.75,11.5,10.8,10.83,13.25,10.0,10.0,12.5,12.0,10.0,5.5,arezzo
Yari Diamanti,2000572662.0,13.0,12.67,8.0,8.5,11.0,13.33,12.0,12.0,8.5,10.5,11.0,13.25,13.0,8.0,13.25,12.33,13.0,11.5,12.0,10.0,6.0,arezzo
Alexandros Goublias,2000234468.0,5.0,15.33,5.0,8.5,15.0,14.5,12.67,15.25,8.5,16.5,11.0,11.25,15.1,7.83,14.62,14.83,15.0,14.5,10.25,11.33,7.5,atalanta
Yannick Ako,2000186992.0,5.0,9.67,12.0,9.5,13.5,12.67,14.0,10.0,9.5,14.5,8.75,10.25,11.2,7.5,14.0,10.33,12.0,13.5,12.5,11.0,4.0,atalanta
Luca Cellino,2000566956.0,12.0,12.17,9.0,6.0,10.5,12.17,9.67,11.0,6.0,14.25,9.0,11.12,12.1,6.67,13.38,11.5,11.5,10.75,9.0,9.0,7.0,atalanta
Oscar Barreto,2000541646.0,15.0,14.0,13.0,10.5,16.0,13.0,13.33,13.0,10.5,16.5,11.5,11.5,13.6,9.67,17.25,13.0,14.0,15.5,15.0,13.33,6.0,atalanta
Dušan Milovac,2000211178.0,13.0,14.0,9.0,9.5,14.5,12.33,12.33,14.5,9.5,16.5,11.0,11.25,13.2,7.33,18.0,14.0,12.0,13.0,15.5,11.33,6.0,atalanta
Emanuel Vignato,43296186.0,6.0,14.67,8.0,12.0,17.0,16.0,15.0,13.0,12.0,16.5,13.5,12.0,15.2,10.33,16.0,14.0,16.0,15.0,13.5,13.67,5.0,atalanta
Kasper Dolberg,27102380.0,13.0,11.83,12.0,11.5,14.0,12.33,12.33,11.25,11.5,12.75,12.75,11.12,12.2,8.33,13.0,11.33,13.5,13.5,11.75,14.33,3.0,atalanta
Pervis Estupiñán,86045976.0,9.0,12.67,10.0,13.0,13.5,13.33,12.33,13.0,13.0,12.5,13.5,10.0,12.6,12.67,15.25,13.67,16.0,12.0,13.5,9.0,13.0,atalanta
Francesco Boron,2000510618.0,11.0,7.5,8.0,8.75,15.5,10.17,13.0,12.0,8.75,15.25,7.5,9.75,9.5,6.83,11.75,9.83,7.5,15.0,11.25,10.5,2.0,benevento
Alessandro Cudicio,2000436500.0,4.0,10.67,7.0,5.5,13.0,11.83,10.67,11.25,5.5,14.0,8.5,11.0,11.3,5.5,14.62,11.17,13.0,12.5,9.75,8.5,7.5,benevento
