Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Vito Finetti,2000626436.0,9.0,12.33,5.0,12.5,15.0,9.67,14.0,11.0,12.5,12.0,12.5,11.5,10.6,11.33,11.75,11.67,11.0,17.0,13.5,9.67,13.0,arezzo
Francesco Oliva,2000512151.0,9.5,10.0,4.5,9.5,9.25,9.33,9.17,13.0,9.5,8.75,6.75,11.75,10.0,8.5,12.0,11.33,5.0,11.5,13.0,8.0,9.0,arezzo
Loris Sebert,2000025939.0,15.0,10.5,12.0,9.25,10.25,11.0,10.67,11.0,9.25,9.25,11.0,11.75,10.6,10.5,11.25,11.17,9.5,11.0,11.5,7.83,12.0,arezzo
Manolo Portanova,43297054.0,14.0,13.0,9.0,10.0,10.5,10.83,9.67,12.25,10.0,10.0,9.5,11.0,11.9,9.17,11.62,12.17,12.0,10.0,11.75,9.33,12.5,arezzo
Adam Maher,37012969.0,7.0,13.33,6.0,11.25,14.5,12.17,14.33,10.75,11.25,13.0,11.75,12.25,12.5,8.67,7.88,11.83,12.0,15.25,7.25,11.5,8.5,arezzo
Frane Križmanić,2000433152.0,7.0,10.83,8.0,12.75,11.25,11.33,9.0,12.75,12.75,10.5,12.75,12.88,11.0,12.83,12.5,12.33,7.5,11.75,11.5,10.17,13.0,arezzo
Pedro Pelágio,83259120.0,13.0,11.33,10.0,11.75,12.75,11.5,11.83,11.75,11.75,12.75,11.75,11.62,11.5,11.17,12.0,11.5,11.0,12.75,12.5,11.83,12.0,arezzo
Luka Bogdan,16149835.0,14.0,12.17,13.0,12.75,9.75,9.33,8.83,13.75,12.75,6.5,12.25,14.75,10.6,13.17,11.5,13.0,6.5,10.25,13.25,8.17,13.0,arezzo
Elidon Gega,2000189330.0,6.0,12.17,8.0,15.0,14.25,13.0,12.5,12.75,15.0,11.0,12.25,12.25,12.8,12.33,15.0,12.33,9.5,14.25,14.75,11.67,8.0,atalanta
Fabio De Santis,2000434022.0,7.0,14.67,6.0,6.5,15.0,13.5,12.0,13.75,6.5,13.5,8.5,8.75,14.1,6.83,13.12,13.83,13.0,14.5,14.25,11.83,8.5,atalanta
