Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Vito Finetti,2000626436.0,11.0,12.5,11.0,12.0,10.0,12.67,7.0,12.33,arezzo
Marco Cuneo,2000572664.0,0.0,9.12,14.5,8.83,7.33,11.33,7.5,6.25,arezzo
Francesco Oliva,2000512151.0,8.17,12.62,10.5,9.5,7.0,8.5,7.0,9.92,arezzo
Alessandro Ottaviano,2000512150.0,9.0,11.25,12.0,9.67,9.0,11.0,11.5,9.17,arezzo
Nicolas Balestracci,2000507375.0,10.0,11.0,12.0,7.67,3.0,8.0,8.0,12.0,arezzo
Łukasz Łęgowski,2000055738.0,5.0,7.0,12.0,6.33,3.0,3.0,7.0,8.0,arezzo
Mateusz Kochalski,96115206.0,5.83,11.5,9.0,6.67,5.67,7.0,13.25,11.83,arezzo
Lorenzo Libutti,43204023.0,12.0,10.88,11.25,12.33,9.83,10.33,10.0,12.08,arezzo
Diferdio Misidjan,37084985.0,10.33,12.25,14.25,10.17,9.5,10.33,7.0,10.75,arezzo
Fabiano De Nadai,2000573667.0,7.67,12.0,10.0,10.33,9.17,12.17,10.25,10.92,arezzo
Francesco Sibilia,2000512153.0,4.17,11.75,13.5,10.33,10.17,12.17,7.0,9.67,arezzo
Giuseppe Rossetti,2000511011.0,12.0,12.75,10.75,7.67,6.33,7.5,12.5,12.5,arezzo
Corrado Redaelli,2000507385.0,5.67,13.88,15.25,11.33,10.33,14.67,10.5,10.0,arezzo
Filippo Bertini,2000324892.0,4.33,13.0,15.0,11.0,7.33,11.0,10.5,8.67,arezzo
Aniello Zampella,2000199610.0,4.17,13.38,9.5,10.83,10.67,10.33,14.5,10.75,arezzo
Loris Sebert,2000025939.0,11.67,12.12,10.5,10.17,7.83,9.33,13.5,11.67,arezzo
Giordano Rossi,2000021846.0,7.33,12.38,14.5,12.67,7.5,12.33,7.25,10.0,arezzo
Diego Zuppel,43426148.0,8.17,12.38,12.5,8.67,12.0,9.17,14.5,11.83,arezzo
Manolo Portanova,43297054.0,10.17,11.62,12.5,11.0,10.17,10.33,11.5,11.17,arezzo
Adam Maher,37012969.0,6.5,6.88,6.5,14.5,12.5,13.67,6.5,12.08,arezzo
Carlo Schettino,2000567623.0,9.67,14.75,14.0,7.83,8.5,11.5,8.5,13.42,arezzo
Daan Reiziger,37071194.0,5.5,11.12,14.25,10.83,5.17,6.5,6.75,10.33,arezzo
Frane Križmanić,2000433152.0,13.33,12.25,12.75,10.0,8.67,10.67,7.5,13.92,arezzo
Filip Vasko,43322583.0,13.67,10.75,11.5,6.83,7.83,7.67,14.5,13.75,arezzo
Raoul Petretta,98041022.0,12.67,11.38,12.0,9.33,9.5,11.17,8.0,12.17,arezzo
Pedro Pelágio,83259120.0,11.33,12.25,11.5,11.67,11.17,12.5,11.5,11.33,arezzo
Samuele Bonaldo,2000325145.0,6.67,12.25,16.0,12.17,10.0,12.83,9.5,9.67,arezzo
Emiliano Sacco,2000324227.0,5.83,12.88,15.0,12.33,10.33,12.33,8.0,9.92,arezzo
Dario Manicone,2000323773.0,6.0,14.25,15.5,11.17,12.0,12.5,12.5,9.17,arezzo
Näis Djouahra,49037903.0,8.33,12.12,13.5,12.0,10.0,12.33,6.0,9.92,arezzo
Yari Diamanti,2000572662.0,6.0,12.75,13.5,13.33,11.67,10.67,10.5,13.67,arezzo
Ruben Bank,2000711214.0,5.0,13.25,15.5,11.0,10.0,11.67,10.5,10.67,arezzo
Luka Bogdan,16149835.0,13.33,11.88,10.5,8.0,8.17,7.33,13.5,13.42,arezzo
Noah Loosli,98034469.0,12.33,12.62,11.0,8.83,9.0,8.5,13.0,12.0,arezzo
Ulisse Bizzarri,2000566954.0,12.67,14.5,16.0,13.33,8.67,13.33,7.0,13.5,atalanta
Elidon Gega,2000189330.0,9.5,13.25,15.0,13.33,11.17,11.67,7.0,11.5,atalanta
Luigi Braga,2000506750.0,12.0,13.0,12.0,7.33,6.5,8.33,12.5,9.58,atalanta
Marten Ortmann,2000503144.0,7.0,13.25,13.5,13.33,13.0,16.0,6.5,12.67,atalanta
Francisco Palacios,2000497737.0,8.0,14.0,16.5,11.17,10.0,11.0,8.5,11.25,atalanta
Alessandro Granelli,2000435799.0,8.33,13.38,12.5,14.5,11.67,13.5,10.0,11.75,atalanta
Giacomo Cobianchi,2000434023.0,6.83,14.12,12.5,14.67,15.5,16.67,11.0,13.0,atalanta
Fabio De Santis,2000434022.0,6.83,13.88,11.5,14.0,9.67,13.67,6.5,11.0,atalanta
Giorgio Addessi,2000434016.0,6.17,13.62,14.5,12.0,15.17,14.33,13.5,12.33,atalanta
Mario Miola,2000273723.0,8.67,15.0,14.5,12.5,12.5,12.83,6.0,10.5,atalanta
Alexandros Goublias,2000234468.0,6.5,12.88,15.5,14.33,11.5,15.33,5.0,13.17,atalanta
Gianluca Bettoni,2000189336.0,10.67,12.38,11.75,14.0,9.67,13.67,7.5,10.92,atalanta
Yannick Ako,2000186992.0,5.17,12.0,14.5,12.0,9.33,13.33,8.5,10.08,atalanta
Sebastián Vázquez,2000180227.0,13.33,13.75,13.5,8.33,8.33,6.67,13.5,11.17,atalanta
Luca Cellino,2000566956.0,6.0,10.88,15.0,11.83,9.17,12.5,10.5,11.25,atalanta
Oscar Barreto,2000541646.0,7.33,15.25,16.5,14.0,12.33,15.67,14.0,12.17,atalanta
Emil Andri Valdimarsson,2000355768.0,12.0,16.38,17.5,15.83,11.17,16.0,9.5,15.75,atalanta
Dušan Milovac,2000211178.0,5.33,16.5,17.5,11.33,10.67,15.33,11.0,12.17,atalanta
Malo Gusto,49056280.0,13.0,14.25,13.0,11.67,9.5,12.67,12.5,13.17,atalanta
