Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Łukasz Łęgowski,2000055738.0,12.0,6.0,2.0,7.5,3.25,6.67,6.17,9.0,7.5,2.5,3.5,8.0,6.4,5.33,10.25,8.0,2.0,6.75,7.0,2.67,3.0,arezzo
Mateusz Kochalski,96115206.0,18.5,8.67,8.0,9.5,9.5,9.67,7.83,11.5,9.5,6.5,11.5,11.0,8.8,8.0,10.75,11.33,5.0,10.5,12.0,6.0,2.5,arezzo
Daan Reiziger,37071194.0,11.0,10.67,2.5,10.0,9.0,8.33,7.67,9.75,10.0,4.25,11.0,9.88,9.6,7.67,14.25,9.5,3.0,10.0,9.25,3.67,3.5,arezzo
Filippo D'Alena,2000323504.0,15.0,10.83,2.5,15.0,8.5,7.83,7.5,9.25,15.0,4.25,12.75,9.88,8.7,10.67,13.0,10.33,1.0,9.25,13.5,4.17,2.5,atalanta
Pierluigi Gollini,43090278.0,16.0,12.5,4.0,15.0,11.5,10.83,9.0,14.5,15.0,6.75,14.0,14.12,11.1,10.5,11.38,14.5,2.5,12.0,13.25,5.67,2.0,atalanta
Ludovico Gelmi,43372276.0,16.0,7.5,2.0,10.0,4.5,7.5,6.5,9.75,10.0,2.75,8.75,11.12,7.5,7.33,10.0,9.0,2.0,7.75,9.5,2.83,3.0,atalanta
Andrea Beretta,2000323828.0,9.5,13.0,2.0,9.75,4.5,8.0,7.0,13.75,9.75,3.0,7.25,10.25,10.8,6.83,11.62,12.17,2.5,9.25,11.25,2.67,2.5,benevento
Gianluigi Fornari,2000199598.0,15.5,10.67,2.5,9.5,4.75,9.0,5.67,12.75,9.5,4.75,8.5,11.25,9.4,7.5,13.5,12.5,3.0,7.5,11.0,3.33,2.5,benevento
Kamil Broda,96129081.0,16.5,5.83,6.0,10.0,6.25,6.67,6.0,7.5,10.0,4.25,10.5,10.5,6.0,7.5,10.25,7.5,1.5,7.5,10.0,4.33,2.0,benevento
Alessio Furlanetto,43425157.0,18.0,7.5,1.5,5.0,4.25,9.17,5.5,10.5,5.0,5.0,8.5,9.75,7.9,4.67,8.62,10.5,4.5,7.5,5.0,4.0,2.5,benevento
Mauro Brizi,2000272649.0,13.0,12.5,2.5,12.0,6.5,8.17,6.33,14.75,12.0,3.25,12.75,13.38,10.3,8.83,12.5,13.33,2.0,8.25,15.0,4.17,3.0,benevento
Massimo Todaro,2000437225.0,15.5,10.5,1.5,8.5,7.25,9.33,7.0,11.0,8.5,5.75,11.0,8.5,9.8,7.17,12.0,10.83,1.5,9.5,10.5,5.33,2.5,benevento
Roberto Taliento,43252472.0,14.5,8.5,6.0,10.0,6.25,7.33,6.5,10.0,10.0,4.75,11.0,9.0,8.0,8.17,10.75,9.17,5.5,8.5,11.0,4.33,2.0,benevento
Leonardo Loria,43269230.0,16.5,10.0,1.0,11.5,5.25,10.0,7.17,12.0,11.5,4.0,10.75,11.25,9.6,8.33,11.25,12.0,2.5,9.0,9.5,3.5,2.0,benevento
Cláudio Marcos,2000410741.0,15.5,9.83,1.5,9.5,6.25,10.0,6.83,13.0,9.5,5.5,9.5,10.25,9.6,7.17,11.0,12.5,1.5,9.0,11.0,5.17,2.5,benevento
Mislav Zadro,24065095.0,17.0,9.83,2.5,10.25,4.5,9.17,4.83,10.75,10.25,2.25,10.75,9.12,8.9,7.5,12.0,11.33,2.0,6.5,11.75,2.0,2.5,bologna
Matteo Soncin,43371875.0,15.5,8.33,8.5,10.25,6.0,8.5,5.67,8.25,10.25,3.5,10.75,9.75,7.3,7.17,11.62,10.17,2.5,7.25,11.75,2.67,4.5,bologna
Alexander Nübel,92071707.0,17.0,12.67,6.0,13.5,12.0,10.0,9.67,14.5,13.5,7.5,15.0,11.25,11.0,9.67,12.5,14.0,2.0,13.0,13.0,6.17,2.0,bologna
Marco Nardini,2000567183.0,13.5,3.0,0.0,9.5,5.0,5.17,4.0,3.25,9.5,1.75,9.0,6.62,3.1,6.33,7.88,5.17,0.0,6.0,9.0,1.17,0.0,bologna
Stole Dimitrievski,47022611.0,10.5,9.67,1.5,13.5,11.25,9.0,10.33,10.5,13.5,7.5,12.75,13.0,9.0,9.83,6.12,10.67,2.5,14.5,9.5,6.83,2.0,fiorentina
Marco Carnesecchi,43298002.0,16.0,12.17,5.0,14.0,10.0,10.67,8.17,13.25,14.0,5.25,12.75,12.88,11.2,9.83,13.0,13.0,5.5,10.75,16.0,4.67,3.0,fiorentina
Miłosz Jaskuła,2000018698.0,13.5,10.0,2.0,11.25,2.5,8.0,5.17,10.25,11.25,2.75,10.25,10.75,8.6,7.83,12.12,10.5,2.0,6.5,10.25,2.0,2.5,fiorentina
Gianluigi Donnarumma,43252073.0,18.0,15.0,6.0,16.0,7.5,13.0,5.33,16.0,16.0,5.0,16.0,12.75,13.4,11.0,13.75,16.33,2.0,7.5,16.0,2.67,7.0,inter
Morten Sørensen,2000189231.0,16.0,16.67,2.0,12.0,8.5,10.67,7.67,17.5,12.0,5.5,13.0,12.5,13.6,8.67,13.0,16.33,2.0,10.0,15.0,3.67,2.0,inter
Michele Ceccarelli,2000323829.0,17.0,12.67,1.0,10.5,9.5,10.33,7.33,16.0,10.5,7.5,11.0,11.0,11.2,8.0,12.5,15.0,3.0,10.0,12.0,5.67,2.0,inter
Danilo Rizzo,2000567633.0,13.0,7.67,0.0,9.0,4.75,6.33,2.5,12.5,9.0,1.5,10.75,9.5,6.7,6.0,10.5,11.17,3.0,3.75,9.0,1.0,0.0,lazio
Davide Costarella,2000512160.0,11.0,6.83,2.0,10.5,4.0,6.5,4.5,10.75,10.5,2.25,7.75,11.38,6.7,7.5,11.0,9.33,1.5,5.25,7.5,3.17,2.0,lazio
Michele Di Gregorio,43161669.0,13.0,10.67,2.0,11.5,9.0,9.33,7.33,11.5,11.5,6.75,10.5,12.25,9.8,8.17,9.75,11.33,2.5,10.0,11.0,4.83,2.0,lazio
Federico Brancolini,43357008.0,17.5,10.83,1.5,11.5,4.75,11.67,7.33,12.5,11.5,4.25,12.5,10.5,10.6,8.5,9.75,13.17,2.5,9.5,8.0,3.5,2.5,lazio
Thomas Strakosha,43115047.0,18.5,13.83,2.5,14.0,6.75,13.67,6.0,14.0,14.0,6.5,13.0,13.25,13.2,10.33,11.88,14.83,9.5,8.5,11.0,4.67,2.0,lazio
