Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Nicolas Balestracci,2000507375.0,7.0,10.33,9.0,7.0,10.0,12.33,8.0,14.5,7.0,9.0,7.5,10.25,11.4,8.0,11.5,13.33,5.0,10.0,10.0,7.0,10.0,arezzo
Diferdio Misidjan,37084985.0,7.0,10.5,7.0,11.0,9.75,10.0,8.0,9.5,11.0,10.0,12.0,11.0,10.2,10.67,13.25,9.83,12.5,8.75,10.0,8.33,10.0,arezzo
Raoul Petretta,98041022.0,7.0,11.67,9.0,12.5,12.0,10.0,11.17,12.5,12.5,10.75,13.0,11.38,10.6,12.67,11.62,12.33,11.5,12.0,10.5,8.67,12.0,arezzo
Pervis Estupiñán,86045976.0,9.0,12.67,10.0,13.0,13.5,13.33,12.33,13.0,13.0,12.5,13.5,10.0,12.6,12.67,15.25,13.67,16.0,12.0,13.5,9.0,13.0,atalanta
Lennart Czyborra,91166521.0,9.0,12.5,13.0,11.5,13.75,12.33,12.0,12.5,11.5,13.0,11.5,14.25,12.2,11.67,13.5,12.83,13.5,13.25,12.5,11.0,11.0,benevento
Jonathan Augustinsson,93051231.0,13.0,11.17,11.0,12.25,13.5,11.33,13.33,12.5,12.25,10.75,12.5,14.38,11.0,12.83,12.0,12.5,9.5,13.5,12.75,11.17,14.0,benevento
Pablo García,67288495.0,8.0,12.33,6.0,11.25,12.0,11.17,13.0,11.5,11.25,13.5,11.5,11.5,11.5,11.5,14.0,12.0,13.0,13.0,12.0,10.67,12.0,bologna
Alfonso Pedraza,67212046.0,11.0,13.17,12.0,12.0,13.25,14.0,12.67,13.5,12.0,12.5,13.5,13.5,13.2,12.0,13.25,14.17,16.5,12.75,12.0,12.33,12.0,fiorentina
Nicola Improta,2000507382.0,12.5,10.83,10.0,11.0,9.25,11.67,10.33,12.5,11.0,11.25,12.0,12.75,11.0,12.17,13.5,12.5,8.5,11.5,12.0,9.5,12.0,fiorentina
Krystian Palacz,96159314.0,14.0,8.67,7.0,9.0,13.25,12.67,13.0,12.0,9.0,12.75,10.25,10.75,10.8,10.33,15.12,11.33,12.0,13.75,12.0,9.67,12.0,fiorentina
Olexandr Zinchenko,71081391.0,9.0,14.33,11.0,11.0,14.0,13.33,13.0,14.5,11.0,12.5,13.0,14.25,13.8,10.33,14.25,14.33,13.0,13.5,11.5,11.33,9.0,inter
Nuno Mendes,83261910.0,13.0,14.33,11.0,13.5,14.5,15.33,14.0,14.0,13.5,15.0,14.0,12.5,14.4,13.67,15.75,15.0,14.0,13.5,14.5,11.33,13.0,inter
