Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Alessandro Ottaviano,2000512150.0,9.0,11.25,12.0,9.67,9.0,11.0,11.5,9.17,arezzo
Fabiano De Nadai,2000573667.0,7.67,12.0,10.0,10.33,9.17,12.17,10.25,10.92,arezzo
Aniello Zampella,2000199610.0,4.17,13.38,9.5,10.83,10.67,10.33,14.5,10.75,arezzo
Giordano Rossi,2000021846.0,7.33,12.38,14.5,12.67,7.5,12.33,7.25,10.0,arezzo
Manolo Portanova,43297054.0,10.17,11.62,12.5,11.0,10.17,10.33,11.5,11.17,arezzo
Adam Maher,37012969.0,6.5,6.88,6.5,14.5,12.5,13.67,6.5,12.08,arezzo
Samuele Bonaldo,2000325145.0,6.67,12.25,16.0,12.17,10.0,12.83,9.5,9.67,arezzo
Emiliano Sacco,2000324227.0,5.83,12.88,15.0,12.33,10.33,12.33,8.0,9.92,arezzo
Näis Djouahra,49037903.0,8.33,12.12,13.5,12.0,10.0,12.33,6.0,9.92,arezzo
Elidon Gega,2000189330.0,9.5,13.25,15.0,13.33,11.17,11.67,7.0,11.5,atalanta
Marten Ortmann,2000503144.0,7.0,13.25,13.5,13.33,13.0,16.0,6.5,12.67,atalanta
Alessandro Granelli,2000435799.0,8.33,13.38,12.5,14.5,11.67,13.5,10.0,11.75,atalanta
Fabio De Santis,2000434022.0,6.83,13.88,11.5,14.0,9.67,13.67,6.5,11.0,atalanta
Mario Miola,2000273723.0,8.67,15.0,14.5,12.5,12.5,12.83,6.0,10.5,atalanta
Alexandros Goublias,2000234468.0,6.5,12.88,15.5,14.33,11.5,15.33,5.0,13.17,atalanta
Gianluca Bettoni,2000189336.0,10.67,12.38,11.75,14.0,9.67,13.67,7.5,10.92,atalanta
Oscar Barreto,2000541646.0,7.33,15.25,16.5,14.0,12.33,15.67,14.0,12.17,atalanta
Emanuel Vignato,43296186.0,7.33,14.5,15.5,15.67,13.67,16.67,7.0,13.5,atalanta
Matteo Pessina,43155796.0,11.83,14.0,13.0,13.67,13.5,13.33,12.0,14.58,atalanta
Kasper Dolberg,27102380.0,4.17,11.62,13.0,12.67,14.33,12.5,12.5,11.67,atalanta
Danilo,2000410771.0,9.33,13.5,16.5,13.33,13.0,15.0,11.0,11.17,atalanta
Mario Sacchi,2000628256.0,8.67,16.0,14.0,13.67,14.33,13.67,9.0,12.17,benevento
Ding Lei,2000566986.0,4.33,11.0,11.0,12.0,8.67,11.67,8.0,12.67,benevento
José Daniel Lafuente,2000435809.0,7.33,12.0,12.5,14.67,13.0,14.33,8.5,11.83,benevento
Matteo Bernard,2000189331.0,6.5,15.62,15.5,14.17,10.5,12.83,10.0,11.25,benevento
Cristian Ferrari,2000570040.0,6.0,12.12,13.5,15.0,11.33,14.5,8.0,12.42,benevento
Giacomo Raspadori,43316850.0,4.5,13.12,14.5,13.67,14.0,13.17,8.5,13.33,benevento
Nicolò Trombino,2000324477.0,9.83,14.12,12.0,13.33,13.33,12.17,12.5,14.0,benevento
Amath N'Diaye,67213756.0,3.83,11.12,14.0,11.33,11.67,11.83,7.0,9.67,benevento
Fabián Buonanno,2000273255.0,8.67,15.25,15.0,16.0,12.33,14.0,13.5,12.17,benevento
Pablo Aránguiz,75036973.0,6.0,11.25,14.0,15.0,12.33,13.33,5.5,12.67,benevento
Martin Rusnak,2000290938.0,8.5,14.5,14.0,14.5,13.83,15.17,10.5,11.42,bologna
Paolo Marinoni,2000569081.0,7.33,12.25,12.5,11.17,6.83,10.5,5.0,10.5,bologna
Ross Duff,2000505384.0,8.83,13.38,12.0,12.33,10.5,11.0,8.5,13.25,bologna
Jonathan David,18108540.0,6.17,12.75,15.5,12.67,13.17,13.0,7.5,12.58,bologna
Michael Brugaletta,2000626450.0,5.5,13.38,13.5,13.5,11.83,15.0,6.0,13.58,bologna
Luca Zaccaria,2000507009.0,8.83,12.5,9.5,12.67,12.17,14.67,12.0,12.58,bologna
Emir Lilaj,2000434777.0,5.0,11.88,12.0,10.5,8.67,12.17,8.75,10.42,bologna
Giovanni Fabiani,2000327318.0,5.17,12.62,12.0,13.33,13.5,13.67,13.0,11.0,bologna
Tobias Christensen,53138127.0,6.83,11.75,11.5,15.5,13.17,15.17,7.0,11.58,bologna
Gianluca Caracciolo,2000567187.0,10.33,15.38,14.75,11.33,9.67,13.0,15.0,12.25,bologna
Gaetano Giannusa,2000434798.0,8.33,11.75,12.0,13.33,10.67,14.0,7.5,11.17,fiorentina
Abdelghafour Rahimi,2000325289.0,5.67,11.88,13.5,11.33,10.33,14.17,6.0,9.67,fiorentina
Elías Cabrera,14222117.0,10.0,10.5,14.0,13.33,13.33,14.83,7.0,12.92,fiorentina
Adriano Lisboa,2000189589.0,8.83,12.5,11.5,13.67,10.5,12.0,9.5,12.67,fiorentina
Gonçalo Guedes,55041710.0,7.83,11.75,12.5,14.0,13.0,12.33,8.0,11.5,fiorentina
Calvin Stengs,37059574.0,5.83,13.5,14.0,15.67,12.33,15.33,10.5,12.33,fiorentina
Gerónimo Pezzella,2000285534.0,5.0,16.5,17.0,11.0,11.67,13.33,8.5,11.58,fiorentina
Nelson Niz,2000272945.0,5.5,13.62,14.5,13.33,13.0,15.33,13.0,12.75,fiorentina
Daniele Venturelli,2000434795.0,6.83,13.88,12.5,12.83,11.5,11.33,11.5,10.08,fiorentina
Gaetano Castrovilli,43206176.0,11.33,13.25,13.5,15.67,14.33,15.67,12.0,13.25,fiorentina
Marcus Edwards,28106878.0,5.33,13.38,16.0,15.67,15.67,16.33,6.5,12.42,fiorentina
Mario Staiano,2000328467.0,11.83,13.12,14.0,11.33,12.33,10.83,12.0,12.0,fiorentina
Rasmus Jönsson,2000397710.0,5.67,14.25,18.0,15.33,11.0,16.33,12.0,11.83,inter
Olexandr Zinchenko,71081391.0,9.0,13.0,13.5,13.0,11.67,13.0,10.0,14.33,inter
Ryan Gravenberch,37071197.0,11.0,15.25,14.5,16.0,14.67,15.67,15.5,14.5,inter
Carlos Soler,67196204.0,11.67,14.0,14.5,15.0,14.0,14.0,10.5,13.33,inter
Karl-Heinz Heckenberger,2000232571.0,10.67,14.75,13.0,17.0,16.0,17.0,11.5,15.83,inter
Juan Guerra,2000511832.0,9.0,13.0,12.5,15.33,10.67,16.33,7.5,11.17,inter
Jhonatan Mejía,2000415671.0,11.0,16.25,15.5,17.67,14.67,15.67,8.5,15.0,inter
Luís Ricardo,2000410716.0,9.0,15.0,16.5,14.67,12.67,16.33,9.5,13.0,inter
Juan Carlos,2000192885.0,9.0,14.75,14.5,14.0,14.33,16.67,10.5,13.17,inter
Thiago Almada,14172522.0,8.33,13.75,13.5,16.33,15.67,16.33,5.0,13.83,inter
Milton Mijoch,2000272968.0,3.17,12.25,16.5,11.33,11.33,12.5,5.5,9.25,lazio
Stavros Kallitsounakis,2000232881.0,8.17,14.25,13.5,12.83,12.83,13.5,5.5,10.58,lazio
Vitalijs Cvetkovs,2000507392.0,6.33,13.25,14.0,12.33,9.0,11.0,7.0,10.17,lazio
