Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Francesco Sibilia,2000512153.0,6.0,8.83,8.0,8.5,11.0,9.67,10.5,7.75,8.5,12.5,8.25,11.88,9.0,6.67,13.0,8.67,9.5,11.25,11.5,8.17,5.0,arezzo
Filippo Bertini,2000324892.0,15.0,8.33,6.0,7.5,12.0,9.33,11.33,8.0,7.5,10.0,6.0,13.0,8.8,6.0,14.25,8.33,8.0,12.5,13.5,7.0,4.0,arezzo
Samuele Bonaldo,2000325145.0,13.0,9.17,6.0,8.5,12.0,12.0,12.33,11.0,8.5,14.25,10.0,10.0,10.8,8.5,14.75,10.5,12.5,14.0,12.25,10.0,5.0,arezzo
Emiliano Sacco,2000324227.0,9.0,11.67,7.0,9.25,12.5,11.5,12.5,9.75,9.25,12.5,11.25,10.25,11.3,7.67,15.38,10.83,9.0,13.0,12.75,10.67,7.5,arezzo
Dario Manicone,2000323773.0,16.0,9.5,9.0,9.0,12.5,11.33,10.0,8.0,9.0,11.25,11.0,9.5,10.2,7.83,15.5,9.17,13.5,10.0,14.25,10.67,6.0,arezzo
Yari Diamanti,2000572662.0,13.0,12.67,8.0,8.5,11.0,13.33,12.0,12.0,8.5,10.5,11.0,13.25,13.0,8.0,13.25,12.33,13.0,11.5,12.0,10.0,6.0,arezzo
Ruben Bank,2000711214.0,15.0,10.33,6.0,9.0,11.5,10.33,13.67,9.5,9.0,13.0,11.0,10.5,10.2,7.33,15.5,10.0,10.0,13.0,12.5,9.67,4.0,arezzo
Marten Ortmann,2000503144.0,5.0,15.67,8.0,11.0,16.0,12.67,12.33,14.5,11.0,15.5,12.0,12.0,14.2,9.67,14.25,14.33,15.0,13.5,11.0,13.0,7.0,atalanta
Francisco Palacios,2000497737.0,9.0,12.83,8.0,9.75,11.25,11.0,11.17,14.25,9.75,11.5,11.25,9.38,12.2,9.17,15.62,13.0,13.5,12.0,12.5,8.33,8.0,atalanta
Alexandros Goublias,2000234468.0,5.0,15.33,5.0,8.5,15.0,14.5,12.67,15.25,8.5,16.5,11.0,11.25,15.1,7.83,14.62,14.83,15.0,14.5,10.25,11.33,7.5,atalanta
Oscar Barreto,2000541646.0,15.0,14.0,13.0,10.5,16.0,13.0,13.33,13.0,10.5,16.5,11.5,11.5,13.6,9.67,17.25,13.0,14.0,15.5,15.0,13.33,6.0,atalanta
Emanuel Vignato,43296186.0,6.0,14.67,8.0,12.0,17.0,16.0,15.0,13.0,12.0,16.5,13.5,12.0,15.2,10.33,16.0,14.0,16.0,15.0,13.5,13.67,5.0,atalanta
Kasper Dolberg,27102380.0,13.0,11.83,12.0,11.5,14.0,12.33,12.33,11.25,11.5,12.75,12.75,11.12,12.2,8.33,13.0,11.33,13.5,13.5,11.75,14.33,3.0,atalanta
Wiliam Ávalos,2000564454.0,5.0,13.0,12.0,12.5,15.5,13.67,12.33,13.0,12.5,15.5,14.0,12.5,13.2,11.67,16.0,13.33,15.0,13.5,11.5,12.33,4.0,atalanta
Danilo,2000410771.0,9.0,13.0,13.0,11.5,16.5,14.33,14.0,12.5,11.5,15.0,12.5,11.25,13.4,10.33,15.5,13.33,15.0,15.5,13.0,13.0,12.0,atalanta
Giorgio Del Nero,2000569080.0,4.0,13.0,6.0,6.75,8.25,8.83,11.5,11.25,6.75,10.75,7.75,11.5,11.1,5.33,13.75,10.83,13.0,11.75,9.75,6.0,6.0,benevento
