Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Vito Finetti,2000626436.0,11.0,12.5,11.0,12.0,10.0,12.67,7.0,12.33,arezzo
Marco Cuneo,2000572664.0,0.0,9.12,14.5,8.83,7.33,11.33,7.5,6.25,arezzo
Francesco Oliva,2000512151.0,8.17,12.62,10.5,9.5,7.0,8.5,7.0,9.92,arezzo
Alessandro Ottaviano,2000512150.0,9.0,11.25,12.0,9.67,9.0,11.0,11.5,9.17,arezzo
Fabiano De Nadai,2000573667.0,7.67,12.0,10.0,10.33,9.17,12.17,10.25,10.92,arezzo
Filippo Bertini,2000324892.0,4.33,13.0,15.0,11.0,7.33,11.0,10.5,8.67,arezzo
Giordano Rossi,2000021846.0,7.33,12.38,14.5,12.67,7.5,12.33,7.25,10.0,arezzo
Manolo Portanova,43297054.0,10.17,11.62,12.5,11.0,10.17,10.33,11.5,11.17,arezzo
Adam Maher,37012969.0,6.5,6.88,6.5,14.5,12.5,13.67,6.5,12.08,arezzo
Frane Križmanić,2000433152.0,13.33,12.25,12.75,10.0,8.67,10.67,7.5,13.92,arezzo
Pedro Pelágio,83259120.0,11.33,12.25,11.5,11.67,11.17,12.5,11.5,11.33,arezzo
Samuele Bonaldo,2000325145.0,6.67,12.25,16.0,12.17,10.0,12.83,9.5,9.67,arezzo
Emiliano Sacco,2000324227.0,5.83,12.88,15.0,12.33,10.33,12.33,8.0,9.92,arezzo
Elidon Gega,2000189330.0,9.5,13.25,15.0,13.33,11.17,11.67,7.0,11.5,atalanta
Alessandro Granelli,2000435799.0,8.33,13.38,12.5,14.5,11.67,13.5,10.0,11.75,atalanta
Fabio De Santis,2000434022.0,6.83,13.88,11.5,14.0,9.67,13.67,6.5,11.0,atalanta
Mario Miola,2000273723.0,8.67,15.0,14.5,12.5,12.5,12.83,6.0,10.5,atalanta
Alexandros Goublias,2000234468.0,6.5,12.88,15.5,14.33,11.5,15.33,5.0,13.17,atalanta
Gianluca Bettoni,2000189336.0,10.67,12.38,11.75,14.0,9.67,13.67,7.5,10.92,atalanta
Luca Cellino,2000566956.0,6.0,10.88,15.0,11.83,9.17,12.5,10.5,11.25,atalanta
Malo Gusto,49056280.0,13.0,14.25,13.0,11.67,9.5,12.67,12.5,13.17,atalanta
Matteo Pessina,43155796.0,11.83,14.0,13.0,13.67,13.5,13.33,12.0,14.58,atalanta
Luigi Cima,2000566953.0,12.33,12.62,9.75,9.0,7.67,10.5,13.75,13.0,atalanta
Danilo,2000410771.0,9.33,13.5,16.5,13.33,13.0,15.0,11.0,11.17,atalanta
Sante Curto,2000566959.0,12.33,14.12,14.0,13.0,10.17,13.33,8.5,13.67,atalanta
Tommaso Pobega,43269242.0,14.67,15.0,14.0,12.67,11.67,12.0,14.0,14.0,atalanta
Mario Sacchi,2000628256.0,8.67,16.0,14.0,13.67,14.33,13.67,9.0,12.17,benevento
Ding Lei,2000566986.0,4.33,11.0,11.0,12.0,8.67,11.67,8.0,12.67,benevento
Alessandro Cudicio,2000436500.0,5.5,12.12,15.5,12.0,8.67,14.0,5.5,10.17,benevento
José Daniel Lafuente,2000435809.0,7.33,12.0,12.5,14.67,13.0,14.33,8.5,11.83,benevento
Antonio Buzzi,2000193933.0,11.67,13.75,11.0,9.0,6.17,7.33,14.0,12.17,benevento
Cristian Ferrari,2000570040.0,6.0,12.12,13.5,15.0,11.33,14.5,8.0,12.42,benevento
Egidio Guidi,2000190821.0,12.5,15.25,13.0,9.0,8.17,9.67,14.5,13.5,benevento
Davide Addis,2000199603.0,9.33,14.12,13.25,13.33,9.67,12.33,13.0,11.58,benevento
Mario Liccardo,2000437227.0,12.17,15.75,13.5,10.0,8.5,14.17,10.5,15.0,benevento
Enrico Del Prato,43252473.0,13.0,12.5,13.5,12.67,11.0,11.67,11.5,13.33,benevento
Daniele De Filippis,2000327509.0,6.5,14.0,14.0,12.17,8.17,12.83,10.5,11.58,benevento
Fabián Buonanno,2000273255.0,8.67,15.25,15.0,16.0,12.33,14.0,13.5,12.17,benevento
Pablo Aránguiz,75036973.0,6.0,11.25,14.0,15.0,12.33,13.33,5.5,12.67,benevento
Martin Rusnak,2000290938.0,8.5,14.5,14.0,14.5,13.83,15.17,10.5,11.42,bologna
Paolo Marinoni,2000569081.0,7.33,12.25,12.5,11.17,6.83,10.5,5.0,10.5,bologna
Ross Duff,2000505384.0,8.83,13.38,12.0,12.33,10.5,11.0,8.5,13.25,bologna
Michael Brugaletta,2000626450.0,5.5,13.38,13.5,13.5,11.83,15.0,6.0,13.58,bologna
Marco Campagna,2000567188.0,7.5,12.5,10.75,13.67,9.67,13.0,7.25,9.75,bologna
Luca Zaccaria,2000507009.0,8.83,12.5,9.5,12.67,12.17,14.67,12.0,12.58,bologna
Renzo Pretel,2000536223.0,9.33,14.25,13.5,16.0,12.33,16.0,11.0,11.0,bologna
Tobias Christensen,53138127.0,6.83,11.75,11.5,15.5,13.17,15.17,7.0,11.58,bologna
Evaristo Santos,2000508915.0,13.0,14.25,13.5,16.0,12.0,14.67,10.0,14.67,bologna
Marco Brescianini,43318320.0,12.5,14.38,15.0,13.33,13.33,13.0,13.0,12.92,bologna
Gianluca Caracciolo,2000567187.0,10.33,15.38,14.75,11.33,9.67,13.0,15.0,12.25,bologna
Gaetano Giannusa,2000434798.0,8.33,11.75,12.0,13.33,10.67,14.0,7.5,11.17,fiorentina
Abdelghafour Rahimi,2000325289.0,5.67,11.88,13.5,11.33,10.33,14.17,6.0,9.67,fiorentina
Elías Cabrera,14222117.0,10.0,10.5,14.0,13.33,13.33,14.83,7.0,12.92,fiorentina
Andrea Formisano,2000191459.0,9.17,14.25,15.5,11.5,9.17,12.83,10.5,12.42,fiorentina
