Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Filippo Bertini,2000324892.0,4.33,13.0,15.0,11.0,7.33,11.0,10.5,8.67,arezzo
Ruben Bank,2000711214.0,5.0,13.25,15.5,11.0,10.0,11.67,10.5,10.67,arezzo
Marten Ortmann,2000503144.0,7.0,13.25,13.5,13.33,13.0,16.0,6.5,12.67,atalanta
Emanuel Vignato,43296186.0,7.33,14.5,15.5,15.67,13.67,16.67,7.0,13.5,atalanta
Giorgio Del Nero,2000569080.0,4.17,11.0,15.5,12.67,8.5,9.83,5.0,10.0,benevento
Carlos Rojas,2000561489.0,8.0,12.12,14.25,7.83,5.67,9.83,9.0,8.92,benevento
Fidel Blasco,2000573382.0,2.5,10.88,14.25,13.17,10.17,12.67,8.5,11.08,benevento
Raffaele Civita,2000437228.0,11.33,14.0,16.25,9.33,8.67,12.5,11.5,10.08,benevento
Claud Adjapong,43202413.0,12.33,12.25,15.5,11.67,10.0,11.33,11.5,12.17,benevento
Enrico Del Prato,43252473.0,13.0,12.5,13.5,12.67,11.0,11.67,11.5,13.33,benevento
Nicolò Trombino,2000324477.0,9.83,14.12,12.0,13.33,13.33,12.17,12.5,14.0,benevento
Amath N'Diaye,67213756.0,3.83,11.12,14.0,11.33,11.67,11.83,7.0,9.67,benevento
Cristian Pavón,14083972.0,6.33,13.25,14.5,10.5,11.0,11.5,5.5,11.33,benevento
Arnór Daði Grétarsson,2000357428.0,5.5,13.88,15.0,13.0,10.0,14.0,15.0,11.0,bologna
Guglielmo Bosi,2000327294.0,7.0,12.38,13.0,9.5,9.5,12.5,10.5,10.67,bologna
Michael Brugaletta,2000626450.0,5.5,13.38,13.5,13.5,11.83,15.0,6.0,13.58,bologna
Danilo Brizi,2000567640.0,9.67,13.62,14.75,9.5,10.17,12.67,8.0,11.0,bologna
Emir Lilaj,2000434777.0,5.0,11.88,12.0,10.5,8.67,12.17,8.75,10.42,bologna
Michele Testi,2000507005.0,7.0,14.5,13.5,12.67,14.67,16.67,11.0,13.0,bologna
Agustín Urzi,14219443.0,7.5,13.88,15.0,12.33,12.0,12.67,7.0,12.5,bologna
Adriano Lisboa,2000189589.0,8.83,12.5,11.5,13.67,10.5,12.0,9.5,12.67,fiorentina
Gonçalo Guedes,55041710.0,7.83,11.75,12.5,14.0,13.0,12.33,8.0,11.5,fiorentina
Calvin Stengs,37059574.0,5.83,13.5,14.0,15.67,12.33,15.33,10.5,12.33,fiorentina
Marcus Edwards,28106878.0,5.33,13.38,16.0,15.67,15.67,16.33,6.5,12.42,fiorentina
Rasmus Jönsson,2000397710.0,5.67,14.25,18.0,15.33,11.0,16.33,12.0,11.83,inter
Olexandr Zinchenko,71081391.0,9.0,13.0,13.5,13.0,11.67,13.0,10.0,14.33,inter
Carlos Soler,67196204.0,11.67,14.0,14.5,15.0,14.0,14.0,10.5,13.33,inter
Duško Čikić,2000191147.0,14.33,16.5,15.0,12.33,10.67,11.67,13.5,14.33,inter
Nico Williams,67276230.0,11.33,14.25,16.0,12.67,13.33,16.0,12.0,12.17,inter
Juan Guerra,2000511832.0,9.0,13.0,12.5,15.33,10.67,16.33,7.5,11.17,inter
Juan Carlos,2000192885.0,9.0,14.75,14.5,14.0,14.33,16.67,10.5,13.17,inter
Stavros Kallitsounakis,2000232881.0,8.17,14.25,13.5,12.83,12.83,13.5,5.5,10.58,lazio
Raniero Cini,2000567637.0,4.83,13.88,15.0,11.83,10.5,14.33,6.5,11.0,lazio
Miel Devos,2000199510.0,5.83,12.38,11.0,13.67,14.17,16.0,9.0,12.58,lazio
Tahith Chong,37058361.0,4.67,11.75,16.5,14.0,12.33,15.17,9.5,11.58,lazio
Kevin De Bruyne,18004457.0,8.33,7.25,5.5,18.33,15.33,14.33,6.5,14.17,lazio
Riccardo Sottil,43270713.0,4.83,12.88,14.0,11.67,12.67,13.0,9.5,11.25,lazio
Gustavo Fernández,2000539166.0,9.67,15.0,15.5,14.67,13.33,16.0,8.0,13.5,lazio
Ferran Torres,89056845.0,7.17,13.5,15.5,14.0,13.0,14.0,12.5,12.33,lazio
Christopher Nkunku,85140301.0,11.0,12.75,14.0,15.0,14.0,15.33,8.0,13.17,lazio
Mohamed Ihattaren,37073834.0,4.83,13.12,13.5,15.33,14.33,16.0,8.0,11.58,lazio
Gabriele Zappa,43272248.0,13.33,14.25,13.25,11.17,12.5,12.67,12.5,13.75,lazio
Riccardo Gozzi,2000506776.0,8.67,13.38,11.25,13.33,9.0,14.0,14.0,9.33,milan
Houssin Diouri,2000506761.0,6.5,14.38,14.0,10.0,10.0,13.83,9.0,10.75,milan
