Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
15.0,14.0,12.0,16.0,13.0,10.666666666666666,11.0,13.5,16.0,8.0,15.0,11.25,11.8,11.333333333333334,12.25,14.0,8.5,14.0,10.0,8.5
6.0,13.166666666666666,9.0,12.0,13.5,14.0,11.75,13.0,12.0,12.5,13.0,12.5,13.5,12.0,17.75,13.333333333333334,11.0,11.666666666666666,15.5,12.5
17.0,14.333333333333334,16.0,15.5,13.5,12.666666666666666,11.75,14.0,15.5,11.5,15.5,13.5,13.0,15.333333333333334,13.5,14.666666666666666,10.5,14.0,14.0,15.5
17.0,14.333333333333334,15.0,15.5,13.0,14.0,13.0,16.0,15.5,11.5,15.5,14.0,14.0,15.333333333333334,15.0,15.666666666666666,13.5,14.333333333333334,15.5,15.0
16.0,12.5,15.0,14.25,11.25,12.0,11.25,13.25,14.25,9.0,15.25,12.5,12.0,14.166666666666666,15.25,13.333333333333334,13.0,12.166666666666666,15.75,15.25
14.0,16.0,11.0,16.5,13.5,14.666666666666666,12.75,16.0,16.5,12.5,17.0,14.5,14.8,15.666666666666666,13.75,16.666666666666668,14.0,14.333333333333334,14.0,16.5
6.0,15.666666666666666,10.0,12.5,17.5,16.0,15.5,15.0,12.5,17.0,15.5,12.25,16.0,11.666666666666666,16.5,15.0,16.5,16.333333333333332,13.5,12.0
9.0,15.0,13.0,13.0,16.0,14.666666666666666,14.25,14.0,13.0,14.0,12.5,12.75,14.8,13.666666666666666,15.25,14.333333333333334,15.5,15.0,14.0,11.5
5.0,14.0,7.0,11.5,15.0,14.666666666666666,14.75,12.5,11.5,16.5,15.0,13.5,14.2,9.333333333333334,16.25,13.333333333333334,16.0,15.0,13.0,11.0
9.0,13.666666666666666,9.0,13.0,17.0,14.333333333333334,15.5,13.0,13.0,17.5,14.0,10.0,14.2,10.666666666666666,15.5,13.0,16.0,16.0,15.5,10.5
15.0,14.0,17.0,14.0,16.0,14.666666666666666,13.75,13.5,14.0,16.0,15.0,11.75,14.0,11.0,16.75,14.333333333333334,16.0,15.333333333333334,18.5,12.0
16.0,14.333333333333334,7.0,15.5,13.5,11.666666666666666,12.75,13.5,15.5,8.0,16.5,14.25,12.2,11.333333333333334,9.25,14.666666666666666,9.5,16.333333333333332,12.5,9.5
8.0,15.666666666666666,10.0,14.0,13.5,14.333333333333334,11.5,16.0,14.0,10.75,13.0,17.875,14.8,14.666666666666666,16.875,16.0,12.25,13.333333333333334,17.25,13.0
15.0,14.666666666666666,12.0,13.5,17.0,16.333333333333332,14.25,14.0,13.5,16.5,12.75,13.75,15.6,12.833333333333334,15.75,14.333333333333334,13.5,15.666666666666666,14.5,13.0
13.0,13.666666666666666,10.0,10.5,15.0,14.333333333333334,13.0,13.5,10.5,16.0,11.5,10.5,13.8,7.333333333333333,16.5,14.0,14.0,14.0,13.5,10.5
7.0,12.666666666666666,13.0,12.5,17.5,14.333333333333334,14.5,12.5,12.5,16.0,13.5,11.0,13.6,11.0,16.5,12.666666666666666,14.5,15.333333333333334,12.5,10.0
17.0,13.0,16.0,14.5,13.0,12.0,11.5,13.5,14.5,11.0,14.5,13.25,11.8,15.0,11.5,14.333333333333334,9.0,12.666666666666666,11.0,14.0
13.0,16.0,9.0,13.0,16.5,16.333333333333332,16.0,14.5,13.0,16.5,14.5,14.0,16.0,11.333333333333334,15.5,15.333333333333334,15.0,16.333333333333332,15.0,12.0
9.0,14.0,13.0,11.5,16.0,14.333333333333334,14.25,13.5,11.5,15.5,14.5,13.5,14.2,10.0,14.75,13.666666666666666,15.5,15.666666666666666,12.5,11.0
8.0,9.666666666666666,11.0,10.0,16.75,14.0,14.375,12.5,10.0,16.25,13.25,11.0,12.0,8.5,15.25,12.0,13.5,15.0,14.5,9.25
11.0,17.0,13.0,15.5,15.5,15.333333333333334,17.0,16.5,15.5,13.0,16.25,16.0,16.2,13.5,9.5,16.333333333333332,17.5,17.333333333333332,11.0,15.0
18.0,12.666666666666666,16.0,14.0,13.0,13.0,11.75,13.0,14.0,11.75,14.0,13.125,12.6,14.0,15.0,13.333333333333334,11.25,13.666666666666666,16.25,14.5
7.0,14.166666666666666,11.0,13.0,13.25,14.0,13.125,14.0,13.0,13.0,13.5,14.75,13.8,13.0,14.375,14.5,15.25,13.0,12.5,13.0
4.0,16.333333333333332,8.0,15.5,16.5,15.0,15.0,15.5,15.5,16.0,15.5,14.0,15.6,14.333333333333334,15.75,15.666666666666666,16.5,16.666666666666668,13.5,14.0
15.0,14.333333333333334,9.0,14.25,13.25,13.833333333333334,12.875,14.25,14.25,14.0,15.0,10.625,14.1,13.833333333333334,15.75,14.166666666666666,15.75,13.5,12.5,13.25
15.0,12.166666666666666,10.0,10.5,16.25,15.0,11.875,11.5,10.5,17.5,11.5,9.75,13.2,9.333333333333334,17.125,12.833333333333334,14.25,13.0,15.0,9.25
13.0,10.833333333333334,14.0,13.0,15.75,13.333333333333334,13.75,10.25,13.0,14.5,12.25,11.875,12.0,11.333333333333334,15.375,11.0,17.0,15.333333333333334,16.0,11.25
