Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Unai Simón,67200923.0,15.0,14.0,12.0,16.0,13.0,10.67,9.33,13.5,16.0,8.0,15.0,11.25,11.8,11.33,12.25,14.0,1.0,13.0,10.0,5.0,1.0
Noël Roux,2000188122.0,6.0,13.17,9.0,12.0,13.5,14.0,12.0,13.0,12.0,12.5,13.0,12.5,13.5,12.0,17.75,13.33,11.0,12.0,15.5,10.83,14.0
Ronald Araújo,78085068.0,17.0,14.33,16.0,15.5,13.5,12.67,10.67,14.0,15.5,11.5,15.5,13.5,13.0,15.33,13.5,14.67,6.0,13.5,14.0,10.0,16.0
Alessandro Bastoni,43252460.0,17.0,14.33,15.0,15.5,13.0,14.0,12.0,16.0,15.5,11.5,15.5,14.0,14.0,15.33,15.0,15.67,11.0,13.5,15.5,7.83,14.0
Juan Vela,2000489085.0,16.0,12.5,15.0,14.25,11.25,12.0,10.17,13.25,14.25,9.0,15.25,12.5,12.0,14.17,15.25,13.33,11.5,11.0,15.75,8.33,16.0
Florentino Luís,83169817.0,14.0,16.0,11.0,16.5,13.5,14.67,11.67,16.0,16.5,12.5,17.0,14.5,14.8,15.67,13.75,16.67,12.0,13.5,14.0,10.0,17.0
Phil Foden,28108494.0,6.0,15.67,10.0,12.5,17.5,16.0,15.67,15.0,12.5,17.0,15.5,12.25,16.0,11.67,16.5,15.0,18.0,17.0,13.5,14.67,9.0
Jonay Morán,2000194461.0,9.0,15.0,13.0,13.0,16.0,14.67,14.33,14.0,13.0,14.0,12.5,12.75,14.8,13.67,15.25,14.33,17.0,15.5,14.0,12.67,9.0
Diego Laínez,51063318.0,5.0,14.0,7.0,11.5,15.0,14.67,14.67,12.5,11.5,16.5,15.0,13.5,14.2,9.33,16.25,13.33,17.0,15.0,13.0,11.67,7.0
Rayan Cherki,49056279.0,9.0,13.67,9.0,13.0,17.0,14.33,15.0,13.0,13.0,17.5,14.0,10.0,14.2,10.67,15.5,13.0,15.0,15.5,15.5,14.67,4.0
Radovan Drakulić,2000211170.0,15.0,14.0,17.0,14.0,16.0,14.67,12.67,13.5,14.0,16.0,15.0,11.75,14.0,11.0,16.75,14.33,15.0,14.5,18.5,14.33,7.0
0,35017428.0,16.0,14.33,7.0,15.5,13.5,11.67,11.0,13.5,15.5,8.0,16.5,14.25,12.2,11.33,9.25,14.67,1.0,15.5,12.5,5.33,1.0
Joan Planchart,2000509911.0,8.0,15.67,10.0,14.0,13.5,14.33,11.0,16.0,14.0,10.75,13.0,17.88,14.8,14.67,16.88,16.0,11.5,13.5,17.25,12.5,13.0
Ilaix Moriba,67279753.0,15.0,14.67,12.0,13.5,17.0,16.33,14.33,14.0,13.5,16.5,12.75,13.75,15.6,12.83,15.75,14.33,13.0,16.5,14.5,15.33,12.0
Péricles,2000410450.0,13.0,13.67,10.0,10.5,15.0,14.33,12.67,13.5,10.5,16.0,11.5,10.5,13.8,7.33,16.5,14.0,14.0,14.0,13.5,14.0,7.0
Pierre Fournier,2000435814.0,7.0,12.67,13.0,12.5,17.5,14.33,14.33,12.5,12.5,16.0,13.5,11.0,13.6,11.0,16.5,12.67,14.0,15.5,12.5,13.0,5.0
Pau Torres,67217522.0,17.0,13.0,16.0,14.5,13.0,12.0,11.33,13.5,14.5,11.0,14.5,13.25,11.8,15.0,11.5,14.33,6.0,13.0,11.0,8.33,16.0
Dejan Kulusevski,43295814.0,13.0,16.0,9.0,13.0,16.5,16.33,16.33,14.5,13.0,16.5,14.5,14.0,16.0,11.33,15.5,15.33,15.0,17.0,15.0,14.33,9.0
Gabriel Jesus,19220266.0,9.0,14.0,13.0,11.5,16.0,14.33,14.0,13.5,11.5,15.5,14.5,13.5,14.2,10.0,14.75,13.67,16.0,16.0,12.5,14.33,7.0
Rodrygo,19306929.0,8.0,9.67,11.0,10.0,16.75,14.0,14.83,12.5,10.0,16.25,13.25,11.0,12.0,8.5,15.25,12.0,14.0,16.0,14.5,15.0,5.5
Harry Kane,28049320.0,11.0,17.0,13.0,15.5,15.5,15.33,16.33,16.5,15.5,13.0,16.25,16.0,16.2,13.5,9.5,16.33,16.0,16.5,11.0,16.33,11.0
Benoît Badiashile,49038942.0,18.0,12.67,16.0,14.0,13.0,13.0,11.0,13.0,14.0,11.75,14.0,13.12,12.6,14.0,15.0,13.33,8.5,13.5,16.25,9.5,15.0
Sergio Reguilón,67211900.0,7.0,14.17,11.0,13.0,13.25,14.0,13.5,14.0,13.0,13.0,13.5,14.75,13.8,13.0,14.38,14.5,18.5,13.5,12.5,11.67,14.0
Vítor Ferreira,83174762.0,4.0,16.33,8.0,15.5,16.5,15.0,14.33,15.5,15.5,16.0,15.5,14.0,15.6,14.33,15.75,15.67,16.0,16.5,13.5,13.33,11.0
Tomás Esteves,83228786.0,15.0,14.33,9.0,14.25,13.25,13.83,12.33,14.25,14.25,14.0,15.0,10.62,14.1,13.83,15.75,14.17,17.0,13.0,12.5,9.5,12.0
Franck Lacroix,2000192663.0,15.0,12.17,10.0,10.5,16.25,15.0,11.5,11.5,10.5,17.5,11.5,9.75,13.2,9.33,17.12,12.83,15.5,13.0,15.0,15.0,5.5
Gennady Korshunov,2000238109.0,13.0,10.83,14.0,13.0,15.75,13.33,12.5,10.25,13.0,14.5,12.25,11.88,12.0,11.33,15.38,11.0,16.5,14.25,16.0,14.5,5.0
