Player,UID,AF,CF,DLF,F9,P,PF,TM
Unai Simón,67200923.0,9.7,10.7,12.1,9.8,9.7,9.9,10.2
Noël Roux,2000188122.0,14.2,11.85,13.25,13.25,14.2,13.0,11.7
Ronald Araújo,78085068.0,12.2,12.7,13.1,11.6,12.2,12.6,13.2
Alessandro Bastoni,43252460.0,13.4,12.8,14.1,12.9,13.4,13.4,13.9
Juan Vela,2000489085.0,13.05,11.8,12.85,11.55,13.05,13.05,13.4
Florentino Luís,83169817.0,13.7,13.1,14.3,13.4,13.7,13.8,13.6
Phil Foden,28108494.0,15.9,15.2,16.1,16.5,15.9,13.8,13.9
Jonay Morán,2000194461.0,14.6,14.6,15.6,15.6,14.6,13.6,13.7
Diego Laínez,51063318.0,15.5,13.3,14.5,15.1,15.5,13.5,11.9
Rayan Cherki,49056279.0,15.3,14.1,15.4,15.3,15.3,13.0,13.4
Radovan Drakulić,2000211170.0,15.8,15.0,16.0,15.1,15.8,14.1,15.4
Marc-André ter Stegen,35017428.0,8.4,10.5,13.0,10.6,8.4,8.9,11.1
Joan Planchart,2000509911.0,14.2,13.6,14.2,12.55,14.2,15.7,13.45
Ilaix Moriba,67279753.0,14.9,14.6,15.4,15.2,14.9,13.8,14.2
Péricles,2000410450.0,15.5,12.9,13.7,13.9,15.5,13.7,13.5
Pierre Fournier,2000435814.0,14.6,13.5,14.4,14.6,14.6,12.3,12.5
Pau Torres,67217522.0,11.1,12.3,12.2,11.3,11.1,12.3,12.3
Dejan Kulusevski,43295814.0,15.5,15.1,16.1,16.3,15.5,14.4,14.4
Gabriel Jesus,19220266.0,14.6,14.6,14.4,14.2,14.6,14.0,13.6
Rodrygo,19306929.0,14.45,13.5,14.1,14.15,14.45,12.7,12.8
Harry Kane,28049320.0,12.9,15.8,15.5,15.2,12.9,13.7,14.6
Benoît Badiashile,49038942.0,12.85,12.5,13.4,11.95,12.85,12.6,13.25
Sergio Reguilón,67211900.0,14.15,13.5,13.7,14.0,14.15,14.1,12.8
Vítor Ferreira,83174762.0,15.2,14.4,15.9,15.6,15.2,14.0,12.9
Tomás Esteves,83228786.0,14.5,12.5,13.75,13.65,14.5,13.4,12.55
Franck Lacroix,2000192663.0,16.15,13.5,14.1,14.3,16.15,13.4,13.7
Gennady Korshunov,2000238109.0,14.85,13.75,14.85,13.95,14.85,12.75,13.85
