Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Unai Simón,67200923,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Noël Roux,2000188122,0,1,0,1,0,0,0,0,1,0,1,0,0,0
Ronald Araújo,78085068,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Alessandro Bastoni,43252460,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Juan Vela,2000489085,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Florentino Luís,83169817,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Phil Foden,28108494,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Jonay Morán,2000194461,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Diego Laínez,51063318,0,0,0,0,0,0,0,1,0,1,1,1,1,0
Rayan Cherki,49056279,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Radovan Drakulić,2000211170,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marc-André ter Stegen,35017428,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joan Planchart,2000509911,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Ilaix Moriba,67279753,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Péricles,2000410450,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Pierre Fournier,2000435814,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Pau Torres,67217522,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Dejan Kulusevski,43295814,0,0,0,0,0,0,0,1,1,0,1,1,0,1
Gabriel Jesus,19220266,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Rodrygo,19306929,0,0,0,0,0,0,0,1,0,1,1,0,1,1
Harry Kane,28049320,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Benoît Badiashile,49038942,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sergio Reguilón,67211900,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Vítor Ferreira,83174762,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Tomás Esteves,83228786,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Franck Lacroix,2000192663,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Gennady Korshunov,2000238109,0,0,0,0,0,0,0,0,1,0,0,1,0,1
