Player,UID,DM,AM,BWM,HB,SV,RGA
Ulisse Bizzarri,2000566954.0,14.1,13.6,13.6,12.5,13.3,14.1
Elidon Gega,2000189330.0,10.85,10.3,10.3,10.85,11.35,12.65
Luigi Braga,2000506750.0,10.95,10.65,10.65,10.65,11.0,9.6
Marten Ortmann,2000503144.0,11.2,11.7,11.7,11.2,11.8,12.9
Francisco Palacios,2000497737.0,11.1,11.65,11.65,11.0,10.35,11.05
Alessandro Granelli,2000435799.0,11.35,10.95,10.95,10.8,11.0,13.2
Giacomo Cobianchi,2000434023.0,10.95,10.9,10.9,11.55,11.75,14.45
Fabio De Santis,2000434022.0,10.75,11.1,11.1,10.35,10.25,12.4
Giorgio Addessi,2000434016.0,11.15,11.1,11.1,12.05,11.35,12.55
Mario Miola,2000273723.0,11.4,10.6,10.6,11.4,11.35,12.45
Alexandros Goublias,2000234468.0,11.15,11.4,11.4,10.65,10.75,13.2
Gianluca Bettoni,2000189336.0,11.95,11.65,11.65,11.25,12.7,13.2
Yannick Ako,2000186992.0,8.3,7.9,7.9,8.45,8.5,11.25
Sebastián Vázquez,2000180227.0,12.3,12.95,12.95,12.1,11.4,9.5
Luca Cellino,2000566956.0,9.55,9.55,9.55,8.9,9.2,10.35
Oscar Barreto,2000541646.0,10.8,11.0,11.0,10.8,11.0,13.1
Emil Andri Valdimarsson,2000355768.0,14.25,14.05,14.05,14.25,14.0,15.7
Dušan Milovac,2000211178.0,11.1,11.4,11.4,11.3,10.3,11.8
Malo Gusto,49056280.0,13.7,13.5,13.5,13.2,13.4,12.8
Emanuel Vignato,43296186.0,11.5,11.3,11.3,11.5,12.2,15.0
Matteo Pessina,43155796.0,13.6,13.4,13.4,13.85,13.55,14.25
Kasper Dolberg,27102380.0,8.65,8.6,8.6,9.55,9.25,12.0
Filippo D'Alena,2000323504.0,10.35,10.3,10.3,10.75,10.45,9.4
Jacopo Lombardini,2000626005.0,13.4,13.5,13.5,12.8,12.4,10.9
Moussa Dembélé,85104422.0,10.5,10.4,10.4,11.3,10.8,13.1
Luigi Cima,2000566953.0,13.1,12.3,12.3,12.85,11.9,11.3
Gianni Rizzo,2000323580.0,13.6,13.25,13.25,12.75,12.7,11.55
Pierluigi Gollini,43090278.0,11.7,11.6,11.6,12.7,11.2,10.9
Wiliam Ávalos,2000564454.0,11.4,11.2,11.2,11.1,12.3,12.9
Danilo,2000410771.0,11.9,11.8,11.8,11.3,12.7,13.4
Claudio Corti,2000506751.0,14.1,13.8,13.8,13.8,13.1,11.6
Pervis Estupiñán,86045976.0,13.4,13.4,13.4,12.8,13.4,13.1
Sante Curto,2000566959.0,14.25,14.35,14.35,13.65,13.85,13.4
Tanguy Nianzou,49048365.0,14.5,14.4,14.4,14.3,14.1,13.2
Tommaso Pobega,43269242.0,14.4,14.4,14.4,14.2,14.3,13.0
Ludovico Gelmi,43372276.0,7.4,6.85,6.85,8.4,6.9,7.8
