Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
4.0,14.0,10.0,10.0,14.5,15.333333333333334,12.5,14.5,10.0,13.5,12.5,10.75,14.4,11.333333333333334,15.25,15.0,10.5,12.666666666666666,13.0,11.0
6.0,12.166666666666666,8.0,15.0,14.25,13.0,13.5,12.75,15.0,11.0,12.25,12.25,12.8,12.333333333333334,15.0,12.333333333333334,13.0,15.0,14.75,12.25
15.0,8.833333333333334,10.0,10.5,9.75,9.0,7.75,8.0,10.5,8.0,11.0,8.25,8.2,11.0,13.125,9.5,8.25,9.666666666666666,13.0,10.5
5.0,15.666666666666666,8.0,11.0,16.0,12.666666666666666,13.0,14.5,11.0,15.5,12.0,12.0,14.2,9.666666666666666,14.25,14.333333333333334,15.0,14.0,11.0,11.0
9.0,12.833333333333334,8.0,9.75,11.25,11.0,11.25,14.25,9.75,11.5,11.25,9.375,12.2,9.166666666666666,15.625,13.0,12.5,11.833333333333334,12.5,9.75
11.0,12.666666666666666,9.0,11.0,15.25,14.0,12.875,15.5,11.0,13.75,9.75,11.5,14.0,9.833333333333334,13.0,13.666666666666666,12.5,14.666666666666666,12.0,9.75
9.0,13.166666666666666,13.0,13.5,17.75,13.333333333333334,14.75,13.25,13.5,16.0,13.75,12.625,13.4,10.666666666666666,13.5,13.0,15.5,16.333333333333332,16.75,9.75
7.0,14.666666666666666,6.0,6.5,15.0,13.5,11.125,13.75,6.5,13.5,8.5,8.75,14.1,6.833333333333333,13.125,13.833333333333334,10.75,12.5,14.25,8.5
13.0,12.166666666666666,14.0,13.0,14.75,14.0,12.25,12.25,13.0,14.5,11.75,13.875,12.8,9.666666666666666,13.5,13.0,13.5,13.666666666666666,13.75,9.25
8.0,8.833333333333334,4.0,11.0,12.5,13.333333333333334,11.125,11.0,11.0,13.75,12.0,11.5,11.4,9.5,15.0,10.5,13.0,12.5,15.25,10.25
5.0,15.333333333333334,5.0,8.5,15.0,14.5,12.375,15.25,8.5,16.5,11.0,11.25,15.1,7.833333333333333,14.625,14.833333333333334,13.25,13.5,10.25,9.5
7.5,12.0,7.5,11.0,15.0,14.333333333333334,12.125,11.5,11.0,13.5,11.5,9.5,12.8,10.166666666666666,12.0,12.666666666666666,10.75,14.5,11.25,12.25
5.0,9.666666666666666,12.0,9.5,13.5,12.666666666666666,13.25,10.0,9.5,14.5,8.75,10.25,11.2,7.5,14.0,10.333333333333334,11.5,12.666666666666666,12.5,7.5
15.0,12.166666666666666,12.0,11.75,6.75,9.333333333333334,8.875,11.75,11.75,6.0,12.25,9.25,10.4,11.833333333333334,14.125,12.0,11.0,8.666666666666666,15.0,13.75
12.0,12.166666666666666,9.0,6.0,10.5,12.166666666666666,9.5,11.0,6.0,14.25,9.0,11.125,12.1,6.666666666666667,13.375,11.5,10.25,10.166666666666666,9.0,8.0
15.0,14.0,13.0,10.5,16.0,13.0,13.25,13.0,10.5,16.5,11.5,11.5,13.6,9.666666666666666,17.25,13.0,13.5,14.666666666666666,15.0,9.5
9.0,15.333333333333334,10.0,13.25,16.5,16.833333333333332,12.875,16.0,13.25,16.0,14.0,14.25,16.1,12.5,17.625,16.0,13.25,14.833333333333334,15.0,11.75
13.0,14.0,9.0,9.5,14.5,12.333333333333334,12.25,14.5,9.5,16.5,11.0,11.25,13.2,7.333333333333333,18.0,14.0,12.0,12.666666666666666,15.5,9.0
15.0,13.666666666666666,10.0,13.5,13.5,12.333333333333334,12.5,14.0,13.5,12.5,12.5,12.75,12.8,13.333333333333334,13.25,14.0,12.0,13.333333333333334,13.5,12.5
6.0,14.666666666666666,8.0,12.0,17.0,16.0,14.75,13.0,12.0,16.5,13.5,12.0,15.2,10.333333333333334,16.0,14.0,15.0,14.666666666666666,13.5,9.5
13.0,14.333333333333334,11.0,12.25,14.5,14.333333333333334,13.625,15.0,12.25,13.0,13.0,15.0,14.2,11.666666666666666,14.0,15.0,14.25,14.166666666666666,13.0,12.75
13.0,11.833333333333334,12.0,11.5,14.0,12.333333333333334,13.125,11.25,11.5,12.75,12.75,11.125,12.2,8.333333333333334,13.0,11.333333333333334,14.5,14.166666666666666,11.75,9.25
15.0,10.833333333333334,2.5,15.0,8.5,7.833333333333333,8.75,9.25,15.0,4.25,12.75,9.875,8.7,10.666666666666666,13.0,10.333333333333334,6.75,10.333333333333334,13.5,7.5
15.0,11.666666666666666,12.0,13.0,12.0,11.333333333333334,10.75,13.5,13.0,9.5,10.5,11.25,11.2,13.0,14.5,13.333333333333334,10.0,11.333333333333334,14.0,14.0
14.0,12.333333333333334,15.0,12.0,15.0,13.333333333333334,13.5,12.5,12.0,14.5,14.0,13.0,12.6,9.0,15.5,13.0,16.5,15.0,16.0,9.5
16.0,10.166666666666666,11.5,9.5,12.25,12.166666666666666,9.625,13.5,9.5,10.75,11.0,12.375,11.2,11.0,10.125,12.666666666666666,8.0,10.5,11.0,10.0
18.0,12.333333333333334,15.0,13.75,9.5,12.5,9.125,13.25,13.75,10.5,12.5,11.125,11.9,13.833333333333334,13.75,13.833333333333334,10.25,10.5,11.75,11.75
16.0,12.5,4.0,15.0,11.5,10.833333333333334,10.25,14.5,15.0,6.75,14.0,14.125,11.1,10.5,11.375,14.5,8.25,12.666666666666666,13.25,8.0
5.0,13.0,12.0,12.5,15.5,13.666666666666666,13.75,13.0,12.5,15.5,14.0,12.5,13.2,11.666666666666666,16.0,13.333333333333334,16.5,15.0,11.5,11.0
9.0,13.0,13.0,11.5,16.5,14.333333333333334,14.25,12.5,11.5,15.0,12.5,11.25,13.4,10.333333333333334,15.5,13.333333333333334,15.0,15.333333333333334,13.0,13.5
17.0,11.666666666666666,13.0,11.5,13.5,12.0,11.5,14.5,11.5,13.0,13.0,14.25,11.6,12.333333333333334,15.25,14.0,9.5,11.666666666666666,13.5,11.5
