Player,UID,AF,CF,DLF,F9,P,PF,TM
Ulisse Bizzarri,2000566954.0,12.9,12.6,13.6,13.6,12.9,12.9,11.1
Elidon Gega,2000189330.0,12.25,11.7,13.9,12.6,12.25,11.65,10.8
Luigi Braga,2000506750.0,10.25,8.9,10.1,8.85,10.25,9.4,9.9
Marten Ortmann,2000503144.0,14.0,13.1,13.8,14.0,14.0,12.9,11.9
Francisco Palacios,2000497737.0,12.8,10.45,11.7,11.35,12.8,12.55,10.95
Alessandro Granelli,2000435799.0,12.15,12.7,13.6,12.95,12.15,12.2,11.8
Giacomo Cobianchi,2000434023.0,14.0,14.75,15.6,15.0,14.0,13.25,14.6
Fabio De Santis,2000434022.0,11.95,12.2,13.35,13.0,11.95,11.8,11.85
Giorgio Addessi,2000434016.0,14.4,13.85,13.2,12.6,14.4,14.55,13.7
Mario Miola,2000273723.0,13.65,11.45,12.8,12.4,13.65,12.75,10.8
Alexandros Goublias,2000234468.0,13.7,12.25,13.25,13.6,13.7,12.95,10.9
Gianluca Bettoni,2000189336.0,11.7,12.1,12.9,12.25,11.7,11.3,11.0
Yannick Ako,2000186992.0,11.8,10.8,11.9,12.5,11.8,10.4,10.0
Sebastián Vázquez,2000180227.0,11.2,9.2,10.45,9.5,11.2,11.25,11.5
Luca Cellino,2000566956.0,12.1,10.65,10.55,11.15,12.1,11.25,9.95
Oscar Barreto,2000541646.0,14.7,13.4,14.2,14.1,14.7,13.1,13.6
Emil Andri Valdimarsson,2000355768.0,15.1,13.7,15.25,14.8,15.1,14.3,13.2
Dušan Milovac,2000211178.0,14.9,12.2,13.3,13.5,14.9,13.7,12.5
Malo Gusto,49056280.0,12.25,12.15,13.4,12.8,12.25,12.45,12.05
Emanuel Vignato,43296186.0,15.1,13.8,15.0,15.6,15.1,13.3,12.6
Matteo Pessina,43155796.0,13.65,14.0,14.35,14.2,13.65,14.0,13.6
Kasper Dolberg,27102380.0,12.65,12.25,12.75,12.15,12.65,11.5,12.15
Filippo D'Alena,2000323504.0,9.4,8.45,10.15,8.05,9.4,9.75,9.1
Jacopo Lombardini,2000626005.0,11.7,10.7,11.5,10.5,11.7,11.9,11.7
Moussa Dembélé,85104422.0,15.1,14.3,14.6,13.7,15.1,13.9,14.7
Luigi Cima,2000566953.0,9.9,10.55,11.0,10.4,9.9,10.8,10.4
Gianni Rizzo,2000323580.0,11.65,10.65,11.35,10.5,11.65,11.9,11.3
Pierluigi Gollini,43090278.0,9.1,9.6,11.65,9.4,9.1,10.4,10.25
Wiliam Ávalos,2000564454.0,15.5,13.6,14.0,13.7,15.5,14.0,12.1
Danilo,2000410771.0,14.3,13.6,14.2,14.0,14.3,13.7,12.7
Claudio Corti,2000506751.0,12.8,11.5,12.0,11.8,12.8,12.8,11.9
Pervis Estupiñán,86045976.0,14.1,12.0,13.2,13.2,14.1,12.9,12.2
Sante Curto,2000566959.0,12.4,12.85,14.35,13.1,12.4,13.35,12.0
Tanguy Nianzou,49048365.0,13.9,13.4,14.1,13.5,13.9,13.7,13.9
Tommaso Pobega,43269242.0,13.5,13.3,13.7,13.3,13.5,13.6,13.8
Ludovico Gelmi,43372276.0,6.4,5.9,7.65,6.65,6.4,6.35,7.45
