Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Ulisse Bizzarri,2000566954.0,1.5,14.5,16.0,13.5,2.5,1.0,2.0,2.5
Elidon Gega,2000189330.0,3.0,13.25,15.0,11.5,2.25,2.0,2.25,2.25
Luigi Braga,2000506750.0,3.0,13.0,12.0,9.58,2.25,3.0,1.75,2.25
Marten Ortmann,2000503144.0,3.0,13.25,13.5,12.67,2.5,1.0,2.5,2.0
Francisco Palacios,2000497737.0,2.5,14.0,16.5,11.25,2.0,3.0,2.5,4.0
Alessandro Granelli,2000435799.0,2.5,13.38,12.5,11.75,3.75,2.0,2.0,1.75
Giacomo Cobianchi,2000434023.0,2.5,14.12,12.5,13.0,2.75,2.5,2.5,2.0
Fabio De Santis,2000434022.0,2.5,13.88,11.5,11.0,2.25,2.0,3.5,3.0
Giorgio Addessi,2000434016.0,3.25,13.62,14.5,12.33,1.75,2.0,3.5,2.25
Mario Miola,2000273723.0,3.5,15.0,14.5,10.5,3.0,2.5,2.0,2.75
Alexandros Goublias,2000234468.0,2.5,12.88,15.5,13.17,2.25,3.5,3.0,2.25
Gianluca Bettoni,2000189336.0,2.25,12.38,11.75,10.92,2.5,2.0,2.25,2.75
Yannick Ako,2000186992.0,2.75,12.0,14.5,10.08,1.75,1.5,2.0,2.0
Sebastián Vázquez,2000180227.0,2.0,13.75,13.5,11.17,2.75,2.0,2.0,3.0
Luca Cellino,2000566956.0,2.5,10.88,15.0,11.25,2.75,5.0,3.75,2.75
Oscar Barreto,2000541646.0,1.5,15.25,16.5,12.17,2.0,2.0,2.0,2.5
Emil Andri Valdimarsson,2000355768.0,2.25,16.38,17.5,15.75,1.75,3.5,2.0,2.25
Dušan Milovac,2000211178.0,2.0,16.5,17.5,12.17,1.5,3.0,1.0,2.0
Malo Gusto,49056280.0,2.75,14.25,13.0,13.17,2.5,2.0,3.0,3.0
Emanuel Vignato,43296186.0,2.5,14.5,15.5,13.5,2.5,2.0,3.0,1.0
Matteo Pessina,43155796.0,3.25,14.0,13.0,14.58,1.75,2.0,1.25,2.75
Kasper Dolberg,27102380.0,3.25,11.62,13.0,11.67,2.5,2.0,3.25,2.0
Filippo D'Alena,2000323504.0,15.0,12.5,13.5,10.67,13.25,2.0,14.0,13.5
Jacopo Lombardini,2000626005.0,1.5,14.25,14.0,12.33,1.0,1.0,2.5,1.5
Moussa Dembélé,85104422.0,1.5,15.0,15.0,13.5,1.5,1.0,3.0,1.5
Luigi Cima,2000566953.0,3.0,12.62,9.75,13.0,2.25,5.0,2.75,1.25
Gianni Rizzo,2000323580.0,2.0,12.62,15.25,12.42,2.25,3.5,4.0,3.0
Pierluigi Gollini,43090278.0,16.0,12.38,10.0,14.5,13.0,16.0,13.5,14.5
Wiliam Ávalos,2000564454.0,1.5,14.5,16.5,12.17,2.5,3.0,2.5,1.0
Danilo,2000410771.0,2.5,13.5,16.5,11.17,3.0,2.0,3.0,2.5
Claudio Corti,2000506751.0,2.0,15.0,15.5,14.67,2.0,3.0,2.0,1.5
Pervis Estupiñán,86045976.0,3.0,15.0,15.0,12.67,1.5,3.0,1.0,2.0
Sante Curto,2000566959.0,2.25,14.12,14.0,13.67,2.25,2.0,2.5,3.0
Tanguy Nianzou,49048365.0,2.0,16.25,16.5,14.17,2.5,2.0,1.0,2.5
Tommaso Pobega,43269242.0,2.0,15.0,14.0,14.0,2.5,4.0,2.0,2.0
Ludovico Gelmi,43372276.0,12.5,8.5,9.0,11.5,12.25,5.0,15.0,9.5
