Player,UID,WM,W,DW,IW,IF,WG
Ulisse Bizzarri,2000566954.0,13.1,13.2,13.5,14.0,13.1,12.17
Elidon Gega,2000189330.0,10.75,11.75,10.3,12.25,11.5,10.96
Luigi Braga,2000506750.0,8.25,8.65,10.05,9.25,8.8,9.29
Marten Ortmann,2000503144.0,13.6,14.0,11.3,14.7,14.0,12.75
Francisco Palacios,2000497737.0,11.65,13.25,10.85,11.6,11.0,12.46
Alessandro Granelli,2000435799.0,12.45,12.35,10.6,13.8,13.35,11.96
Giacomo Cobianchi,2000434023.0,12.75,13.35,10.7,14.45,14.6,12.96
Fabio De Santis,2000434022.0,11.8,12.35,10.25,13.15,12.45,11.38
Giorgio Addessi,2000434016.0,11.95,13.65,10.5,13.55,14.4,13.62
Mario Miola,2000273723.0,12.0,13.5,10.5,13.05,13.2,12.25
Alexandros Goublias,2000234468.0,13.0,14.05,10.85,14.35,13.6,12.54
Gianluca Bettoni,2000189336.0,11.9,11.3,11.65,13.3,12.95,10.67
Yannick Ako,2000186992.0,10.5,12.5,8.6,11.5,11.0,11.83
Sebastián Vázquez,2000180227.0,10.3,11.15,11.9,8.95,8.35,11.54
Luca Cellino,2000566956.0,10.8,12.35,9.25,12.0,11.4,12.04
Oscar Barreto,2000541646.0,12.2,14.2,10.6,13.9,13.4,14.17
Emil Andri Valdimarsson,2000355768.0,13.9,14.85,13.35,15.4,14.6,13.96
Dušan Milovac,2000211178.0,12.7,14.8,10.5,13.6,13.1,14.17
Malo Gusto,49056280.0,12.8,12.2,13.1,13.5,12.55,12.25
Emanuel Vignato,43296186.0,13.5,15.1,11.8,15.2,14.7,13.75
Matteo Pessina,43155796.0,14.1,13.5,13.5,14.6,14.4,13.25
Kasper Dolberg,27102380.0,10.15,11.75,8.6,11.8,11.9,11.88
Filippo D'Alena,2000323504.0,7.15,8.1,9.55,8.7,7.95,8.21
Jacopo Lombardini,2000626005.0,11.2,11.4,12.6,10.7,10.6,11.75
Moussa Dembélé,85104422.0,11.9,13.6,9.9,13.6,14.1,13.75
Luigi Cima,2000566953.0,11.0,9.9,11.75,11.7,11.4,10.54
Gianni Rizzo,2000323580.0,10.85,11.1,12.3,11.55,10.7,12.0
Pierluigi Gollini,43090278.0,8.8,8.45,10.4,10.45,9.75,8.71
Wiliam Ávalos,2000564454.0,13.1,14.3,11.1,14.7,14.6,13.33
Danilo,2000410771.0,13.4,14.5,12.0,14.4,14.1,13.92
Claudio Corti,2000506751.0,12.5,12.8,13.2,12.6,12.4,13.17
Pervis Estupiñán,86045976.0,13.4,14.0,13.3,13.3,13.0,13.25
Sante Curto,2000566959.0,13.65,12.6,13.5,14.2,13.25,11.92
Tanguy Nianzou,49048365.0,13.3,14.0,14.0,13.4,12.7,14.33
Tommaso Pobega,43269242.0,13.7,13.0,14.4,13.6,13.4,13.17
Ludovico Gelmi,43372276.0,5.6,5.3,6.8,6.1,5.65,5.92
