Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Ulisse Bizzarri,2000566954.0,4.0,14.0,10.0,10.0,14.5,15.33,13.67,14.5,10.0,13.5,12.5,10.75,14.4,11.33,15.25,15.0,12.0,14.5,13.0,9.67,13.0
Elidon Gega,2000189330.0,6.0,12.17,8.0,15.0,14.25,13.0,12.5,12.75,15.0,11.0,12.25,12.25,12.8,12.33,15.0,12.33,9.5,14.25,14.75,11.67,8.0
Luigi Braga,2000506750.0,15.0,8.83,10.0,10.5,9.75,9.0,7.33,8.0,10.5,8.0,11.0,8.25,8.2,11.0,13.12,9.5,7.5,10.0,13.0,6.0,12.0
Marten Ortmann,2000503144.0,5.0,15.67,8.0,11.0,16.0,12.67,12.33,14.5,11.0,15.5,12.0,12.0,14.2,9.67,14.25,14.33,15.0,13.5,11.0,13.0,7.0
Francisco Palacios,2000497737.0,9.0,12.83,8.0,9.75,11.25,11.0,11.17,14.25,9.75,11.5,11.25,9.38,12.2,9.17,15.62,13.0,13.5,12.0,12.5,8.33,8.0
Alessandro Granelli,2000435799.0,11.0,12.67,9.0,11.0,15.25,14.0,13.17,15.5,11.0,13.75,9.75,11.5,14.0,9.83,13.0,13.67,13.0,16.0,12.0,13.0,7.5
Giacomo Cobianchi,2000434023.0,9.0,13.17,13.0,13.5,17.75,13.33,14.5,13.25,13.5,16.0,13.75,12.62,13.4,10.67,13.5,13.0,15.5,16.75,16.75,14.83,4.0
Fabio De Santis,2000434022.0,7.0,14.67,6.0,6.5,15.0,13.5,12.0,13.75,6.5,13.5,8.5,8.75,14.1,6.83,13.12,13.83,13.0,14.5,14.25,11.83,8.5
Giorgio Addessi,2000434016.0,13.0,12.17,14.0,13.0,14.75,14.0,11.5,12.25,13.0,14.5,11.75,13.88,12.8,9.67,13.5,13.0,12.5,13.25,13.75,14.83,4.0
Mario Miola,2000273723.0,8.0,8.83,4.0,11.0,12.5,13.33,11.0,11.0,11.0,13.75,12.0,11.5,11.4,9.5,15.0,10.5,14.5,13.0,15.25,12.5,9.0
Alexandros Goublias,2000234468.0,5.0,15.33,5.0,8.5,15.0,14.5,12.67,15.25,8.5,16.5,11.0,11.25,15.1,7.83,14.62,14.83,15.0,14.5,10.25,11.33,7.5
Gianluca Bettoni,2000189336.0,7.5,12.0,7.5,11.0,15.0,14.33,12.33,11.5,11.0,13.5,11.5,9.5,12.8,10.17,12.0,12.67,10.0,16.0,11.25,10.83,13.0
Yannick Ako,2000186992.0,5.0,9.67,12.0,9.5,13.5,12.67,14.0,10.0,9.5,14.5,8.75,10.25,11.2,7.5,14.0,10.33,12.0,13.5,12.5,11.0,4.0
Sebastián Vázquez,2000180227.0,15.0,12.17,12.0,11.75,6.75,9.33,8.0,11.75,11.75,6.0,12.25,9.25,10.4,11.83,14.12,12.0,10.5,7.25,15.0,4.33,16.0
Luca Cellino,2000566956.0,12.0,12.17,9.0,6.0,10.5,12.17,9.67,11.0,6.0,14.25,9.0,11.12,12.1,6.67,13.38,11.5,11.5,10.75,9.0,9.0,7.0
Oscar Barreto,2000541646.0,15.0,14.0,13.0,10.5,16.0,13.0,13.33,13.0,10.5,16.5,11.5,11.5,13.6,9.67,17.25,13.0,14.0,15.5,15.0,13.33,6.0
Emil Andri Valdimarsson,2000355768.0,9.0,15.33,10.0,13.25,16.5,16.83,13.0,16.0,13.25,16.0,14.0,14.25,16.1,12.5,17.62,16.0,14.0,16.0,15.0,11.67,11.0
Dušan Milovac,2000211178.0,13.0,14.0,9.0,9.5,14.5,12.33,12.33,14.5,9.5,16.5,11.0,11.25,13.2,7.33,18.0,14.0,12.0,13.0,15.5,11.33,6.0
Malo Gusto,49056280.0,15.0,13.67,10.0,13.5,13.5,12.33,12.33,14.0,13.5,12.5,12.5,12.75,12.8,13.33,13.25,14.0,11.0,13.5,13.5,8.83,12.0
Emanuel Vignato,43296186.0,6.0,14.67,8.0,12.0,17.0,16.0,15.0,13.0,12.0,16.5,13.5,12.0,15.2,10.33,16.0,14.0,16.0,15.0,13.5,13.67,5.0
