Match,Player,UID
#GK,Filippo D'Alena,2000323504
#GK,Pierluigi Gollini,43090278
#GK,Ludovico Gelmi,43372276
#DR,Ulisse Bizzarri,2000566954
#DR,Francisco Palacios,2000497737
#DR,Emil Andri Valdimarsson,2000355768
#DR,Malo Gusto,49056280
#DR,Claudio Corti,2000506751
#DC,Elidon Gega,2000189330
#DC,Luigi Braga,2000506750
#DC,Sebastián Vázquez,2000180227
#DC,Jacopo Lombardini,2000626005
#DC,Luigi Cima,2000566953
#DC,Gianni Rizzo,2000323580
#DC,Claudio Corti,2000506751
#DC,Tanguy Nianzou,49048365
#DL,Emil Andri Valdimarsson,2000355768
#DL,Jacopo Lombardini,2000626005
#DL,Gianni Rizzo,2000323580
#DL,Pervis Estupiñán,86045976
#WBR,Ulisse Bizzarri,2000566954
#WBR,Francisco Palacios,2000497737
#WBR,Malo Gusto,49056280
#DM,Elidon Gega,2000189330
#DM,Fabio De Santis,2000434022
#DM,Gianluca Bettoni,2000189336
#DM,Malo Gusto,49056280
#DM,Matteo Pessina,43155796
#DM,Luigi Cima,2000566953
#DM,Sante Curto,2000566959
#DM,Tanguy Nianzou,49048365
#DM,Tommaso Pobega,43269242
#WBL,Pervis Estupiñán,86045976
#MR,Marten Ortmann,2000503144
#MR,Emanuel Vignato,43296186
#MC,Elidon Gega,2000189330
#MC,Alessandro Granelli,2000435799
#MC,Fabio De Santis,2000434022
#MC,Mario Miola,2000273723
#MC,Alexandros Goublias,2000234468
#MC,Gianluca Bettoni,2000189336
#MC,Luca Cellino,2000566956
#MC,Malo Gusto,49056280
#MC,Matteo Pessina,43155796
#MC,Luigi Cima,2000566953
#MC,Danilo,2000410771
#MC,Sante Curto,2000566959
#MC,Tommaso Pobega,43269242
#ML,Yannick Ako,2000186992
#ML,Luca Cellino,2000566956
#ML,Dušan Milovac,2000211178
#ML,Kasper Dolberg,27102380
#ML,Pervis Estupiñán,86045976
#AMR,Marten Ortmann,2000503144
#AMR,Francisco Palacios,2000497737
#AMR,Alexandros Goublias,2000234468
#AMR,Oscar Barreto,2000541646
#AMR,Emanuel Vignato,43296186
#AMR,Kasper Dolberg,27102380
#AMR,Wiliam Ávalos,2000564454
#AMR,Danilo,2000410771
#AMC,Elidon Gega,2000189330
#AMC,Marten Ortmann,2000503144
#AMC,Alessandro Granelli,2000435799
#AMC,Fabio De Santis,2000434022
#AMC,Mario Miola,2000273723
#AMC,Alexandros Goublias,2000234468
#AMC,Gianluca Bettoni,2000189336
#AMC,Oscar Barreto,2000541646
#AMC,Emanuel Vignato,43296186
#AMC,Matteo Pessina,43155796
#AMC,Kasper Dolberg,27102380
#AMC,Danilo,2000410771
#AML,Alexandros Goublias,2000234468
#AML,Yannick Ako,2000186992
#AML,Luca Cellino,2000566956
#AML,Oscar Barreto,2000541646
#AML,Dušan Milovac,2000211178
#AML,Emanuel Vignato,43296186
#AML,Kasper Dolberg,27102380
#AML,Pervis Estupiñán,86045976
#STC,Giacomo Cobianchi,2000434023
#STC,Giorgio Addessi,2000434016
#STC,Yannick Ako,2000186992
#STC,Oscar Barreto,2000541646
#STC,Kasper Dolberg,27102380
#STC,Moussa Dembélé,85104422
#STC,Wiliam Ávalos,2000564454
