Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
José Curras,67294881.0,15.0,12.17,6.0,10.5,11.75,13.33,10.83,13.5,10.5,11.0,12.5,12.5,12.4,11.33,13.62,13.83,9.5,12.0,11.0,9.0,13.0,alaves
Vyacheslav Karavaev,58076747.0,10.0,12.33,10.0,13.75,12.5,12.17,13.67,12.75,13.75,11.0,12.75,14.25,12.1,13.5,12.12,12.83,11.0,13.25,11.75,9.5,15.0,alaves
Junior Esparragoza,2000179937.0,13.0,11.67,9.0,11.75,7.0,11.83,7.33,12.0,11.75,6.5,12.0,12.75,11.3,12.5,13.0,12.67,9.0,8.5,13.5,5.33,13.0,albacete
Ángel Luis Arcas,2000571805.0,16.0,16.33,9.0,13.5,12.0,10.33,9.67,14.25,13.5,11.0,12.5,11.38,13.0,13.0,14.25,14.5,12.0,12.0,11.25,7.17,12.0,albacete
Marc Jurado,2000032704.0,10.0,12.0,9.0,13.0,14.5,13.67,13.33,12.5,13.0,14.0,13.5,11.25,12.4,12.67,16.0,13.33,12.0,14.5,13.5,10.0,12.0,amadrd
Tomás Esteves,83228786.0,15.0,14.33,9.0,14.25,13.25,13.83,12.33,14.25,14.25,14.0,15.0,10.62,14.1,13.83,15.75,14.17,17.0,13.0,12.5,9.5,12.0,barc
Asier Grande,2000048078.0,7.0,13.0,10.0,12.5,11.75,13.67,11.83,13.75,12.5,12.25,13.0,12.75,13.2,11.67,15.25,13.83,9.0,13.25,12.0,9.33,15.0,bilbao
Luka Jovanović,2000604683.0,7.0,10.33,8.0,9.0,12.0,11.33,14.0,9.5,9.0,14.0,10.5,9.25,10.8,8.0,15.0,10.0,9.0,13.5,11.0,8.67,6.0,cadiz
Nico Mickelson,53138009.0,11.0,12.17,6.0,8.75,14.5,11.67,12.33,12.5,8.75,13.75,10.5,9.12,12.0,8.83,13.5,12.17,10.5,12.5,9.25,9.83,8.0,cadiz
Carlos Fernando,2000194985.0,10.0,13.67,10.0,11.75,11.75,12.5,10.67,15.75,11.75,11.5,13.0,11.38,13.1,12.17,13.25,14.83,8.0,11.5,11.5,7.83,9.0,coruna
Enock Kwateng,85134692.0,11.0,10.83,10.0,11.75,10.25,12.33,12.33,12.0,11.75,10.25,12.5,13.38,11.6,11.83,12.0,11.83,11.5,12.0,11.0,9.17,14.0,coruna
