Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Adil Aouchiche,49048441.0,6.33,12.75,14.25,14.33,14.0,14.33,11.0,11.75,alaves
Rafa Mir,67221051.0,7.17,14.5,14.0,11.0,13.17,11.67,15.0,11.25,alaves
Alexander Sørloth,53063430.0,4.83,13.75,12.5,11.67,14.17,13.0,14.5,13.42,alaves
Schurrle,83223653.0,10.17,12.62,13.0,15.33,12.33,13.0,8.0,12.5,alaves
Suleimane Rodrigues,2000190096.0,10.33,13.0,11.5,13.33,10.83,11.5,10.25,10.17,alaves
Ramiro Gabarri,2000198124.0,4.33,14.62,15.0,13.67,11.83,13.67,9.5,10.17,albacete
Luis Nsambi,2000631649.0,7.33,12.62,12.75,15.0,11.5,14.83,11.5,11.83,albacete
Francisco Jesús Carbonell,2000440196.0,10.67,12.88,13.0,14.67,11.0,13.33,11.0,13.08,albacete
Alberto,2000512206.0,6.0,13.38,13.0,14.33,12.67,14.67,10.5,10.17,albacete
Raúl De Tomás,67156425.0,6.5,9.75,10.5,13.67,14.67,12.67,11.5,11.75,albacete
Gustavo Zamora,2000512210.0,5.17,13.38,15.5,13.17,11.5,14.33,9.5,10.33,albacete
Bright Adjei,2000660374.0,6.33,12.5,12.0,11.67,13.33,15.33,8.5,11.83,albacete
Álex Olmedo,2000034591.0,7.33,11.75,14.0,12.67,9.0,13.0,6.5,9.83,albacete
Chema Nuñez,67232678.0,9.0,9.62,11.5,14.83,11.5,12.33,6.75,10.33,albacete
Ángel Luis Arcas,2000571805.0,12.0,12.62,14.75,11.17,11.17,11.33,12.5,13.0,albacete
0,62127037.0,11.0,14.5,11.5,16.67,15.0,15.0,16.0,15.17,amadrd
Manoel Azambuja,2000410625.0,11.67,15.38,16.0,17.0,16.67,17.33,11.0,14.42,amadrd
João Félix,83169822.0,5.67,13.25,12.5,17.33,17.0,17.0,9.0,14.33,amadrd
Pierre Dwomoh,2000006277.0,8.0,13.25,14.5,15.33,13.67,16.0,13.5,13.33,amadrd
Thomas Lemar,85093001.0,7.33,12.0,14.0,15.67,13.33,16.0,6.0,12.67,amadrd
Marcos Llorente,67196198.0,13.33,12.0,11.5,13.33,12.33,12.0,10.5,14.33,amadrd
Alexander Villarreal,2000499325.0,6.67,14.5,15.5,14.17,10.17,13.83,7.0,11.17,amadrd
Phil Foden,28108494.0,9.67,15.0,15.5,17.33,15.67,17.33,8.0,14.83,barc
Jonay Morán,2000194461.0,12.0,14.5,15.0,15.67,13.67,15.0,11.0,13.33,barc
Diego Laínez,51063318.0,6.67,15.25,15.5,15.0,13.67,15.67,6.0,14.17,barc
Rayan Cherki,49056279.0,6.33,15.5,15.0,15.33,15.33,17.33,9.0,12.33,barc
Ilaix Moriba,67279753.0,12.17,15.25,15.5,17.0,13.33,16.67,13.5,14.08,barc
Dejan Kulusevski,43295814.0,9.33,15.5,15.0,17.0,14.67,16.33,11.0,15.17,barc
Gabriel Jesus,19220266.0,7.33,13.5,14.5,15.0,15.33,15.33,11.0,13.5,barc
Harry Kane,28049320.0,10.83,10.0,9.5,16.33,18.0,13.67,12.0,16.25,barc
Vítor Ferreira,83174762.0,12.33,14.5,15.0,15.67,14.67,16.0,6.0,15.0,barc
Gennady Korshunov,2000238109.0,7.17,14.0,15.0,13.0,16.83,14.67,13.5,11.17,barc
Oihan Sancet,67260204.0,10.17,14.0,15.0,16.0,14.67,13.67,13.5,12.92,bilbao
Fran Alonso,2000570282.0,6.5,13.75,16.0,14.0,11.67,14.0,13.5,11.58,bilbao
Aimar Oroz,67276375.0,8.33,11.75,13.0,15.5,9.5,15.5,6.0,11.67,bilbao
Mikel Garai,2000438623.0,8.17,15.25,13.5,13.5,16.83,17.0,12.0,12.33,bilbao
Jon Magunazelaia,2000438619.0,6.33,12.5,13.0,14.5,12.33,14.0,8.5,13.0,bilbao
Mateusz Bogusz,96129140.0,9.17,13.38,13.5,14.33,14.33,13.67,7.5,13.42,cadiz
Gerardo Gallardo,2000440602.0,6.17,11.62,17.0,12.67,10.83,14.0,6.5,10.0,cadiz
Toni Dorado,2000197158.0,8.83,12.88,10.0,15.0,14.33,14.0,9.5,12.25,cadiz
Tiago Geralnik,14224252.0,8.0,12.12,15.0,13.83,14.0,13.83,11.0,9.42,cadiz
Luciano Ferreyra,14227040.0,12.5,13.75,14.0,14.5,12.83,15.17,7.0,11.42,cadiz
Yesinguer Vinasco,2000415655.0,5.17,13.88,13.0,14.33,12.83,13.33,12.0,11.33,cadiz
Jose Antonio Molina,2000571459.0,5.5,13.12,12.5,14.83,13.17,12.5,9.75,11.33,cadiz
Saúl Rodríguez,2000440182.0,4.0,13.5,16.0,12.33,13.0,13.67,11.0,12.0,coruna
Tòfol Montiel,43459237.0,5.0,12.0,13.5,14.67,13.0,15.0,7.5,11.67,coruna
Salva Gutiérrez,2000571656.0,8.0,11.62,12.5,14.67,10.17,11.83,6.5,12.08,coruna
Iago Salamanca,2000710728.0,5.67,10.62,11.25,12.5,14.0,14.83,11.5,12.08,coruna
Nabil Touaizi,28113829.0,7.67,13.5,14.5,12.5,12.5,15.5,12.5,10.33,coruna
Joaquín Correa,14042683.0,3.67,10.25,12.0,15.83,12.83,15.83,9.0,13.0,coruna
Xabier Santamaría,2000202642.0,4.83,12.88,12.0,11.5,12.0,12.5,7.75,10.58,coruna
Oier Zarraga,67260201.0,11.33,13.38,14.5,13.33,11.33,12.33,10.5,13.33,espanyol
Óscar Melendo,67214687.0,7.5,13.0,14.0,15.17,12.0,14.33,6.5,13.25,espanyol
Brais Méndez,67199158.0,6.67,11.38,12.5,14.33,13.67,14.83,9.5,12.25,espanyol
David,2000441683.0,6.83,13.38,13.5,14.17,12.17,14.33,10.0,11.75,espanyol
Matías Vargas,14141967.0,6.67,13.75,14.0,15.67,14.17,15.33,5.5,12.92,espanyol
Rami Hajal,93099931.0,5.67,12.88,13.0,15.0,11.33,13.0,11.5,11.75,espanyol
Serafín,2000512562.0,9.0,15.0,17.0,13.5,11.33,14.5,11.5,10.17,granada
Moussa Djenepo,6601602.0,5.5,13.12,15.0,11.33,10.83,13.0,7.5,12.0,granada
Jose Luis,2000438355.0,9.67,13.88,15.0,15.67,12.33,14.67,12.5,13.75,granada
Eugenio Caínzos,2000630560.0,6.33,12.12,15.0,16.0,9.83,14.17,7.5,11.17,granada
Jesse Lingard,28047560.0,6.5,8.38,10.0,11.67,12.67,13.0,4.0,13.83,granada
Edimilson Fernandes,98030084.0,11.67,11.25,10.5,12.67,10.17,12.83,11.25,11.33,granada
Félix,2000192673.0,10.33,12.5,13.0,14.17,12.0,13.67,11.0,11.92,granada
Migue Ortiz,2000630559.0,7.0,14.25,13.5,14.33,11.33,14.33,8.0,12.0,granada
José,2000570829.0,8.17,12.5,12.5,15.83,12.33,15.83,7.5,12.08,laspalmas
Beñat Sanz,2000439251.0,6.0,12.5,11.0,16.33,12.0,13.0,9.5,12.0,laspalmas
Anders Nygaard,2000569028.0,6.0,14.0,12.5,14.33,15.33,13.0,11.0,13.33,laspalmas
Gil Dias,55082920.0,7.5,11.38,13.0,12.5,11.83,13.33,10.0,10.58,laspalmas
Enzo Loiodice,49045906.0,11.67,13.12,11.25,14.33,11.5,13.83,5.5,12.42,laspalmas
Leo Díaz,2000630127.0,8.33,12.75,17.0,13.67,12.33,16.33,6.0,11.5,laspalmas
Àlex Collado,67246435.0,6.17,11.88,13.0,15.0,12.5,14.67,7.0,12.17,leganes
John McGinn,61043070.0,12.33,12.5,11.5,14.67,12.83,14.17,7.75,13.17,leganes
Amarildo Gojani,2000505067.0,6.0,14.25,13.5,14.33,13.33,15.67,9.0,11.33,leganes
Freddy Vargas,86061304.0,7.5,13.25,13.0,13.17,11.33,13.67,9.0,12.58,leganes
Ángel Cabello,2000438822.0,7.67,14.62,13.0,13.33,14.33,15.0,12.5,12.17,leganes
Olaus Skarsem,89051875.0,6.33,9.5,13.0,14.17,13.0,13.67,4.0,10.92,leganes
Javier Pascua,2000573866.0,4.67,12.75,14.5,12.0,13.0,12.67,7.0,10.58,leganes
Gianluca Bellucci,2000508898.0,10.0,13.0,12.5,10.67,11.0,14.33,8.5,11.67,leganes
Rodrigo Zalazar,67271371.0,10.0,12.25,11.5,12.0,11.17,12.17,9.25,11.17,leganes
Ifeanyi Mathew,53141633.0,10.17,12.5,11.0,14.33,12.33,13.83,9.0,12.83,leganes
Óscar Clemente,67259874.0,10.5,11.12,13.5,13.67,13.17,13.33,8.5,13.0,leganes
Nils Mortimer,67265795.0,4.33,12.5,14.5,12.83,14.0,14.0,10.5,11.08,leganes
Miguel,2000192899.0,5.33,14.38,15.75,14.67,10.67,13.67,8.5,11.67,leganes
Gavi,2000049413.0,6.67,13.75,14.0,15.67,13.0,15.0,8.0,12.33,realhisp
Jose Carlos,2000438639.0,10.67,14.0,15.5,13.83,12.0,15.5,6.5,11.83,realhisp
Abel Angulo,2000438635.0,12.83,12.12,11.0,13.67,12.0,11.33,9.0,12.83,realhisp
Alfonso Miranda,2000629593.0,10.5,14.25,14.5,13.5,11.5,13.33,7.5,10.67,realhisp
Orel Mangala,18087973.0,12.0,14.88,13.75,12.67,11.0,14.0,10.0,13.83,realhisp
Txus Alba,2000048420.0,7.17,11.62,12.5,14.5,12.5,13.33,7.0,12.08,realhisp
Martín Martínez,2000439252.0,6.5,12.88,12.5,13.0,12.0,13.5,11.5,11.33,realhisp
Marc Trives,2000439546.0,7.17,11.12,13.0,11.33,15.5,10.67,12.5,11.33,realhisp
Youri Tielemans,18077264.0,12.33,12.75,12.0,17.33,15.0,15.67,8.5,14.33,rmdrd
Raheem Sterling,28054109.0,9.0,14.25,14.5,15.0,15.33,15.33,8.5,14.33,rmdrd
Jadon Sancho,28108490.0,6.0,13.5,16.0,17.0,15.33,16.67,9.0,12.0,rmdrd
Odsonne Edouard,48036880.0,7.0,13.75,12.5,11.67,15.67,14.33,13.5,11.83,rmdrd
Ayrton Tallura,2000274550.0,7.0,14.0,13.5,17.0,11.0,17.33,8.5,12.33,rsana
