Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Samir Kacem,2000433838.0,13.0,12.67,11.0,10.5,13.0,11.67,11.0,13.25,10.5,9.5,11.0,14.88,11.4,11.33,14.12,14.17,6.0,13.0,14.75,7.83,15.0,alaves
Javi López,67293674.0,15.0,12.5,11.0,14.25,13.0,13.0,12.17,12.25,14.25,12.5,14.25,8.75,12.8,14.17,14.5,12.33,12.5,12.0,13.25,8.0,14.0,alaves
David Martínez,14136117.0,12.0,14.0,12.0,15.0,12.5,11.83,12.0,12.75,15.0,11.5,14.25,12.0,12.5,14.67,13.38,13.5,8.0,13.75,12.75,7.5,13.0,alaves
Birger Meling,29126536.0,5.0,11.83,9.0,13.25,11.5,10.33,12.83,13.25,13.25,10.0,12.25,15.25,10.8,12.5,11.25,13.0,10.5,12.75,9.5,8.17,11.0,alaves
Vyacheslav Karavaev,58076747.0,10.0,12.33,10.0,13.75,12.5,12.17,13.67,12.75,13.75,11.0,12.75,14.25,12.1,13.5,12.12,12.83,11.0,13.25,11.75,9.5,15.0,alaves
Josep,2000513274.0,10.0,11.33,8.0,11.25,8.5,11.83,9.67,13.5,11.25,10.5,10.5,13.0,11.5,11.83,15.5,13.0,12.0,10.5,15.0,7.0,13.0,albacete
Malang Sarr,48036830.0,13.0,13.0,14.0,14.5,14.0,13.0,13.33,13.5,14.5,12.5,15.5,14.25,13.0,14.33,15.75,13.33,12.0,14.0,15.5,10.0,14.0,amadrd
Gonzalo Sánchez,2000416515.0,7.0,14.67,12.0,14.0,14.5,12.67,10.33,16.5,14.0,11.5,14.5,12.5,13.6,13.33,17.25,15.67,13.0,12.0,13.5,9.67,12.0,amadrd
Juan Manuel,2000510085.0,6.0,13.0,9.0,12.0,18.0,14.0,14.0,15.0,12.0,14.5,14.0,12.75,13.4,12.0,16.0,14.67,13.0,15.0,15.0,11.33,12.0,amadrd
Thomas Lemar,85093001.0,6.0,13.67,6.0,12.0,17.0,14.0,16.67,13.0,12.0,16.0,13.5,12.25,14.0,10.33,14.0,13.0,13.0,17.0,10.0,14.0,6.0,amadrd
Noël Roux,2000188122.0,6.0,13.17,9.0,12.0,13.5,14.0,12.0,13.0,12.0,12.5,13.0,12.5,13.5,12.0,17.75,13.33,11.0,12.0,15.5,10.83,14.0,barc
Juan Vela,2000489085.0,16.0,12.5,15.0,14.25,11.25,12.0,10.17,13.25,14.25,9.0,15.25,12.5,12.0,14.17,15.25,13.33,11.5,11.0,15.75,8.33,16.0,barc
Sergio Reguilón,67211900.0,7.0,14.17,11.0,13.0,13.25,14.0,13.5,14.0,13.0,13.0,13.5,14.75,13.8,13.0,14.38,14.5,18.5,13.5,12.5,11.67,14.0,barc
Julen Letamendia,2000570277.0,8.0,14.0,10.0,13.0,12.0,15.33,11.5,14.0,13.0,12.0,14.0,14.75,14.0,13.0,15.0,15.33,10.0,12.0,14.0,9.83,17.0,bilbao
