Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
José Curras,67294881.0,15.0,12.17,6.0,10.5,11.75,13.33,10.83,13.5,10.5,11.0,12.5,12.5,12.4,11.33,13.62,13.83,9.5,12.0,11.0,9.0,13.0,alaves
Arnau Comas,67258409.0,15.0,12.17,14.0,12.75,11.0,10.0,10.17,11.75,12.75,8.5,12.25,13.75,11.0,12.83,13.75,11.67,5.5,11.75,14.5,8.5,14.0,alaves
Samir Kacem,2000433838.0,13.0,12.67,11.0,10.5,13.0,11.67,11.0,13.25,10.5,9.5,11.0,14.88,11.4,11.33,14.12,14.17,6.0,13.0,14.75,7.83,15.0,alaves
Arnar Bragason,2000357424.0,12.0,10.67,10.0,12.0,10.75,12.0,9.5,10.5,12.0,9.25,13.25,14.0,10.4,12.67,13.5,12.33,9.0,10.5,14.5,9.67,17.0,alaves
David Martínez,14136117.0,12.0,14.0,12.0,15.0,12.5,11.83,12.0,12.75,15.0,11.5,14.25,12.0,12.5,14.67,13.38,13.5,8.0,13.75,12.75,7.5,13.0,alaves
Ibrahim Sangaré,48042717.0,17.5,11.5,11.0,13.0,12.5,12.83,12.0,12.0,13.0,11.25,13.0,12.0,12.1,13.17,12.5,12.17,11.5,13.0,15.25,10.5,14.0,alaves
Juan Ángel Muñoz,2000512204.0,16.0,13.67,11.0,12.75,8.75,11.33,7.83,14.5,12.75,7.25,10.75,12.0,12.2,12.5,12.25,14.33,6.0,8.25,12.0,6.0,13.0,albacete
Junior Esparragoza,2000179937.0,13.0,11.67,9.0,11.75,7.0,11.83,7.33,12.0,11.75,6.5,12.0,12.75,11.3,12.5,13.0,12.67,9.0,8.5,13.5,5.33,13.0,albacete
Ricardo Peralta,2000438819.0,18.0,13.0,11.0,10.5,7.75,10.67,6.5,16.25,10.5,8.5,11.0,13.25,11.7,10.33,11.12,15.0,8.5,8.0,10.0,6.67,15.0,albacete
Antonio Sánchez,67272744.0,7.0,12.17,10.0,12.75,9.25,12.33,8.5,11.75,12.75,9.0,12.75,12.38,12.2,11.83,11.75,12.0,12.5,9.5,11.75,8.33,12.0,albacete
Fali,67155014.0,13.0,13.5,14.0,11.75,12.0,10.0,10.17,13.25,11.75,8.5,12.25,16.0,11.6,12.5,7.75,13.0,9.5,10.5,9.25,8.0,13.0,albacete
Marc Jurado,2000032704.0,10.0,12.0,9.0,13.0,14.5,13.67,13.33,12.5,13.0,14.0,13.5,11.25,12.4,12.67,16.0,13.33,12.0,14.5,13.5,10.0,12.0,amadrd
Nehuén Pérez,14181374.0,14.0,15.0,13.0,15.5,11.0,11.33,10.33,13.5,15.5,10.5,16.0,15.25,12.4,15.67,15.75,14.67,9.0,12.0,14.0,8.33,16.0,amadrd
Malang Sarr,48036830.0,13.0,13.0,14.0,14.5,14.0,13.0,13.33,13.5,14.5,12.5,15.5,14.25,13.0,14.33,15.75,13.33,12.0,14.0,15.5,10.0,14.0,amadrd
Gonzalo Sánchez,2000416515.0,7.0,14.67,12.0,14.0,14.5,12.67,10.33,16.5,14.0,11.5,14.5,12.5,13.6,13.33,17.25,15.67,13.0,12.0,13.5,9.67,12.0,amadrd
José Giménez,78060464.0,12.0,14.33,15.0,16.0,12.5,13.33,12.0,15.5,16.0,10.5,16.0,15.5,13.4,15.67,10.75,15.67,10.0,12.5,11.5,8.5,16.0,amadrd
Dimo Krastev,22081455.0,18.0,13.5,14.0,14.25,11.25,13.67,10.33,12.25,14.25,11.0,13.25,11.5,13.4,13.83,13.5,13.0,10.5,11.75,15.0,10.17,14.0,amadrd
Ronald Araújo,78085068.0,17.0,14.33,16.0,15.5,13.5,12.67,10.67,14.0,15.5,11.5,15.5,13.5,13.0,15.33,13.5,14.67,6.0,13.5,14.0,10.0,16.0,barc
Alessandro Bastoni,43252460.0,17.0,14.33,15.0,15.5,13.0,14.0,12.0,16.0,15.5,11.5,15.5,14.0,14.0,15.33,15.0,15.67,11.0,13.5,15.5,7.83,14.0,barc
Juan Vela,2000489085.0,16.0,12.5,15.0,14.25,11.25,12.0,10.17,13.25,14.25,9.0,15.25,12.5,12.0,14.17,15.25,13.33,11.5,11.0,15.75,8.33,16.0,barc
Pau Torres,67217522.0,17.0,13.0,16.0,14.5,13.0,12.0,11.33,13.5,14.5,11.0,14.5,13.25,11.8,15.0,11.5,14.33,6.0,13.0,11.0,8.33,16.0,barc
Benoît Badiashile,49038942.0,18.0,12.67,16.0,14.0,13.0,13.0,11.0,13.0,14.0,11.75,14.0,13.12,12.6,14.0,15.0,13.33,8.5,13.5,16.25,9.5,15.0,barc
Yeray,67192475.0,12.0,12.33,14.0,14.5,12.0,12.33,12.33,13.5,14.5,9.25,15.0,14.88,11.8,14.67,11.75,14.0,5.5,13.0,10.75,9.5,14.0,bilbao
Unai Núñez,67214595.0,14.0,12.33,13.0,13.5,11.0,11.67,9.0,15.0,13.5,8.25,13.5,14.12,11.8,14.33,12.5,14.33,6.5,11.0,12.75,9.5,15.0,bilbao
