Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
José Curras,67294881,0,1,1,0,1,0,0,0,0,0,0,0,0,0,alaves
Arnau Comas,67258409,0,0,1,0,0,1,0,0,0,0,0,0,0,0,alaves
Samir Kacem,2000433838,0,0,1,1,0,1,0,0,0,0,0,0,0,0,alaves
Arnar Bragason,2000357424,0,0,1,0,0,1,0,0,0,0,0,0,0,0,alaves
David Martínez,14136117,0,0,1,1,0,0,0,0,0,0,0,0,0,0,alaves
Ibrahim Sangaré,48042717,0,0,1,0,0,1,0,0,1,0,0,0,0,0,alaves
Juan Ángel Muñoz,2000512204,0,1,1,0,0,1,0,0,0,0,0,0,0,0,albacete
Junior Esparragoza,2000179937,0,0,1,0,1,1,0,0,0,0,0,0,0,0,albacete
Ricardo Peralta,2000438819,0,0,1,0,0,0,0,0,0,0,0,0,0,0,albacete
Antonio Sánchez,67272744,0,0,1,0,0,1,0,0,1,0,0,0,0,0,albacete
Fali,67155014,0,0,1,0,0,1,0,0,0,0,0,0,0,0,albacete
Marc Jurado,2000032704,0,1,1,0,1,0,0,0,0,0,1,0,0,0,amadrd
Nehuén Pérez,14181374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,amadrd
Malang Sarr,48036830,0,0,1,1,0,0,0,0,0,0,0,0,0,0,amadrd
Gonzalo Sánchez,2000416515,0,0,1,1,0,0,0,0,0,0,0,0,1,0,amadrd
José Giménez,78060464,0,1,1,0,0,1,0,0,0,0,0,0,0,0,amadrd
Dimo Krastev,22081455,0,0,1,0,0,1,0,0,1,0,0,0,0,0,amadrd
Ronald Araújo,78085068,0,0,1,0,0,1,0,0,0,0,0,0,0,0,barc
Alessandro Bastoni,43252460,0,0,1,0,0,0,0,0,0,0,0,0,0,0,barc
Juan Vela,2000489085,0,1,1,1,0,0,0,0,0,0,0,0,0,0,barc
Pau Torres,67217522,0,0,1,0,0,1,0,0,0,0,0,0,0,0,barc
Benoît Badiashile,49038942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,barc
Yeray,67192475,0,1,1,0,0,0,0,0,0,0,0,0,0,0,bilbao
Unai Núñez,67214595,0,1,1,0,0,0,0,0,0,0,0,0,0,0,bilbao
Josema,2000682315,0,0,1,0,0,1,0,0,0,0,0,0,0,0,bilbao
Unai Vencedor,67260207,0,0,1,0,0,1,0,0,1,0,0,0,0,0,bilbao
Íñigo Merino,2000442705,0,0,1,1,0,1,0,0,0,0,0,0,0,0,bilbao
Adrián Corral,2000057468,0,0,1,1,0,0,0,0,0,0,0,0,0,0,cadiz
Timo Baumgartl,92065892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cadiz
Tarsi Bakero,2000193403,0,0,1,0,0,1,0,0,1,0,0,0,0,0,cadiz
Cacá,19350725,0,1,1,0,0,1,0,0,0,0,0,0,0,0,cadiz
Juan Luis,2000664823,0,0,1,1,0,0,0,0,1,0,0,0,0,0,cadiz
Luis Muñoz,90065199,0,1,1,0,0,1,0,0,1,0,0,0,0,0,coruna
Karim Pérez,2000193717,0,1,1,0,0,1,0,0,1,0,0,0,0,0,coruna
Leander Dendoncker,18057380,0,0,1,0,0,1,0,0,1,0,0,0,0,0,coruna
Enock Kwateng,85134692,0,1,1,0,1,0,0,0,0,0,0,0,0,0,coruna
Dani,2000571661,0,0,1,0,0,0,0,0,0,0,0,0,0,0,coruna
César Ramírez,2000194011,0,1,1,0,1,1,0,0,0,0,0,0,0,0,espanyol
Isak Amundsen,53178292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,espanyol
Dušan Stojinović,62218369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,espanyol
Chumi,95036003,0,1,1,0,0,1,0,0,0,0,0,0,0,0,espanyol
Guillem Molina,67260507,0,1,1,0,0,0,0,0,0,0,0,0,0,0,espanyol
Toni Herrero,67277687,0,0,1,1,0,0,1,0,0,0,0,0,0,0,espanyol
Carlos,2000202592,0,0,1,0,0,1,0,0,1,0,0,0,0,0,espanyol
Cristian Manea,57120897,0,1,1,0,1,0,0,0,0,0,0,0,0,0,granada
Lovre Vujčić,2000188309,0,1,1,0,0,0,0,0,0,0,0,0,0,0,granada
Jorge Cuenca,67248170,0,0,1,1,0,0,0,0,0,0,0,0,0,0,granada
Ismael Casas,67271373,0,1,1,1,1,0,0,0,0,0,0,0,0,0,granada
Ulises Campus,2000273292,0,0,1,0,0,1,0,0,1,0,0,0,0,0,granada
Saúl Salcedo,79026928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,granada
Alberto Quintana,67280840,0,0,1,0,0,1,0,0,1,0,0,0,0,0,granada
Denis Vavro,63025710,0,0,1,0,0,1,0,0,0,0,0,0,0,0,granada
Antonio Raúl Escuín,2000440594,0,0,1,0,0,1,0,0,1,0,0,0,0,0,granada
Clement Nwabueze,2000710897,0,1,1,0,0,1,0,0,0,0,0,0,0,0,laspalmas
Eugene Kulakov,2000434056,0,1,1,0,0,1,0,0,0,0,0,0,0,0,laspalmas
Fajar Bayhaqi,2000439532,0,0,1,0,0,0,0,0,1,0,0,0,0,0,laspalmas
Imanol,67276239,0,0,1,1,0,0,1,0,0,0,0,0,0,0,laspalmas
Jordan Torunarigha,91137260,0,0,1,1,0,0,0,0,0,0,0,0,0,0,laspalmas
Nikola Katic,24047814,0,1,1,1,0,0,0,0,0,0,0,0,0,0,laspalmas
Rasmus Lauritsen,27069979,0,1,1,0,0,1,0,0,0,0,0,0,0,0,leganes
Gabriel Torres,2000438016,0,0,1,1,0,1,0,0,0,0,0,0,0,0,leganes
Patric,67100019,0,1,1,0,1,1,0,0,0,0,0,0,0,0,leganes
Dominik Kruzliak,63026929,0,0,1,0,0,1,0,0,0,0,0,0,0,0,leganes
Omar Rekik,91187786,0,1,1,0,0,1,0,0,1,0,0,0,0,0,realhisp
