Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Borja Sainz,67277845.0,8.0,11.17,11.0,12.5,14.25,12.33,14.17,11.25,12.5,13.0,10.75,12.62,12.0,11.33,13.5,11.0,12.5,13.75,10.75,12.5,10.0,alaves
Xabier Garmendia,2000631378.0,16.0,14.67,12.0,11.25,15.5,15.17,11.0,15.5,11.25,14.5,12.0,12.62,14.7,10.33,15.62,15.67,18.0,13.5,14.75,14.0,3.0,alaves
Ander Imaz,2000439533.0,5.0,9.17,7.0,6.5,12.75,12.0,11.83,10.5,6.5,14.0,8.0,10.25,10.8,6.33,15.62,10.17,13.5,12.0,10.5,9.0,2.0,alaves
Rafa Mir,67221051.0,14.0,10.5,16.0,11.0,12.25,13.33,10.5,10.5,11.0,12.0,12.5,10.25,11.6,9.67,14.38,11.5,14.5,11.5,14.0,12.67,4.5,alaves
Alexander Sørloth,53063430.0,15.0,13.17,14.0,9.5,12.75,13.0,10.17,13.5,9.5,13.5,14.0,12.5,13.0,8.33,13.62,13.5,13.5,12.0,14.0,13.33,3.5,alaves
Lirim Kastrati,24058534.0,7.0,9.33,7.0,7.0,10.0,9.33,9.0,8.0,7.0,11.0,8.0,13.75,9.2,6.17,15.75,8.67,17.0,9.0,11.0,10.67,3.0,alaves
Joseph Ngwem,2000202611.0,10.5,13.67,12.0,9.75,11.0,11.17,10.67,13.25,9.75,12.5,9.75,12.75,12.1,7.17,15.12,13.5,12.0,10.75,14.75,11.5,4.5,alaves
0,2000068663.0,14.0,13.17,15.0,9.75,14.75,13.0,9.17,14.75,9.75,14.0,10.75,10.62,13.2,9.83,11.12,14.0,14.5,10.5,7.0,14.33,8.0,alaves
Raúl De Tomás,67156425.0,10.0,12.33,13.0,12.0,14.0,14.0,12.83,13.0,12.0,11.5,13.25,10.12,13.4,9.17,11.25,12.67,15.0,12.5,11.5,13.67,7.0,albacete
Bright Adjei,2000660374.0,9.0,15.0,8.0,9.5,16.5,13.67,12.0,14.0,9.5,15.0,10.5,9.5,13.8,8.67,12.0,15.0,14.0,14.0,12.5,14.33,6.0,albacete
Chema Nuñez,67232678.0,6.5,11.17,7.0,11.5,12.75,13.33,12.67,11.0,11.5,12.25,11.5,10.0,12.6,10.83,11.75,10.83,11.5,13.5,8.0,12.17,6.0,albacete
Ezequiel Aranda,14246685.0,5.0,13.0,16.0,12.0,14.75,14.33,12.5,16.0,12.0,14.75,10.75,11.5,13.4,9.5,15.5,15.67,14.0,15.0,15.5,13.0,4.5,albacete
João Félix,83169822.0,7.0,14.67,11.0,11.5,17.0,17.33,15.67,14.0,11.5,17.5,15.5,13.25,16.0,9.33,13.75,14.67,19.0,17.0,12.5,15.33,6.0,amadrd
Oğuz Civelek,2000232509.0,14.0,12.5,13.0,14.5,17.0,13.33,14.0,12.75,14.5,14.75,13.25,13.12,13.0,11.33,16.62,12.67,15.5,15.0,16.5,14.0,5.0,amadrd
Pierre Dwomoh,2000006277.0,16.0,13.0,11.0,12.0,16.0,15.0,15.0,13.0,12.0,16.0,14.0,12.75,14.0,11.0,14.5,13.33,15.0,16.0,11.5,12.67,7.0,amadrd
Lorenzo Granelli,2000437491.0,11.0,13.33,13.0,13.5,16.0,16.0,13.0,13.5,13.5,16.0,14.0,12.25,14.2,11.33,16.25,14.67,15.0,14.5,16.5,15.0,5.0,amadrd
Rayan Cherki,49056279.0,9.0,13.67,9.0,13.0,17.0,14.33,15.0,13.0,13.0,17.5,14.0,10.0,14.2,10.67,15.5,13.0,15.0,15.5,15.5,14.67,4.0,barc
Radovan Drakulić,2000211170.0,15.0,14.0,17.0,14.0,16.0,14.67,12.67,13.5,14.0,16.0,15.0,11.75,14.0,11.0,16.75,14.33,15.0,14.5,18.5,14.33,7.0,barc
Péricles,2000410450.0,13.0,13.67,10.0,10.5,15.0,14.33,12.67,13.5,10.5,16.0,11.5,10.5,13.8,7.33,16.5,14.0,14.0,14.0,13.5,14.0,7.0,barc
Pierre Fournier,2000435814.0,7.0,12.67,13.0,12.5,17.5,14.33,14.33,12.5,12.5,16.0,13.5,11.0,13.6,11.0,16.5,12.67,14.0,15.5,12.5,13.0,5.0,barc
Dejan Kulusevski,43295814.0,13.0,16.0,9.0,13.0,16.5,16.33,16.33,14.5,13.0,16.5,14.5,14.0,16.0,11.33,15.5,15.33,15.0,17.0,15.0,14.33,9.0,barc
Gabriel Jesus,19220266.0,9.0,14.0,13.0,11.5,16.0,14.33,14.0,13.5,11.5,15.5,14.5,13.5,14.2,10.0,14.75,13.67,16.0,16.0,12.5,14.33,7.0,barc
Rodrygo,19306929.0,8.0,9.67,11.0,10.0,16.75,14.0,14.83,12.5,10.0,16.25,13.25,11.0,12.0,8.5,15.25,12.0,14.0,16.0,14.5,15.0,5.5,barc
Harry Kane,28049320.0,11.0,17.0,13.0,15.5,15.5,15.33,16.33,16.5,15.5,13.0,16.25,16.0,16.2,13.5,9.5,16.33,16.0,16.5,11.0,16.33,11.0,barc
