Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Borja Sainz,67277845,0,0,0,0,0,0,0,1,0,1,1,0,0,1,alaves
Rafa Mir,67221051,0,0,0,0,0,0,0,0,0,0,1,1,1,1,alaves
Lirim Kastrati,24058534,0,0,0,0,0,0,0,1,0,1,1,0,1,1,alaves
Joseph Ngwem,2000202611,0,0,0,0,0,0,0,0,0,0,1,0,0,1,alaves
Luca Sangalli,67190076,0,0,0,0,0,1,0,0,1,0,1,0,0,0,alaves
Ramiro Gabarri,2000198124,0,0,0,0,0,0,0,0,1,1,1,1,1,0,albacete
Mamadou Coly,2000440193,0,0,0,0,0,0,0,1,0,0,1,0,0,0,albacete
Alberto,2000512206,0,0,0,0,0,0,0,0,0,1,1,1,1,0,albacete
Raúl De Tomás,67156425,0,0,0,0,0,0,0,0,0,0,1,1,1,1,albacete
Kike Barja,67196202,0,0,0,0,0,0,0,1,0,1,1,0,1,0,albacete
Chema Nuñez,67232678,0,0,0,0,0,0,0,0,1,0,1,1,1,1,albacete
Fran Pérez,95078306,0,0,0,0,0,0,0,1,0,1,1,0,1,0,albacete
Marc Jurado,2000032704,0,1,1,0,1,0,0,0,0,0,1,0,0,0,amadrd
Nikola Stanković,2000211075,0,0,0,0,0,0,0,1,1,0,1,0,0,0,amadrd
Manoel Azambuja,2000410625,0,0,0,0,0,0,0,0,1,0,1,1,1,0,amadrd
João Félix,83169822,0,0,0,0,0,0,0,0,0,0,1,1,1,1,amadrd
Pierre Dwomoh,2000006277,0,0,0,0,0,0,0,0,1,0,1,1,0,1,amadrd
Thomas Lemar,85093001,0,0,0,1,0,0,0,1,1,1,1,1,1,0,amadrd
Lee Sang-Hoon,2000495264,0,0,0,0,0,0,0,1,0,0,1,0,0,0,amadrd
Alexander Villarreal,2000499325,0,0,0,0,0,0,0,1,0,0,1,1,0,0,amadrd
Noël Roux,2000188122,0,1,0,1,0,0,0,0,1,0,1,0,0,0,barc
Phil Foden,28108494,0,0,0,0,0,0,0,0,1,0,1,1,1,0,barc
Diego Laínez,51063318,0,0,0,0,0,0,0,1,0,1,1,1,1,0,barc
Rayan Cherki,49056279,0,0,0,0,0,0,0,0,0,1,1,1,1,1,barc
Péricles,2000410450,0,0,0,0,0,0,0,0,0,0,1,0,0,1,barc
Pierre Fournier,2000435814,0,0,0,0,0,0,0,0,0,1,1,0,1,1,barc
Dejan Kulusevski,43295814,0,0,0,0,0,0,0,1,1,0,1,1,0,1,barc
Gabriel Jesus,19220266,0,0,0,0,0,0,0,0,0,0,1,1,1,1,barc
Rodrygo,19306929,0,0,0,0,0,0,0,1,0,1,1,0,1,1,barc
Franck Lacroix,2000192663,0,0,0,0,0,0,0,0,0,0,1,0,1,1,barc
Carlos Bidaurrázaga,2000573859,0,0,0,0,0,0,0,1,0,0,1,0,1,1,bilbao
Íñigo Herrera,2000510687,0,0,0,0,0,0,0,0,1,1,1,0,1,0,bilbao
Romain Bertrand,2000438620,0,0,0,0,0,0,0,0,1,0,1,0,0,1,bilbao
Javier Arrue,2000438617,0,0,0,0,0,0,0,0,0,0,1,0,0,1,bilbao
Fran Alonso,2000570282,0,0,0,0,0,0,0,1,1,0,1,1,0,0,bilbao
Aimar Oroz,67276375,0,0,0,0,0,0,0,0,1,1,1,1,1,0,bilbao
Mikel Garai,2000438623,0,0,0,0,0,0,0,0,0,0,1,1,0,1,bilbao
Javier Karanka,2000193733,0,0,0,0,0,0,0,1,1,0,1,0,1,0,bilbao
Luka Jovanović,2000604683,0,0,0,1,1,0,0,1,0,0,1,0,1,0,cadiz
Gerardo Gallardo,2000440602,0,0,0,0,0,0,0,1,1,0,1,1,0,0,cadiz
Henry Onyekuru,18093594,0,0,0,0,0,0,0,0,0,1,1,0,1,1,cadiz
Terry Ashton,2000505936,0,0,0,0,0,0,0,0,0,0,1,0,0,1,cadiz
Jose Antonio Molina,2000571459,0,0,0,0,0,0,0,0,0,0,1,1,0,1,cadiz
Saúl Rodríguez,2000440182,0,0,0,0,0,0,0,0,0,1,1,1,1,1,coruna
Tòfol Montiel,43459237,0,0,0,0,0,0,0,0,0,0,1,1,1,1,coruna
Matías Cavalleri,75049257,0,0,0,0,0,0,0,1,0,1,1,0,1,0,coruna
Alberto Barace,2000663353,0,0,0,0,0,0,0,0,0,0,1,0,0,1,coruna
Nabil Touaizi,28113829,0,0,0,0,0,0,0,0,0,0,1,1,1,1,coruna
Joaquín Correa,14042683,0,0,0,0,0,0,0,0,1,1,1,1,1,1,coruna
Nicolas Pépé,85136376,0,0,0,0,0,0,0,1,0,0,1,0,1,0,coruna
Xabier Santamaría,2000202642,0,1,0,0,0,0,0,1,0,0,1,1,0,0,coruna
Tasos Chatzigiovanis,36096701,0,0,0,0,0,0,0,1,0,1,1,0,1,0,coruna
Oier Zarraga,67260201,0,0,0,0,0,0,0,1,1,0,1,1,0,0,espanyol
Óscar Melendo,67214687,0,0,0,0,0,0,0,1,1,0,1,1,0,0,espanyol
Francisco Conceição,83261140,0,0,0,0,0,0,0,1,0,1,1,0,1,0,espanyol
Jorge De Frutos,67231100,0,0,0,0,0,0,0,1,0,1,1,0,1,0,espanyol
Ricky-Jade Jones,29236380,0,0,0,0,0,0,0,0,0,0,1,0,1,1,espanyol
Miguel Menino,83320117,0,0,0,0,0,0,0,1,0,0,1,0,1,0,espanyol
Tymoteusz Puchacz,96086694,0,0,0,1,0,0,1,0,0,0,1,0,1,0,espanyol
Noé Blasco,2000440885,0,0,0,0,0,0,0,0,0,1,1,0,1,0,espanyol
Iván Martínez,2000510865,0,0,0,0,1,0,0,0,1,0,1,0,0,1,granada
Serafín,2000512562,0,0,0,0,0,0,0,0,1,0,1,1,1,0,granada
Moussa Djenepo,6601602,0,0,0,0,0,0,0,1,0,1,1,1,1,1,granada
Antonio Javier García,2000571328,0,0,0,0,0,0,0,0,0,0,1,0,0,1,granada
Domingo Funcasta,2000510087,0,0,0,0,0,0,0,0,0,1,1,0,1,0,granada
Jesse Lingard,28047560,0,0,0,0,0,0,0,1,1,1,1,1,1,1,granada
Edimilson Fernandes,98030084,0,0,0,0,0,1,0,1,1,0,1,1,0,0,granada
Félix,2000192673,0,0,0,0,0,0,0,1,1,0,1,1,0,0,granada
Migue Ortiz,2000630559,0,0,0,0,0,0,0,0,1,0,1,1,1,0,granada
Emiel Janssens-Callewaert,2000189953,0,0,0,0,0,0,0,0,0,0,1,0,0,1,laspalmas
Carlos Hernandez,2000511264,0,0,0,0,0,0,0,0,0,0,1,0,1,1,laspalmas
Anders Nygaard,2000569028,0,0,0,0,0,0,0,0,0,0,1,1,0,1,laspalmas
Gil Dias,55082920,0,0,0,1,0,0,0,1,0,0,1,1,1,0,laspalmas
Leo Díaz,2000630127,0,0,0,0,0,0,0,0,1,0,1,1,0,0,laspalmas
