Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Andrés Céspedes,2000043877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,alaves
José Curras,67294881,0,1,1,0,1,0,0,0,0,0,0,0,0,0,alaves
Arnau Comas,67258409,0,0,1,0,0,1,0,0,0,0,0,0,0,0,alaves
Samir Kacem,2000433838,0,0,1,1,0,1,0,0,0,0,0,0,0,0,alaves
Javi López,67293674,0,0,0,1,0,0,1,0,0,1,0,0,0,0,alaves
Borja Sainz,67277845,0,0,0,0,0,0,0,1,0,1,1,0,0,1,alaves
Adil Aouchiche,49048441,0,0,0,0,0,0,0,0,1,0,0,1,0,0,alaves
Xabier Garmendia,2000631378,0,0,0,0,0,0,0,0,1,0,0,0,0,1,alaves
Ander Imaz,2000439533,0,0,0,0,0,0,0,0,0,1,0,0,1,1,alaves
Rafa Mir,67221051,0,0,0,0,0,0,0,0,0,0,1,1,1,1,alaves
Alexander Sørloth,53063430,0,0,0,0,0,0,0,0,0,0,0,1,0,1,alaves
Arnar Bragason,2000357424,0,0,1,0,0,1,0,0,0,0,0,0,0,0,alaves
Carlos Abad,67198215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,alaves
Lirim Kastrati,24058534,0,0,0,0,0,0,0,1,0,1,1,0,1,1,alaves
Joseph Ngwem,2000202611,0,0,0,0,0,0,0,0,0,0,1,0,0,1,alaves
Asier Rodríguez,2000572954,0,0,0,0,0,0,0,0,0,1,0,0,1,0,alaves
David Martínez,14136117,0,0,1,1,0,0,0,0,0,0,0,0,0,0,alaves
Luca Sangalli,67190076,0,0,0,0,0,1,0,0,1,0,1,0,0,0,alaves
Birger Meling,29126536,0,0,0,1,0,0,1,0,0,1,0,0,1,0,alaves
Ibrahim Sangaré,48042717,0,0,1,0,0,1,0,0,1,0,0,0,0,0,alaves
Vyacheslav Karavaev,58076747,0,1,0,1,1,0,0,0,0,0,0,0,0,0,alaves
Schurrle,83223653,0,0,0,0,0,0,0,0,1,0,0,1,0,0,alaves
Suleimane Rodrigues,2000190096,0,0,0,0,0,0,0,0,1,0,0,1,0,0,alaves
Stefan Ranđelović,62247042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,alaves
Rubén Garrido,2000515088,0,0,0,0,0,0,0,0,1,1,0,0,0,0,alaves
0,2000068663,0,0,0,0,0,0,0,0,0,0,0,0,0,1,alaves
Mauricio Morán,2000192669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,albacete
Juan Ángel Muñoz,2000512204,0,1,1,0,0,1,0,0,0,0,0,0,0,0,albacete
Junior Esparragoza,2000179937,0,0,1,0,1,1,0,0,0,0,0,0,0,0,albacete
Ricardo Peralta,2000438819,0,0,1,0,0,0,0,0,0,0,0,0,0,0,albacete
Josep,2000513274,0,0,0,1,0,0,1,0,0,0,0,0,0,0,albacete
Ramiro Gabarri,2000198124,0,0,0,0,0,0,0,0,1,1,1,1,1,0,albacete
Luis Nsambi,2000631649,0,0,0,0,0,0,0,0,1,0,0,1,0,0,albacete
Mamadou Coly,2000440193,0,0,0,0,0,0,0,1,0,0,1,0,0,0,albacete
Francisco Jesús Carbonell,2000440196,0,0,0,0,0,0,0,0,1,0,0,1,0,0,albacete
Alberto,2000512206,0,0,0,0,0,0,0,0,0,1,1,1,1,0,albacete
Raúl De Tomás,67156425,0,0,0,0,0,0,0,0,0,0,1,1,1,1,albacete
Guillermo Centurión,78095397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,albacete
Gustavo Zamora,2000512210,0,0,0,0,0,0,0,0,1,0,0,1,0,0,albacete
Bright Adjei,2000660374,0,0,0,0,0,0,0,0,0,0,0,1,0,1,albacete
Álex Olmedo,2000034591,0,0,0,0,0,1,0,0,1,0,0,1,0,0,albacete
Antonio Sánchez,67272744,0,0,1,0,0,1,0,0,1,0,0,0,0,0,albacete
Kike Barja,67196202,0,0,0,0,0,0,0,1,0,1,1,0,1,0,albacete
Sem Westerveld,37079077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,albacete
Fali,67155014,0,0,1,0,0,1,0,0,0,0,0,0,0,0,albacete
Chema Nuñez,67232678,0,0,0,0,0,0,0,0,1,0,1,1,1,1,albacete
Fran Pérez,95078306,0,0,0,0,0,0,0,1,0,1,1,0,1,0,albacete
Diego Moreno,2000024303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,albacete
Ezequiel Aranda,14246685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,albacete
Ángel Luis Arcas,2000571805,0,1,0,0,1,0,0,1,0,0,0,1,0,0,albacete
Jan Oblak,64016316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,amadrd
Marc Jurado,2000032704,0,1,1,0,1,0,0,0,0,0,1,0,0,0,amadrd
Nehuén Pérez,14181374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,amadrd
Malang Sarr,48036830,0,0,1,1,0,0,0,0,0,0,0,0,0,0,amadrd
Gonzalo Sánchez,2000416515,0,0,1,1,0,0,0,0,0,0,0,0,1,0,amadrd
Simone Panada,43425634,0,0,0,0,0,1,0,0,1,0,0,0,0,0,amadrd
0,62127037,0,0,0,0,0,1,0,0,1,0,0,1,0,0,amadrd
Nikola Stanković,2000211075,0,0,0,0,0,0,0,1,1,0,1,0,0,0,amadrd
Manoel Azambuja,2000410625,0,0,0,0,0,0,0,0,1,0,1,1,1,0,amadrd
João Félix,83169822,0,0,0,0,0,0,0,0,0,0,1,1,1,1,amadrd
Oğuz Civelek,2000232509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,amadrd
Pierre Dwomoh,2000006277,0,0,0,0,0,0,0,0,1,0,1,1,0,1,amadrd
Matteo Godfroid,18114989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,amadrd
Juan Manuel,2000510085,0,0,0,1,0,0,1,0,0,1,0,0,0,0,amadrd
Thomas Lemar,85093001,0,0,0,1,0,0,0,1,1,1,1,1,1,0,amadrd
Lorenzo Granelli,2000437491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,amadrd
José Giménez,78060464,0,1,1,0,0,1,0,0,0,0,0,0,0,0,amadrd
Marcos Llorente,67196198,0,0,0,0,0,1,0,0,1,0,0,1,0,0,amadrd
Dimo Krastev,22081455,0,0,1,0,0,1,0,0,1,0,0,0,0,0,amadrd
Frank Onyeka,27129125,0,0,0,0,0,1,0,0,1,0,0,0,0,0,amadrd
Lamine Silva,2000438826,0,0,0,0,0,1,0,0,1,0,0,0,0,0,amadrd
0,2000495264,0,0,0,0,0,0,0,1,0,0,1,0,0,0,amadrd
Alexander Villarreal,2000499325,0,0,0,0,0,0,0,1,0,0,1,1,0,0,amadrd
Unai Simón,67200923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,barc
Noël Roux,2000188122,0,1,0,1,0,0,0,0,1,0,1,0,0,0,barc
Ronald Araújo,78085068,0,0,1,0,0,1,0,0,0,0,0,0,0,0,barc
Alessandro Bastoni,43252460,0,0,1,0,0,0,0,0,0,0,0,0,0,0,barc
Juan Vela,2000489085,0,1,1,1,0,0,0,0,0,0,0,0,0,0,barc
Florentino Luís,83169817,0,0,0,0,0,1,0,0,1,0,0,0,0,0,barc
Phil Foden,28108494,0,0,0,0,0,0,0,0,1,0,1,1,1,0,barc
Jonay Morán,2000194461,0,0,0,0,0,0,0,0,1,1,0,1,0,0,barc
Diego Laínez,51063318,0,0,0,0,0,0,0,1,0,1,1,1,1,0,barc
Rayan Cherki,49056279,0,0,0,0,0,0,0,0,0,1,1,1,1,1,barc
Radovan Drakulić,2000211170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,barc
0,35017428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,barc
Joan Planchart,2000509911,0,1,0,0,0,1,0,0,1,0,0,0,0,0,barc
Ilaix Moriba,67279753,0,0,0,0,0,1,0,0,1,0,0,1,0,0,barc
Péricles,2000410450,0,0,0,0,0,0,0,0,0,0,1,0,0,1,barc
Pierre Fournier,2000435814,0,0,0,0,0,0,0,0,0,1,1,0,1,1,barc
Pau Torres,67217522,0,0,1,0,0,1,0,0,0,0,0,0,0,0,barc
Dejan Kulusevski,43295814,0,0,0,0,0,0,0,1,1,0,1,1,0,1,barc
Gabriel Jesus,19220266,0,0,0,0,0,0,0,0,0,0,1,1,1,1,barc
Rodrygo,19306929,0,0,0,0,0,0,0,1,0,1,1,0,1,1,barc
Harry Kane,28049320,0,0,0,0,0,0,0,0,0,0,0,1,1,1,barc
Benoît Badiashile,49038942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,barc
Sergio Reguilón,67211900,0,0,0,1,0,0,1,0,0,0,0,0,0,0,barc
Vítor Ferreira,83174762,0,0,0,0,0,1,0,0,1,0,0,1,0,0,barc
Tomás Esteves,83228786,0,1,0,0,1,0,0,0,0,0,0,0,0,0,barc
Franck Lacroix,2000192663,0,0,0,0,0,0,0,0,0,0,1,0,1,1,barc
Gennady Korshunov,2000238109,0,0,0,0,0,0,0,0,1,0,0,1,0,1,barc
Diego Aizpurua,2000193388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bilbao
Asier Grande,2000048078,0,1,0,0,1,0,0,0,0,0,0,0,0,0,bilbao
Yeray,67192475,0,1,1,0,0,0,0,0,0,0,0,0,0,0,bilbao
Unai Núñez,67214595,0,1,1,0,0,0,0,0,0,0,0,0,0,0,bilbao
Julen Letamendia,2000570277,0,1,0,1,0,1,1,0,0,0,0,0,0,0,bilbao
Josema,2000682315,0,0,1,0,0,1,0,0,0,0,0,0,0,0,bilbao
Carlos Bidaurrázaga,2000573859,0,0,0,0,0,0,0,1,0,0,1,0,1,1,bilbao
Oihan Sancet,67260204,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bilbao
Unai Vencedor,67260207,0,0,1,0,0,1,0,0,1,0,0,0,0,0,bilbao
Íñigo Herrera,2000510687,0,0,0,0,0,0,0,0,1,1,1,0,1,0,bilbao
Romain Bertrand,2000438620,0,0,0,0,0,0,0,0,1,0,1,0,0,1,bilbao
Oier López,67277836,0,0,0,1,0,0,1,0,0,0,0,0,0,0,bilbao
Javier Arrue,2000438617,0,0,0,0,0,0,0,0,0,0,1,0,0,1,bilbao
Fran Alonso,2000570282,0,0,0,0,0,0,0,1,1,0,1,1,0,0,bilbao
Aimar Oroz,67276375,0,0,0,0,0,0,0,0,1,1,1,1,1,0,bilbao
Mikel Garai,2000438623,0,0,0,0,0,0,0,0,0,0,1,1,0,1,bilbao
Ander Guevara,67246381,0,0,0,0,0,1,0,0,1,0,0,0,0,0,bilbao
Javier Karanka,2000193733,0,0,0,0,0,0,0,1,1,0,1,0,1,0,bilbao
