Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
José Curras,67294881.0,13.0,13.0,13.5,10.67,8.17,11.0,10.5,14.08,alaves
Vyacheslav Karavaev,58076747.0,13.83,11.38,13.0,12.17,11.5,11.67,10.0,13.25,alaves
Junior Esparragoza,2000179937.0,14.0,14.0,12.5,10.17,7.17,7.33,11.0,13.75,albacete
Ángel Luis Arcas,2000571805.0,12.0,12.62,14.75,11.17,11.17,11.33,12.5,13.0,albacete
Marc Jurado,2000032704.0,12.33,14.0,17.0,12.33,11.0,14.33,9.5,12.0,amadrd
Tomás Esteves,83228786.0,13.0,14.5,16.25,13.33,12.67,13.5,12.0,13.08,barc
Asier Grande,2000048078.0,13.0,13.88,16.0,12.5,8.33,11.5,8.5,13.58,bilbao
Luka Jovanović,2000604683.0,6.0,13.0,15.0,12.67,8.67,13.0,7.5,9.83,cadiz
Nico Mickelson,53138009.0,8.67,12.75,14.0,11.17,8.5,13.83,8.5,11.42,cadiz
Carlos Fernando,2000194985.0,12.0,14.25,12.75,10.33,7.33,11.17,10.0,14.25,coruna
Enock Kwateng,85134692.0,13.33,11.88,11.5,11.83,9.17,10.0,10.5,13.25,coruna
César Ramírez,2000194011.0,12.67,13.5,11.0,9.33,9.0,11.5,9.5,15.08,espanyol
Lucas Forsberg,93141098.0,11.67,12.62,16.5,10.17,8.83,9.67,10.5,12.42,espanyol
Cristian Manea,57120897.0,13.33,13.25,14.5,10.67,10.5,9.5,11.5,12.75,granada
Ismael Casas,67271373.0,12.67,12.88,15.0,10.83,10.33,11.5,8.5,13.58,granada
Iván Martínez,2000510865.0,11.17,13.88,14.0,9.33,10.83,9.33,10.5,13.5,granada
Olmo,2000512864.0,12.0,14.25,14.25,10.0,10.0,11.67,8.5,13.75,granada
Ryan Johansson,90086790.0,12.0,12.62,12.0,12.0,10.5,11.83,9.5,12.17,leganes
Víctor Gómez,67257950.0,12.0,12.12,14.5,11.33,10.17,10.17,6.0,11.0,leganes
Patric,67100019.0,14.0,8.88,6.75,13.17,10.33,11.83,11.5,15.5,leganes
Sergi Rosanas,67265793.0,12.0,12.38,14.5,11.17,9.5,11.67,7.5,12.58,leganes
Jose Carlos,2000438639.0,10.67,14.0,15.5,13.83,12.0,15.5,6.5,11.83,realhisp
Takehiro Tomiyasu,45095490.0,14.33,15.0,15.0,13.67,11.0,12.67,13.5,14.17,rmdrd
Éder Militão,19273276.0,14.67,15.25,15.0,12.33,11.0,12.33,14.0,14.67,rmdrd
Zinho Vanheusden,18091405.0,15.33,13.25,13.0,14.67,11.0,10.67,15.0,14.0,rmdrd
Pedro Porro,67268221.0,11.67,15.0,16.0,14.67,13.83,15.67,8.5,13.5,rmdrd
Ciprian Trandafir,2000189363.0,10.83,14.5,15.5,12.0,11.0,12.83,9.5,11.83,rmdrd
Isaac Guerra,2000439269.0,14.33,14.12,13.0,12.17,10.17,12.67,10.5,14.25,rmdrd
Piotr Jabłoński,2000623979.0,12.0,14.5,15.0,8.67,10.0,12.0,6.0,13.5,rsana
Brandon Williams,28115834.0,12.33,13.5,15.5,10.33,11.67,12.67,10.5,14.0,rsana
Kyle Walker-Peters,29126231.0,12.67,13.12,13.0,11.83,10.83,12.33,7.0,13.25,sevilla
José María Noguera,2000438352.0,14.33,14.25,14.0,11.67,8.0,12.33,13.5,14.0,sevilla
Morten Thorsby,53098756.0,13.0,14.12,13.5,12.0,12.83,10.0,14.0,14.25,valencia
Aaron Wan-Bissaka,28100123.0,14.33,14.75,15.5,9.33,8.83,11.67,11.0,14.33,valencia
Andrejs Ciganiks,37075484.0,12.0,13.12,12.0,12.17,9.67,11.67,9.5,11.08,vigo
Junior Esparragoza,2000179937.0,14.0,14.0,12.5,10.17,7.17,7.33,11.0,13.75,vigo
Odilon Kossounou,93127195.0,13.0,12.75,14.25,9.83,10.33,9.0,15.0,13.33,villareal
Didier,2000509916.0,14.0,15.75,15.0,11.0,10.67,11.0,12.5,14.17,villareal
Wanderson Bastos,2000410491.0,12.0,14.0,14.5,8.0,6.33,11.17,12.0,13.42,villareal
Marvin,67277459.0,5.33,11.75,15.0,12.5,9.83,12.5,6.0,9.67,zaragoza
Francisco Jesús,2000511084.0,12.67,13.38,11.5,9.83,9.17,11.67,11.0,11.42,zaragoza
