Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Borja Sainz,67277845.0,10.17,11.38,14.0,13.33,12.83,13.33,9.5,11.33,alaves
Rafa Mir,67221051.0,7.17,14.5,14.0,11.0,13.17,11.67,15.0,11.25,alaves
Lirim Kastrati,24058534.0,4.5,13.0,18.0,9.33,12.0,10.67,7.0,10.33,alaves
Joseph Ngwem,2000202611.0,4.0,14.38,14.0,10.83,12.83,12.67,11.25,11.58,alaves
Luca Sangalli,67190076.0,11.5,11.88,9.0,12.33,12.0,11.83,4.0,13.08,alaves
Ramiro Gabarri,2000198124.0,4.33,14.62,15.0,13.67,11.83,13.67,9.5,10.17,albacete
Mamadou Coly,2000440193.0,6.5,13.5,15.5,11.33,8.67,11.67,8.0,10.33,albacete
Alberto,2000512206.0,6.0,13.38,13.0,14.33,12.67,14.67,10.5,10.17,albacete
Raúl De Tomás,67156425.0,6.5,9.75,10.5,13.67,14.67,12.67,11.5,11.75,albacete
Kike Barja,67196202.0,7.83,11.38,12.5,14.33,11.67,14.0,7.5,11.83,albacete
Chema Nuñez,67232678.0,9.0,9.62,11.5,14.83,11.5,12.33,6.75,10.33,albacete
Fran Pérez,95078306.0,7.33,11.5,14.5,12.17,9.83,14.17,11.0,9.67,albacete
Marc Jurado,2000032704.0,12.33,14.0,17.0,12.33,11.0,14.33,9.5,12.0,amadrd
Nikola Stanković,2000211075.0,7.33,14.88,17.75,14.0,11.83,14.67,11.5,12.58,amadrd
Manoel Azambuja,2000410625.0,11.67,15.38,16.0,17.0,16.67,17.33,11.0,14.42,amadrd
João Félix,83169822.0,5.67,13.25,12.5,17.33,17.0,17.0,9.0,14.33,amadrd
Pierre Dwomoh,2000006277.0,8.0,13.25,14.5,15.33,13.67,16.0,13.5,13.33,amadrd
Thomas Lemar,85093001.0,7.33,12.0,14.0,15.67,13.33,16.0,6.0,12.67,amadrd
0,2000495264.0,5.33,15.5,16.5,11.0,9.67,13.67,13.0,10.33,amadrd
Alexander Villarreal,2000499325.0,6.67,14.5,15.5,14.17,10.17,13.83,7.0,11.17,amadrd
Noël Roux,2000188122.0,13.0,15.75,17.5,12.83,10.33,13.0,7.5,13.83,barc
Phil Foden,28108494.0,9.67,15.0,15.5,17.33,15.67,17.33,8.0,14.83,barc
Diego Laínez,51063318.0,6.67,15.25,15.5,15.0,13.67,15.67,6.0,14.17,barc
Rayan Cherki,49056279.0,6.33,15.5,15.0,15.33,15.33,17.33,9.0,12.33,barc
Péricles,2000410450.0,5.0,14.5,16.0,13.0,14.67,15.33,11.5,11.83,barc
Pierre Fournier,2000435814.0,7.67,13.5,17.5,14.67,13.0,16.67,10.0,12.83,barc
Dejan Kulusevski,43295814.0,9.33,15.5,15.0,17.0,14.67,16.33,11.0,15.17,barc
Gabriel Jesus,19220266.0,7.33,13.5,14.5,15.0,15.33,15.33,11.0,13.5,barc
Rodrygo,19306929.0,6.0,14.88,15.0,12.83,14.33,16.17,9.5,12.42,barc
Franck Lacroix,2000192663.0,6.83,15.75,16.0,12.33,14.83,17.0,12.5,11.42,barc
Carlos Bidaurrázaga,2000573859.0,8.67,14.5,14.5,10.33,17.0,13.67,10.0,12.17,bilbao
