Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Andrés Céspedes,2000043877.0,5.0,11.12,14.5,8.0,4.83,4.67,7.75,12.42,alaves
Carlos Abad,67198215.0,5.83,10.62,9.0,10.5,5.83,6.17,8.0,11.92,alaves
Stefan Ranđelović,62247042.0,5.67,10.88,11.5,10.0,6.17,7.0,8.0,13.83,alaves
Mauricio Morán,2000192669.0,5.83,13.5,10.25,7.17,4.0,3.83,7.0,12.17,albacete
Guillermo Centurión,78095397.0,5.83,9.62,11.0,8.5,3.83,7.0,8.0,11.0,albacete
Sem Westerveld,37079077.0,3.67,8.25,7.0,3.67,4.0,2.67,8.0,10.83,albacete
Jan Oblak,64016316.0,6.67,9.25,6.5,13.33,6.5,8.83,8.0,14.33,amadrd
Matteo Godfroid,18114989.0,5.33,11.75,12.0,8.5,6.0,7.33,13.0,10.67,amadrd
Unai Simón,67200923.0,6.33,11.5,13.5,10.0,6.0,9.67,13.5,13.67,barc
Marc-André ter Stegen,35017428.0,5.67,10.25,7.0,11.33,6.67,9.67,11.5,15.33,barc
Diego Aizpurua,2000193388.0,6.33,14.0,11.0,8.33,5.33,7.5,7.0,13.33,bilbao
Arkaitz Jauregi,2000350400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bilbao
Alfredo Trelles,2000200467.0,6.33,10.25,10.0,7.83,4.5,3.33,6.5,12.83,cadiz
Juan Soriano,67193103.0,5.5,13.0,7.25,9.33,8.17,5.5,10.5,13.33,cadiz
José Aurelio Suárez,67153377.0,4.83,11.88,9.5,7.5,5.5,9.0,8.5,11.92,coruna
Saúl,2000664224.0,5.33,9.88,7.25,7.17,3.83,3.17,7.75,12.83,coruna
Gregor Kobel,98040383.0,6.0,12.38,10.75,8.17,6.83,7.17,11.75,12.83,espanyol
Cezary Miszta,96122113.0,6.17,11.62,9.0,8.5,7.17,8.0,12.25,13.17,espanyol
Arnau Tenas,67265794.0,6.67,11.12,10.0,11.17,4.0,8.33,9.25,11.83,granada
Cristian Rivero,67246343.0,5.17,7.75,12.75,8.67,5.17,5.5,7.5,12.17,granada
Koke Vegas,67196252.0,5.67,11.12,8.75,7.83,5.67,7.17,11.5,12.75,laspalmas
Alfredo Iglesias,2000194460.0,6.17,11.0,10.25,9.67,3.0,4.33,8.5,12.17,laspalmas
Javi Izquierdo,67288498.0,7.33,11.88,9.25,8.5,5.17,6.0,9.5,12.25,leganes
Aarón Escandell,67192427.0,6.33,9.75,7.5,7.0,5.33,3.17,8.5,11.5,leganes
Ramiro Macagno,14157119.0,5.83,10.75,12.25,11.33,4.83,6.33,10.0,13.17,realhisp
Jairo,2000737759.0,5.67,10.75,12.0,7.67,4.33,6.0,6.0,9.83,realhisp
Dragan Rosić,62167554.0,5.33,11.5,10.25,9.33,5.17,5.33,10.5,12.33,realhisp
Thibaut Courtois,18026122.0,7.0,8.75,4.5,14.0,5.67,11.67,14.0,15.17,rmdrd
Francisco Mora,2000437769.0,6.67,14.62,8.0,7.67,5.17,5.5,9.75,12.5,rmdrd
Kim Christian Høyenhall,2000182998.0,6.67,12.5,10.5,8.0,4.67,8.33,8.5,11.0,rsana
Álex Remiro,67183918.0,6.0,11.25,11.5,9.33,6.0,9.0,9.0,12.67,rsana
Arijanet Murić,28108492.0,6.0,11.5,13.75,9.83,6.17,8.83,11.0,13.17,sevilla
Gautier Larsonneur,85133818.0,6.33,12.88,11.5,11.17,5.83,11.17,7.0,13.42,valencia
Salvador Poveda,2000137183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,valencia
Predrag Rajković,62076152.0,8.0,12.12,9.75,8.83,9.0,9.17,8.25,13.08,valencia
Pedro Javier López,2000202554.0,5.17,12.25,10.5,6.67,5.5,7.33,9.25,13.25,vallecano
Alex Hernando,2000197164.0,5.17,9.25,12.0,6.0,5.17,3.0,6.75,13.25,vallecano
Rubén Blanco,67156610.0,6.5,11.25,10.5,10.67,6.5,7.5,7.75,13.08,vigo
Sergio Rico,67171745.0,5.33,8.25,4.75,9.33,6.5,6.0,9.5,12.67,vigo
Emrah Ağın,2000244749.0,6.83,12.38,11.25,9.33,6.17,6.5,8.5,14.17,villareal
Carles,2000192884.0,5.17,12.38,10.5,6.67,4.67,5.67,7.75,12.83,villareal
José Vicente Muñoz,2000509912.0,6.17,11.5,12.25,7.67,4.17,4.5,7.0,11.83,villareal
Pablo,2000193992.0,5.67,13.0,13.0,7.67,4.33,6.0,8.5,13.17,zaragoza
Martín Merino,2000201919.0,5.17,10.62,4.75,7.5,3.67,3.17,8.5,12.0,zaragoza
