Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Javi López,67293674,0,0,0,1,0,0,1,0,0,1,0,0,0,0,alaves
Birger Meling,29126536,0,0,0,1,0,0,1,0,0,1,0,0,1,0,alaves
Josep,2000513274,0,0,0,1,0,0,1,0,0,0,0,0,0,0,albacete
Juan Manuel,2000510085,0,0,0,1,0,0,1,0,0,1,0,0,0,0,amadrd
Sergio Reguilón,67211900,0,0,0,1,0,0,1,0,0,0,0,0,0,0,barc
Julen Letamendia,2000570277,0,1,0,1,0,1,1,0,0,0,0,0,0,0,bilbao
Oier López,67277836,0,0,0,1,0,0,1,0,0,0,0,0,0,0,bilbao
Cameron Wells,2000431769,0,1,0,1,0,0,1,0,0,0,0,0,0,0,cadiz
Maximilian Mittelstädt,91143714,0,0,0,1,0,0,1,0,0,1,0,0,0,0,cadiz
Tommaso Augello,43096264,0,0,0,1,0,0,1,0,0,1,0,0,0,0,coruna
Acyr,2000408996,0,1,0,1,0,0,1,0,0,0,0,0,0,0,coruna
Toni Herrero,67277687,0,0,1,1,0,0,1,0,0,0,0,0,0,0,espanyol
Tymoteusz Puchacz,96086694,0,0,0,1,0,0,1,0,0,0,1,0,1,0,espanyol
Josep,2000513274,0,0,0,1,0,0,1,0,0,0,0,0,0,0,espanyol
Imanol,67276239,0,0,1,1,0,0,1,0,0,0,0,0,0,0,laspalmas
Javi Galán,67243881,0,0,0,1,0,0,1,0,0,1,0,0,1,0,laspalmas
Braian Cufré,14131295,0,0,0,1,0,1,1,0,1,0,0,0,0,0,leganes
Sebastián Cabrera,75036622,0,0,0,1,0,0,1,0,0,0,0,0,0,0,leganes
Eduardo Sarriegi,2000438820,0,1,0,1,0,1,1,0,0,0,0,0,0,0,realhisp
Pablo Pérez,2000014927,0,0,0,1,0,0,1,0,0,1,0,0,1,0,realhisp
Adrian Molina,2000570287,0,0,0,0,0,0,1,1,0,0,1,0,0,0,realhisp
Kostyantyn Vivcharenko,71113673,0,0,1,1,0,0,1,0,0,0,0,0,0,0,realhisp
Talla Mendy,2000510695,0,0,0,1,0,0,1,0,0,0,0,0,0,0,realhisp
Angeliño,28095342,0,0,0,1,0,0,1,0,0,1,0,0,0,0,rmdrd
Fabrice Mbassi,2000191910,0,1,0,1,0,1,1,0,0,1,0,0,0,0,rmdrd
Brandon Williams,28115834,0,1,0,1,1,0,1,0,0,0,0,0,0,0,rsana
Pablo,2000572050,0,0,0,0,0,0,1,0,0,1,0,0,1,0,rsana
Rubén,2000510866,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sevilla
Mads Pedersen,27088224,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sevilla
José Gayà,67178177,0,0,0,1,0,0,1,0,0,1,0,0,0,0,valencia
Sheldon Peltier,2000187635,0,1,0,1,0,0,1,0,0,0,0,0,0,0,valencia
Jordi,2000513013,0,0,1,1,0,0,1,0,0,0,0,0,0,0,vallecano
Manu Sánchez,67284340,0,0,0,1,0,0,1,0,0,0,0,0,0,0,vallecano
Uğur Özbay,2000432893,0,0,0,1,0,1,1,0,1,0,0,0,0,0,vallecano
Andrejs Ciganiks,37075484,0,1,0,1,1,0,1,0,0,1,0,0,1,0,vigo
Aarón Martín,67196209,0,0,0,1,0,0,1,0,0,0,0,0,0,0,vigo
Alfonso Pedraza,67212046,0,0,0,1,0,0,1,0,0,1,0,0,1,0,villareal
Alejandro Balde,67296654,0,0,0,1,0,0,1,1,0,1,0,0,1,0,zaragoza
Eric Kahl,93142833,0,0,0,1,0,0,1,0,0,1,0,0,0,0,zaragoza
