Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
José Curras,67294881,0,1,1,0,1,0,0,0,0,0,0,0,0,0,alaves
Vyacheslav Karavaev,58076747,0,1,0,1,1,0,0,0,0,0,0,0,0,0,alaves
Junior Esparragoza,2000179937,0,0,1,0,1,1,0,0,0,0,0,0,0,0,albacete
Ángel Luis Arcas,2000571805,0,1,0,0,1,0,0,1,0,0,0,1,0,0,albacete
Marc Jurado,2000032704,0,1,1,0,1,0,0,0,0,0,1,0,0,0,amadrd
Tomás Esteves,83228786,0,1,0,0,1,0,0,0,0,0,0,0,0,0,barc
Asier Grande,2000048078,0,1,0,0,1,0,0,0,0,0,0,0,0,0,bilbao
Luka Jovanović,2000604683,0,0,0,1,1,0,0,1,0,0,1,0,1,0,cadiz
Nico Mickelson,53138009,0,1,0,1,1,0,0,0,0,0,0,0,0,0,cadiz
Carlos Fernando,2000194985,0,1,0,0,1,0,0,0,0,0,0,0,0,0,coruna
Enock Kwateng,85134692,0,1,1,0,1,0,0,0,0,0,0,0,0,0,coruna
César Ramírez,2000194011,0,1,1,0,1,1,0,0,0,0,0,0,0,0,espanyol
Lucas Forsberg,93141098,0,1,0,1,1,0,0,0,0,0,0,0,0,0,espanyol
Cristian Manea,57120897,0,1,1,0,1,0,0,0,0,0,0,0,0,0,granada
Ismael Casas,67271373,0,1,1,1,1,0,0,0,0,0,0,0,0,0,granada
Iván Martínez,2000510865,0,0,0,0,1,0,0,0,1,0,1,0,0,1,granada
Olmo,2000512864,0,0,0,0,1,1,0,0,1,0,0,0,0,0,granada
Ryan Johansson,90086790,0,1,0,1,1,1,0,0,1,0,0,0,0,0,leganes
Víctor Gómez,67257950,0,1,0,0,1,0,0,0,0,0,1,0,0,0,leganes
Patric,67100019,0,1,1,0,1,1,0,0,0,0,0,0,0,0,leganes
Sergi Rosanas,67265793,0,1,0,1,1,0,0,0,0,0,0,0,0,0,leganes
Jose Carlos,2000438639,0,0,0,0,1,0,0,0,1,0,1,1,1,0,realhisp
Takehiro Tomiyasu,45095490,0,1,1,0,1,0,0,0,0,0,0,0,0,0,rmdrd
Éder Militão,19273276,0,1,1,0,1,1,0,0,0,0,0,0,0,0,rmdrd
Zinho Vanheusden,18091405,0,1,1,0,1,1,0,0,0,0,0,0,0,0,rmdrd
Pedro Porro,67268221,0,1,0,0,1,0,0,1,0,0,0,0,0,0,rmdrd
Ciprian Trandafir,2000189363,0,0,0,0,1,0,0,1,0,0,1,0,0,0,rmdrd
Isaac Guerra,2000439269,0,1,0,0,1,1,0,0,1,0,0,0,0,0,rmdrd
Piotr Jabłoński,2000623979,0,1,0,0,1,0,0,0,0,0,1,0,0,0,rsana
Brandon Williams,28115834,0,1,0,1,1,0,1,0,0,0,0,0,0,0,rsana
Kyle Walker-Peters,29126231,0,1,0,1,1,0,0,0,0,0,0,0,0,0,sevilla
José María Noguera,2000438352,0,1,1,1,1,0,0,0,0,0,0,0,0,0,sevilla
Morten Thorsby,53098756,0,0,0,0,1,1,0,1,1,0,1,0,0,0,valencia
Aaron Wan-Bissaka,28100123,0,1,0,0,1,0,0,0,0,0,0,0,0,0,valencia
Andrejs Ciganiks,37075484,0,1,0,1,1,0,1,0,0,1,0,0,1,0,vigo
Junior Esparragoza,2000179937,0,0,1,0,1,1,0,0,0,0,0,0,0,0,vigo
Odilon Kossounou,93127195,0,1,1,0,1,1,0,0,1,0,0,0,0,0,villareal
Didier,2000509916,0,1,1,0,1,1,0,0,1,0,0,0,0,0,villareal
Wanderson Bastos,2000410491,0,1,0,1,1,0,0,0,0,0,0,0,0,0,villareal
Marvin,67277459,0,1,0,0,1,0,0,1,0,1,1,0,0,0,zaragoza
Francisco Jesús,2000511084,0,1,1,1,1,1,0,0,0,0,0,0,0,0,zaragoza
