Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
José Curras,67294881.0,13.0,13.0,13.5,10.67,8.17,11.0,10.5,14.08,alaves
Vyacheslav Karavaev,58076747.0,13.83,11.38,13.0,12.17,11.5,11.67,10.0,13.25,alaves
Juan Ángel Muñoz,2000512204.0,13.33,12.38,12.0,9.0,7.5,8.17,13.5,14.0,albacete
Diego Moreno,2000024303.0,12.67,12.88,15.5,9.5,9.17,10.33,8.0,12.08,albacete
Ángel Luis Arcas,2000571805.0,12.0,12.62,14.75,11.17,11.17,11.33,12.5,13.0,albacete
Marc Jurado,2000032704.0,12.33,14.0,17.0,12.33,11.0,14.33,9.5,12.0,amadrd
José Giménez,78060464.0,15.67,11.0,10.0,11.0,11.0,11.33,13.5,15.83,amadrd
Noël Roux,2000188122.0,13.0,15.75,17.5,12.83,10.33,13.0,7.5,13.83,barc
Juan Vela,2000489085.0,14.67,15.38,14.75,10.83,11.0,10.33,15.5,13.5,barc
Joan Planchart,2000509911.0,14.67,17.38,15.5,13.0,11.67,11.5,9.0,15.92,barc
Tomás Esteves,83228786.0,13.0,14.5,16.25,13.33,12.67,13.5,12.0,13.08,barc
Asier Grande,2000048078.0,13.0,13.88,16.0,12.5,8.33,11.5,8.5,13.58,bilbao
Yeray,67192475.0,14.67,11.25,12.5,10.0,8.67,9.83,13.0,14.92,bilbao
Unai Núñez,67214595.0,15.0,12.75,12.5,9.0,9.0,9.17,13.5,14.25,bilbao
Julen Letamendia,2000570277.0,14.67,14.0,14.0,12.0,10.17,12.0,9.0,15.67,bilbao
Cameron Wells,2000431769.0,13.0,14.25,15.5,9.17,9.33,13.33,7.0,12.08,cadiz
Cacá,19350725.0,13.67,12.12,12.25,10.83,10.33,11.5,13.0,13.5,cadiz
Nico Mickelson,53138009.0,8.67,12.75,14.0,11.17,8.5,13.83,8.5,11.42,cadiz
Carlos Fernando,2000194985.0,12.0,14.25,12.75,10.33,7.33,11.17,10.0,14.25,coruna
Luis Muñoz,90065199.0,12.33,10.75,11.0,7.33,6.17,9.0,11.5,13.75,coruna
