Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Javi López,67293674.0,15.0,12.5,11.0,14.25,13.0,13.0,12.17,12.25,14.25,12.5,14.25,8.75,12.8,14.17,14.5,12.33,12.5,12.0,13.25,8.0,14.0,alaves
Birger Meling,29126536.0,5.0,11.83,9.0,13.25,11.5,10.33,12.83,13.25,13.25,10.0,12.25,15.25,10.8,12.5,11.25,13.0,10.5,12.75,9.5,8.17,11.0,alaves
Josep,2000513274.0,10.0,11.33,8.0,11.25,8.5,11.83,9.67,13.5,11.25,10.5,10.5,13.0,11.5,11.83,15.5,13.0,12.0,10.5,15.0,7.0,13.0,albacete
Juan Manuel,2000510085.0,6.0,13.0,9.0,12.0,18.0,14.0,14.0,15.0,12.0,14.5,14.0,12.75,13.4,12.0,16.0,14.67,13.0,15.0,15.0,11.33,12.0,amadrd
Sergio Reguilón,67211900.0,7.0,14.17,11.0,13.0,13.25,14.0,13.5,14.0,13.0,13.0,13.5,14.75,13.8,13.0,14.38,14.5,18.5,13.5,12.5,11.67,14.0,barc
Julen Letamendia,2000570277.0,8.0,14.0,10.0,13.0,12.0,15.33,11.5,14.0,13.0,12.0,14.0,14.75,14.0,13.0,15.0,15.33,10.0,12.0,14.0,9.83,17.0,bilbao
Oier López,67277836.0,10.0,12.5,11.0,11.5,10.75,13.33,9.17,13.5,11.5,12.0,12.0,12.0,12.6,12.0,14.38,13.83,11.5,10.5,11.5,8.67,16.0,bilbao
Cameron Wells,2000431769.0,7.0,12.33,7.0,13.0,15.5,11.17,12.17,14.0,13.0,12.5,11.75,12.62,11.5,12.67,15.25,13.67,9.0,13.5,12.0,9.67,13.0,cadiz
Maximilian Mittelstädt,91143714.0,10.0,13.33,8.0,11.75,13.25,11.83,13.0,12.75,11.75,12.0,12.0,13.38,12.7,11.17,12.5,12.5,12.0,13.0,9.5,8.83,12.0,cadiz
Tommaso Augello,43096264.0,9.0,11.83,6.0,13.25,12.5,11.67,13.5,13.75,13.25,10.0,12.25,13.75,11.6,13.17,10.0,13.33,11.5,12.75,10.5,10.17,12.0,coruna
Acyr,2000408996.0,8.0,13.83,11.0,12.0,15.25,13.33,13.17,17.0,12.0,13.5,14.5,12.5,13.4,12.0,8.62,16.17,13.5,14.5,8.5,11.67,16.0,coruna
Toni Herrero,67277687.0,11.0,12.67,10.0,13.5,12.5,13.33,12.33,12.5,13.5,13.0,13.5,12.75,12.6,13.33,13.25,13.33,12.0,12.5,11.5,10.33,13.0,espanyol
Tymoteusz Puchacz,96086694.0,12.0,11.5,11.0,11.25,10.75,11.67,12.17,12.25,11.25,9.5,11.75,14.25,11.8,10.83,15.25,11.67,10.5,11.25,14.75,10.17,10.0,espanyol
Josep,2000513274.0,10.0,11.33,8.0,11.25,8.5,11.83,9.67,13.5,11.25,10.5,10.5,13.0,11.5,11.83,15.5,13.0,12.0,10.5,15.0,7.0,13.0,espanyol
