Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Adil Aouchiche,49048441,0,0,0,0,0,0,0,0,1,0,0,1,0,0,alaves
Xabier Garmendia,2000631378,0,0,0,0,0,0,0,0,1,0,0,0,0,1,alaves
Luca Sangalli,67190076,0,0,0,0,0,1,0,0,1,0,1,0,0,0,alaves
Ibrahim Sangaré,48042717,0,0,1,0,0,1,0,0,1,0,0,0,0,0,alaves
Schurrle,83223653,0,0,0,0,0,0,0,0,1,0,0,1,0,0,alaves
Suleimane Rodrigues,2000190096,0,0,0,0,0,0,0,0,1,0,0,1,0,0,alaves
Rubén Garrido,2000515088,0,0,0,0,0,0,0,0,1,1,0,0,0,0,alaves
Ramiro Gabarri,2000198124,0,0,0,0,0,0,0,0,1,1,1,1,1,0,albacete
Luis Nsambi,2000631649,0,0,0,0,0,0,0,0,1,0,0,1,0,0,albacete
Francisco Jesús Carbonell,2000440196,0,0,0,0,0,0,0,0,1,0,0,1,0,0,albacete
Gustavo Zamora,2000512210,0,0,0,0,0,0,0,0,1,0,0,1,0,0,albacete
Álex Olmedo,2000034591,0,0,0,0,0,1,0,0,1,0,0,1,0,0,albacete
Antonio Sánchez,67272744,0,0,1,0,0,1,0,0,1,0,0,0,0,0,albacete
Chema Nuñez,67232678,0,0,0,0,0,0,0,0,1,0,1,1,1,1,albacete
Simone Panada,43425634,0,0,0,0,0,1,0,0,1,0,0,0,0,0,amadrd
Sergej Milinković-Savić,62127037,0,0,0,0,0,1,0,0,1,0,0,1,0,0,amadrd
Nikola Stanković,2000211075,0,0,0,0,0,0,0,1,1,0,1,0,0,0,amadrd
Manoel Azambuja,2000410625,0,0,0,0,0,0,0,0,1,0,1,1,1,0,amadrd
Pierre Dwomoh,2000006277,0,0,0,0,0,0,0,0,1,0,1,1,0,1,amadrd
Thomas Lemar,85093001,0,0,0,1,0,0,0,1,1,1,1,1,1,0,amadrd
Marcos Llorente,67196198,0,0,0,0,0,1,0,0,1,0,0,1,0,0,amadrd
Dimo Krastev,22081455,0,0,1,0,0,1,0,0,1,0,0,0,0,0,amadrd
Frank Onyeka,27129125,0,0,0,0,0,1,0,0,1,0,0,0,0,0,amadrd
Lamine Silva,2000438826,0,0,0,0,0,1,0,0,1,0,0,0,0,0,amadrd
Noël Roux,2000188122,0,1,0,1,0,0,0,0,1,0,1,0,0,0,barc
Florentino Luís,83169817,0,0,0,0,0,1,0,0,1,0,0,0,0,0,barc
Phil Foden,28108494,0,0,0,0,0,0,0,0,1,0,1,1,1,0,barc
