Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Andrés Céspedes,2000043877.0,13.5,10.33,2.0,10.75,6.0,8.67,6.67,11.75,10.75,3.5,10.25,12.75,9.2,7.5,13.12,11.5,3.0,8.75,10.75,3.0,2.5,alaves
José Curras,67294881.0,15.0,12.17,6.0,10.5,11.75,13.33,10.83,13.5,10.5,11.0,12.5,12.5,12.4,11.33,13.62,13.83,9.5,12.0,11.0,9.0,13.0,alaves
Arnau Comas,67258409.0,15.0,12.17,14.0,12.75,11.0,10.0,10.17,11.75,12.75,8.5,12.25,13.75,11.0,12.83,13.75,11.67,5.5,11.75,14.5,8.5,14.0,alaves
Samir Kacem,2000433838.0,13.0,12.67,11.0,10.5,13.0,11.67,11.0,13.25,10.5,9.5,11.0,14.88,11.4,11.33,14.12,14.17,6.0,13.0,14.75,7.83,15.0,alaves
Javi López,67293674.0,15.0,12.5,11.0,14.25,13.0,13.0,12.17,12.25,14.25,12.5,14.25,8.75,12.8,14.17,14.5,12.33,12.5,12.0,13.25,8.0,14.0,alaves
Borja Sainz,67277845.0,8.0,11.17,11.0,12.5,14.25,12.33,14.17,11.25,12.5,13.0,10.75,12.62,12.0,11.33,13.5,11.0,12.5,13.75,10.75,12.5,10.0,alaves
Adil Aouchiche,49048441.0,13.0,13.17,9.0,11.75,14.25,12.67,13.33,11.75,11.75,14.5,13.75,10.62,13.0,9.83,14.75,12.0,14.5,14.25,12.5,12.0,7.0,alaves
Xabier Garmendia,2000631378.0,16.0,14.67,12.0,11.25,15.5,15.17,11.0,15.5,11.25,14.5,12.0,12.62,14.7,10.33,15.62,15.67,18.0,13.5,14.75,14.0,3.0,alaves
Ander Imaz,2000439533.0,5.0,9.17,7.0,6.5,12.75,12.0,11.83,10.5,6.5,14.0,8.0,10.25,10.8,6.33,15.62,10.17,13.5,12.0,10.5,9.0,2.0,alaves
Rafa Mir,67221051.0,14.0,10.5,16.0,11.0,12.25,13.33,10.5,10.5,11.0,12.0,12.5,10.25,11.6,9.67,14.38,11.5,14.5,11.5,14.0,12.67,4.5,alaves
Alexander Sørloth,53063430.0,15.0,13.17,14.0,9.5,12.75,13.0,10.17,13.5,9.5,13.5,14.0,12.5,13.0,8.33,13.62,13.5,13.5,12.0,14.0,13.33,3.5,alaves
Arnar Bragason,2000357424.0,12.0,10.67,10.0,12.0,10.75,12.0,9.5,10.5,12.0,9.25,13.25,14.0,10.4,12.67,13.5,12.33,9.0,10.5,14.5,9.67,17.0,alaves
Carlos Abad,67198215.0,14.5,11.0,1.5,12.5,8.25,9.0,10.0,12.5,12.5,6.75,11.25,12.0,10.0,9.0,9.25,11.67,2.5,14.0,10.5,6.0,1.5,alaves
Lirim Kastrati,24058534.0,7.0,9.33,7.0,7.0,10.0,9.33,9.0,8.0,7.0,11.0,8.0,13.75,9.2,6.17,15.75,8.67,17.0,9.0,11.0,10.67,3.0,alaves
Joseph Ngwem,2000202611.0,10.5,13.67,12.0,9.75,11.0,11.17,10.67,13.25,9.75,12.5,9.75,12.75,12.1,7.17,15.12,13.5,12.0,10.75,14.75,11.5,4.5,alaves
Asier Rodríguez,2000572954.0,6.0,10.17,8.0,7.5,15.0,11.5,12.5,11.5,7.5,16.0,9.25,11.38,11.4,7.5,13.75,10.33,10.0,12.0,8.5,10.0,4.5,alaves
David Martínez,14136117.0,12.0,14.0,12.0,15.0,12.5,11.83,12.0,12.75,15.0,11.5,14.25,12.0,12.5,14.67,13.38,13.5,8.0,13.75,12.75,7.5,13.0,alaves
Luca Sangalli,67190076.0,4.5,12.5,3.5,12.0,13.25,11.5,12.33,13.5,12.0,11.75,11.25,15.75,12.4,11.83,10.75,12.33,12.0,13.25,12.5,13.33,11.0,alaves
Birger Meling,29126536.0,5.0,11.83,9.0,13.25,11.5,10.33,12.83,13.25,13.25,10.0,12.25,15.25,10.8,12.5,11.25,13.0,10.5,12.75,9.5,8.17,11.0,alaves
Ibrahim Sangaré,48042717.0,17.5,11.5,11.0,13.0,12.5,12.83,12.0,12.0,13.0,11.25,13.0,12.0,12.1,13.17,12.5,12.17,11.5,13.0,15.25,10.5,14.0,alaves
Vyacheslav Karavaev,58076747.0,10.0,12.33,10.0,13.75,12.5,12.17,13.67,12.75,13.75,11.0,12.75,14.25,12.1,13.5,12.12,12.83,11.0,13.25,11.75,9.5,15.0,alaves
Schurrle,83223653.0,7.0,14.67,9.0,11.0,12.5,14.83,12.33,13.75,11.0,13.5,13.0,9.5,14.9,11.17,12.38,13.83,15.0,13.0,11.25,11.5,9.5,alaves
Suleimane Rodrigues,2000190096.0,12.5,11.17,8.0,11.0,12.5,11.5,13.33,10.0,11.0,11.25,10.5,10.75,11.1,11.17,11.75,10.83,10.5,15.0,13.25,11.83,9.0,alaves
Stefan Ranđelović,62247042.0,13.5,15.67,2.5,13.25,9.0,8.67,8.33,14.25,13.25,6.0,12.25,13.62,12.0,9.5,10.88,13.83,2.5,10.25,11.25,4.17,2.5,alaves
Rubén Garrido,2000515088.0,11.5,14.5,8.5,10.75,12.5,12.0,12.5,14.75,10.75,11.0,12.75,11.0,13.3,8.33,12.88,14.17,14.0,13.5,13.75,9.17,11.0,alaves
0,2000068663.0,14.0,13.17,15.0,9.75,14.75,13.0,9.17,14.75,9.75,14.0,10.75,10.62,13.2,9.83,11.12,14.0,14.5,10.5,7.0,14.33,8.0,alaves
Mauricio Morán,2000192669.0,12.5,10.0,1.5,11.0,5.0,8.67,6.67,12.0,11.0,3.75,9.5,12.62,9.0,8.17,13.12,11.67,1.0,8.75,14.0,3.17,2.0,albacete
Juan Ángel Muñoz,2000512204.0,16.0,13.67,11.0,12.75,8.75,11.33,7.83,14.5,12.75,7.25,10.75,12.0,12.2,12.5,12.25,14.33,6.0,8.25,12.0,6.0,13.0,albacete
Junior Esparragoza,2000179937.0,13.0,11.67,9.0,11.75,7.0,11.83,7.33,12.0,11.75,6.5,12.0,12.75,11.3,12.5,13.0,12.67,9.0,8.5,13.5,5.33,13.0,albacete
Ricardo Peralta,2000438819.0,18.0,13.0,11.0,10.5,7.75,10.67,6.5,16.25,10.5,8.5,11.0,13.25,11.7,10.33,11.12,15.0,8.5,8.0,10.0,6.67,15.0,albacete
Josep,2000513274.0,10.0,11.33,8.0,11.25,8.5,11.83,9.67,13.5,11.25,10.5,10.5,13.0,11.5,11.83,15.5,13.0,12.0,10.5,15.0,7.0,13.0,albacete
Ramiro Gabarri,2000198124.0,7.0,10.67,12.0,8.75,14.5,13.17,13.67,9.25,8.75,14.5,10.25,9.38,11.7,6.83,15.75,10.5,13.0,15.5,14.0,14.33,4.0,albacete
